method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1337,g1,276228,209,0.7416267395019531,0.575632304007056,0.6454044580459595,0.6846005644225315,-0.039196106376572004
regret_only,1337,g2,276228,37,0.6216216087341309,0.2756410256410256,0.977755069732666,0.7024396780319512,0.27531539170071484
regret_only,1337,g3,276228,128,0.765625,0.6408904137741951,0.7185603976249695,0.7673795436520174,-0.048819146027047955
regret_only,1337,g4,276228,14665,0.7689055800437927,0.6703651484730204,0.544791579246521,0.6238109850217399,-0.07901940577521893
regret_only,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0592330694198608,0.8973705906662908,0.16186247875357007
regret_only,1337,g6,276228,10579,0.7740806937217712,0.709835591412354,0.5233632922172546,0.5871916648544888,-0.06382837263723418
ours,1337,g1,276228,209,0.6937798857688904,0.46845248578473303,0.7213444113731384,0.6846005644225315,0.03674384695060695
ours,1337,g2,276228,37,0.6216216087341309,0.29000000000000004,1.025228500366211,0.7024396780319512,0.32278882233425976
ours,1337,g3,276228,128,0.734375,0.5549774545660054,0.7736725807189941,0.7673795436520174,0.006293037066976703
ours,1337,g4,276228,14665,0.7608591914176941,0.6605810806575032,0.5790969133377075,0.6238109850217399,-0.04471407168403241
ours,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1017100811004639,0.8973705906662908,0.2043394904341731
ours,1337,g6,276228,10579,0.7754040956497192,0.7155391487494819,0.5548815131187439,0.5871916648544888,-0.03231015173574492
