method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss,auroc
REMIND,42,g0,533,53250,0.7129455909943715,0.5849353346261319,0.5514725812455129,0.2771,0.2743725812455129,0.7424040511727079
REMIND,42,g1,530,53250,0.7943396226415095,0.559448185402384,0.5137417560229122,0.290923,0.22281875602291218,0.6150073177485067
REMIND,42,g2,2338,53250,0.718562874251497,0.5598307080801642,0.5930935429824218,0.289439,0.3036545429824218,0.7017098126744984
REMIND,1337,g0,533,53250,0.724202626641651,0.6012123803270678,0.5407036119055434,0.2771,0.2636036119055434,0.763692697228145
REMIND,1337,g1,530,53250,0.7415094339622641,0.5131126325177194,0.5458450116871698,0.290923,0.2549220116871698,0.599462046596258
REMIND,1337,g2,2338,53250,0.7181351582549187,0.5616210502655326,0.5629728731990675,0.289439,0.2735338731990675,0.7023232161336982
REMIND,7,g0,533,53250,0.7054409005628518,0.5953627813640869,0.48571048721349597,0.2771,0.20861048721349595,0.790644989339019
REMIND,7,g1,530,53250,0.8245283018867925,0.5244985963592163,0.5692753736702901,0.290923,0.27835237367029014,0.5789327953799296
REMIND,7,g2,2338,53250,0.7335329341317365,0.5703021125665718,0.5696467627779962,0.289439,0.2802077627779962,0.7019630889415228
REMIND,2024,g0,533,53250,0.6866791744840526,0.5741365369618158,0.5357263449838955,0.2771,0.2586263449838955,0.7668909914712154
REMIND,2024,g1,530,53250,0.7754716981132076,0.5455102290824452,0.5247112065272511,0.290923,0.23378820652725113,0.6371187848581938
REMIND,2024,g2,2338,53250,0.7292557741659538,0.5727638907292368,0.5809894345630633,0.289439,0.2915504345630633,0.7105170991161054
REMIND,31337,g0,533,53250,0.7429643527204502,0.6089801601113819,0.5711761685220418,0.2771,0.29407616852204177,0.7408049040511727
REMIND,31337,g1,530,53250,0.720754716981132,0.517482345414729,0.5267049234847534,0.290923,0.2357819234847534,0.6268343815513627
REMIND,31337,g2,2338,53250,0.7510692899914457,0.5823523778655195,0.5414017957624867,0.289439,0.2519627957624867,0.7015495362867721
REMIND,11,g0,533,53250,0.7373358348968105,0.6043646080760094,0.547712553387637,0.2771,0.270612553387637,0.7604277718550106
REMIND,11,g1,530,53250,0.8113207547169812,0.555726931330472,0.508739123028211,0.290923,0.21781612302821102,0.6151655393378426
REMIND,11,g2,2338,53250,0.743798118049615,0.578176510435633,0.5456204420071927,0.289439,0.25618144200719273,0.7109642900250703
REMIND,22,g0,533,53250,0.7504690431519699,0.6178346352692554,0.4428214642374757,0.2771,0.1657214642374757,0.790844882729211
REMIND,22,g1,530,53250,0.8830188679245283,0.46893787575150303,0.5006457152231685,0.290923,0.2097227152231685,0.5192041454056406
REMIND,22,g2,2338,53250,0.7929854576561164,0.6009000620732464,0.48780460210184035,0.289439,0.19836560210184034,0.7065101894229456
REMIND,33,g0,533,53250,0.7185741088180112,0.5842001248179738,0.5857936310368502,0.2771,0.3086936310368502,0.7291111407249466
REMIND,33,g1,530,53250,0.7886792452830189,0.5651282051282052,0.5182513319287538,0.290923,0.22732833192875385,0.6441596455836399
REMIND,33,g2,2338,53250,0.7236954662104362,0.5585512593881234,0.5792373479523204,0.289439,0.2897983479523204,0.6898493599827455
REMIND,44,g0,533,53250,0.7035647279549718,0.5916857375586673,0.5265129548649297,0.2771,0.24941295486492965,0.7840151918976546
REMIND,44,g1,530,53250,0.8603773584905661,0.559602946460654,0.4740785986185074,0.290923,0.1831555986185074,0.6035758079189906
REMIND,44,g2,2338,53250,0.7305389221556886,0.5709176967391912,0.5610796733862116,0.289439,0.27164067338621156,0.7112413109421283
REMIND,55,g0,533,53250,0.7560975609756098,0.6277133032452181,0.49675594706188886,0.2771,0.21965594706188885,0.7683901918976547
REMIND,55,g1,530,53250,0.7528301886792453,0.5344361668600089,0.5180454542227793,0.290923,0.22712245422277927,0.6352596811834975
REMIND,55,g2,2338,53250,0.7211291702309667,0.5679916567004291,0.5735122179684219,0.289439,0.2840732179684219,0.7067990826650203
