method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1337,g1,276228,209,0.7177033424377441,0.5298310702958806,0.6582834124565125,0.6846005644225315,-0.026317151966019026
regret_only,1337,g2,276228,37,0.6216216087341309,0.2756410256410256,0.8847473859786987,0.7024396780319512,0.18230770794674755
regret_only,1337,g3,276228,128,0.6953125,0.376867816091954,0.7685343027114868,0.7673795436520174,0.001154759059469379
regret_only,1337,g4,276228,14665,0.7740197777748108,0.6939155903223077,0.5238230228424072,0.6238109850217399,-0.0999879621793327
regret_only,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0539045333862305,0.8973705906662908,0.1565339427199397
regret_only,1337,g6,276228,10579,0.7839115262031555,0.7323464124344671,0.5066174268722534,0.5871916648544888,-0.0805742379822354
ours,1337,g1,276228,209,0.7129186391830444,0.5275889178295129,0.6728842854499817,0.6846005644225315,-0.011716278972549787
ours,1337,g2,276228,37,0.6216216087341309,0.29000000000000004,0.9971858859062195,0.7024396780319512,0.2947462078742683
ours,1337,g3,276228,128,0.703125,0.4859737786567055,0.7843585014343262,0.7673795436520174,0.016978957782308735
ours,1337,g4,276228,14665,0.772792398929596,0.689408503883363,0.5343899726867676,0.6238109850217399,-0.08942101233497235
ours,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0503286123275757,0.8973705906662908,0.15295802166128492
ours,1337,g6,276228,10579,0.7814537882804871,0.7264228716947483,0.523230791091919,0.5871916648544888,-0.06396087376256987
