method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
ERM,42,g0,533,11426,0.68105,0.58045,0.53072,0.27909,0.25163
ERM,42,g1,530,11426,0.72453,0.58406,0.45573,0.24239,0.21333
ERM,42,g2,2338,11426,0.68221,0.56516,0.53013,0.252,0.27813
ERM,1337,g0,533,11426,0.68668,0.58482,0.50791,0.27909,0.22882
ERM,1337,g1,530,11426,0.75094,0.61357,0.43352,0.24239,0.19112
ERM,1337,g2,2338,11426,0.69376,0.57063,0.49166,0.252,0.23965
ERM,7,g0,533,11426,0.70356,0.58487,0.47427,0.27909,0.19518
ERM,7,g1,530,11426,0.76038,0.60408,0.4204,0.24239,0.17801
ERM,7,g2,2338,11426,0.71514,0.58245,0.47673,0.252,0.22472
ERM,2024,g0,533,11426,0.70356,0.59388,0.51891,0.27909,0.23982
ERM,2024,g1,530,11426,0.74717,0.60495,0.43921,0.24239,0.19681
ERM,2024,g2,2338,11426,0.70017,0.57155,0.50243,0.252,0.25042
ERM,31337,g0,533,11426,0.66604,0.56891,0.52325,0.27909,0.24417
ERM,31337,g1,530,11426,0.72453,0.58406,0.45353,0.24239,0.21114
ERM,31337,g2,2338,11426,0.68435,0.56624,0.51553,0.252,0.26353
ERM,11,g0,533,11426,0.69794,0.59367,0.50499,0.27909,0.2259
ERM,11,g1,530,11426,0.73585,0.59848,0.42906,0.24239,0.18666
ERM,11,g2,2338,11426,0.69846,0.57253,0.4928,0.252,0.2408
ERM,22,g0,533,11426,0.69981,0.58426,0.46406,0.27909,0.18497
ERM,22,g1,530,11426,0.76226,0.61174,0.39561,0.24239,0.15322
ERM,22,g2,2338,11426,0.70744,0.57534,0.45996,0.252,0.20795
ERM,33,g0,533,11426,0.69981,0.59091,0.48868,0.27909,0.2096
ERM,33,g1,530,11426,0.7434,0.59326,0.41845,0.24239,0.17606
ERM,33,g2,2338,11426,0.71429,0.5847,0.47455,0.252,0.22254
ERM,44,g0,533,11426,0.67917,0.581,0.50484,0.27909,0.22575
ERM,44,g1,530,11426,0.7283,0.60021,0.43413,0.24239,0.19174
ERM,44,g2,2338,11426,0.67494,0.55815,0.49667,0.252,0.24467
ERM,55,g0,533,11426,0.66979,0.56772,0.51572,0.27909,0.23663
ERM,55,g1,530,11426,0.72642,0.59095,0.43945,0.24239,0.19705
