method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
erm,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6059776544570923,0.6846005644225315,-0.07862290996543919
erm,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.797016978263855,0.7024396780319512,0.0945773002319038
erm,0,g3,276228,128,0.734375,0.6080871742636449,0.6770730018615723,0.7673795436520174,-0.09030654179044517
erm,0,g4,276228,14665,0.7549267411231995,0.6557206899808857,0.5709509253501892,0.6238109850217399,-0.05286005967155072
erm,0,g5,276228,14,0.7142857313156128,0.41428571428571426,1.4124135971069336,0.8973705906662908,0.5150430064406428
erm,0,g6,276228,10579,0.7611305117607117,0.7067422297053028,0.5573645234107971,0.5871916648544888,-0.029827141443691696
groupdro,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6057325005531311,0.6846005644225315,-0.07886806386940037
groupdro,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.7959747910499573,0.7024396780319512,0.0935351130180061
groupdro,0,g3,276228,128,0.7421875,0.6485085637308359,0.6768545508384705,0.7673795436520174,-0.09052499281354698
groupdro,0,g4,276228,14665,0.7551994919776917,0.656016551032724,0.5709337592124939,0.6238109850217399,-0.05287722580924603
groupdro,0,g5,276228,14,0.7142857313156128,0.41428571428571426,1.3746975660324097,0.8973705906662908,0.4773269753661189
groupdro,0,g6,276228,10579,0.7610359787940979,0.7063510116089557,0.5573722124099731,0.5871916648544888,-0.02981945244451567
align_only,0,g1,276228,209,0.7081339359283447,0.47488794910720744,0.6574220061302185,0.6846005644225315,-0.02717855829231297
align_only,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.9787043929100037,0.7024396780319512,0.2762647148780525
align_only,0,g3,276228,128,0.703125,0.6466742486903777,0.7233616709709167,0.7673795436520174,-0.04401787268110069
align_only,0,g4,276228,14665,0.7657688856124878,0.6725561009269697,0.5822913646697998,0.6238109850217399,-0.04151962035194012
align_only,0,g5,276228,14,0.5714285969734192,0.325,1.284000039100647,0.8973705906662908,0.3866294484343562
align_only,0,g6,276228,10579,0.7702996134757996,0.71980741793425,0.5716798901557922,0.5871916648544888,-0.015511774698696579
regret_only,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6059808731079102,0.6846005644225315,-0.07861969131462132
regret_only,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.796685516834259,0.7024396780319512,0.09424583880230786
regret_only,0,g3,276228,128,0.734375,0.6080871742636449,0.6770806908607483,0.7673795436520174,-0.09029885279126915
