config,dataset_info,groupdro_config,start_time,epoch,train_loss,train_acc,learning_rate,test_overall_acc,test_balanced_acc,test_worst_group_acc,test_best_group_acc,test_per_group_acc,test_per_group_loss,test_per_class_acc,test_per_group_per_class_acc,test_per_group_counts,groupdro_weights,groupdro_pi,groupdro_kl_penalty
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,1,0.6950248153500966,0.6244343877917501,0.001,0.76,0.8113148064431702,0.7213114754098361,1.0,"[0.7213114754098361, 0.7547169811320755, 1.0, 0.7692307692307693]","[0.6375731967511724, 0.580180509472793, 0.5685673296451569, 0.6215908791010196]","[0.875, 0.6538461538461539]","[[1.0, 0.39285714285714285], [0.9090909090909091, 0.5], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,2,0.6219238792609305,0.7149321299332839,0.001,0.7666666666666667,0.8141759261462324,0.7169811320754716,1.0,"[0.7704918032786885, 0.7169811320754716, 1.0, 0.7692307692307693]","[0.5796291075769018, 0.5216483991101103, 0.44795850813388827, 0.5850014755359063]","[0.7916666666666666, 0.7435897435897436]","[[0.8787878787878788, 0.6428571428571429], [0.8484848484848485, 0.5], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,3,0.5616162403136896,0.7624434402625485,0.001,0.7933333333333333,0.8305693687691832,0.7169811320754716,1.0,"[0.8360655737704918, 0.7169811320754716, 1.0, 0.7692307692307693]","[0.5191844757951674, 0.5067897200022103, 0.32263353019952773, 0.5490480764554098]","[0.7777777777777778, 0.8076923076923077]","[[0.8484848484848485, 0.8214285714285714], [0.8484848484848485, 0.5], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,4,0.5302608336798206,0.7850678697970118,0.001,0.7933333333333333,0.831187989245521,0.7358490566037735,1.0,"[0.819672131147541, 0.7358490566037735, 1.0, 0.7692307692307693]","[0.464983054848968, 0.5054655629649477, 0.2104087069630623, 0.5303344674981557]","[0.75, 0.8333333333333334]","[[0.8181818181818182, 0.8214285714285714], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,5,0.46939902863890876,0.8122171956489529,0.001,0.7933333333333333,0.831187989245521,0.7358490566037735,1.0,"[0.819672131147541, 0.7358490566037735, 1.0, 0.7692307692307693]","[0.4169459885261098, 0.5209567449846357, 0.1330644056200981, 0.5210199023668582]","[0.75, 0.8333333333333334]","[[0.8181818181818182, 0.8214285714285714], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,6,0.45690565721481635,0.8054298677595493,0.001,0.8133333333333334,0.8441016916890718,0.7547169811320755,1.0,"[0.8524590163934426, 0.7547169811320755, 1.0, 0.7692307692307693]","[0.3877075680333083, 0.5287801114104267, 0.09084330722689629, 0.5164718226744578]","[0.7638888888888888, 0.8589743589743589]","[[0.8181818181818182, 0.8928571428571429], [0.8484848484848485, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,7,0.4290828541662898,0.8303167428905608,0.001,0.8066666666666666,0.8393847105569964,0.7358490566037735,1.0,"[0.8524590163934426, 0.7358490566037735, 1.0, 0.7692307692307693]","[0.3734090463181988, 0.516145818111188, 0.06712289862334728, 0.5082161512512428]","[0.75, 0.8589743589743589]","[[0.8181818181818182, 0.8928571428571429], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,8,0.41925341281955597,0.8416289598154266,0.001,0.8,0.8352863499012586,0.7358490566037735,1.0,"[0.8360655737704918, 0.7358490566037735, 1.0, 0.7692307692307693]","[0.3702891049143232, 0.5136443830253381, 0.05939166937023401, 0.5009744276220982]","[0.7638888888888888, 0.8333333333333334]","[[0.8484848484848485, 0.8214285714285714], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,9,0.40056987046116616,0.8212669667075662,0.001,0.8,0.8352863499012586,0.7358490566037735,1.0,"[0.8360655737704918, 0.7358490566037735, 1.0, 0.7692307692307693]","[0.3888832387193793, 0.5104909106772745, 0.05897992383688688, 0.49907357790149176]","[0.75, 0.8461538461538461]","[[0.8181818181818182, 0.8571428571428571], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 1.0]]","[61, 53, 10, 26]",,,
"{""use_fedheart"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""group_max_train_samples"": [null, null, 20, 25], ""batch_size"": 64, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 30, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""log_interval"": 20, ""save_every"": 10, ""groups"": [{""name"": ""cleveland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""hungarian"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""switzerland"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""va_long_beach"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}], ""seed"": 1337, ""run_dir"": ""runs/sweep_homo_erm_s1337"", ""run_name"": ""sweep_homo_erm"", ""groupdro_enabled"": false}","{""num_groups"": 4, ""num_classes"": 2, ""train_total"": 495, ""test_total"": 150, ""train_group_counts"": [242, 208, 20, 25], ""test_group_counts"": [61, 53, 10, 26], ""train_class_counts"": [269, 226], ""test_class_counts"": [72, 78], ""train_group_class_counts"": [[131, 111], [130, 78], [1, 19], [7, 18]], ""test_group_class_counts"": [[33, 28], [33, 20], [0, 10], [6, 20]], ""group_proportions"": [0.4888888888888889, 0.4202020202020202, 0.04040404040404041, 0.050505050505050504]}",,2026-03-23T10:47:34.209141,10,0.3837034715786239,0.8461538445356205,0.001,0.7933333333333333,0.825670965285874,0.7307692307692307,1.0,"[0.8360655737704918, 0.7358490566037735, 1.0, 0.7307692307692307]","[0.38121081484084735, 0.5229006966857134, 0.06475955937057734, 0.5093322519499522]","[0.75, 0.8333333333333334]","[[0.8181818181818182, 0.8571428571428571], [0.8181818181818182, 0.6], [null, 1.0], [0.0, 0.95]]","[61, 53, 10, 26]",,,
