config,dataset_info,groupdro_config,start_time,epoch,train_loss,train_acc,learning_rate,test_overall_acc,test_balanced_acc,test_worst_group_acc,test_best_group_acc,test_worst_group_bal_acc,test_per_group_bal_acc,test_per_group_acc,test_per_group_loss,test_per_class_acc,test_per_group_per_class_acc,test_per_group_counts,test_overall_auroc,test_per_group_sensitivity,test_per_group_specificity,test_per_group_f1,test_per_group_pos_f1,test_per_group_auroc,test_mean_group_f1,test_worst_group_f1,val_overall_acc,val_balanced_acc,val_worst_group_acc,val_best_group_acc,val_worst_group_bal_acc,val_per_group_bal_acc,val_per_group_acc,val_per_group_loss,val_per_class_acc,val_per_group_per_class_acc,val_per_group_counts,val_overall_auroc,val_per_group_sensitivity,val_per_group_specificity,val_per_group_f1,val_per_group_pos_f1,val_per_group_auroc,val_mean_group_f1,val_worst_group_f1,groupdro_weights,train_per_group_loss,groupdro_weights_mean,groupdro_pi
"{""run_name"": ""nhanes_pergroup_gdro"", ""seed"": 31337, ""run_dir"": ""runs/gamma/g0.5_RegretDRO_s31337"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 10, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 20, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""groupdro_enabled"": true, ""groupdro_eta"": 0.5, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""exp"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""groupdro_ema_decay"": 0.9, ""groupdro_update_every"": 1, ""dro_signal"": ""val"", ""val_frac"": 0.15, ""use_regret"": true, ""optimal_losses"": [0.306561, 0.270789, 0.264331]}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 11563, ""test_total"": 3401, ""train_group_counts"": [1813, 1800, 7950], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [10348, 1215], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1595, 218], [1622, 178], [7131, 819]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679321975265934, 0.1556689440456629, 0.6875378362016777], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 10, ""1"": 13, ""2"": 20}, ""max_features"": 20, ""feature_mode"": ""nested"", ""val_total"": 2041}","{""num_groups"": 3, ""eta"": 0.5, ""update_mode"": ""exp"", ""robust_objective"": ""weighted"", ""gamma"": 0.9, ""kl_lambda"": 0.0, ""initial_pi"": [0.15679322183132172, 0.1556689441204071, 0.6875378489494324]}",2026-09-15T20:25:11.070665,1,0.6277006205585268,0.7269097222222223,0.001,0.6662746251102617,0.6788059206226094,0.6552609067579127,0.7188679245283018,0.7136527185501066,"[0.7136527185501066, 0.7264150943396226, 0.7490606022830482]","[0.6622889305816135, 0.7188679245283018, 0.6552609067579127]","[0.5583796225222593, 0.4939292657558086, 0.5341174093519646]","[0.6467302004600723, 0.8324022346368715]","[[0.6460554371002132, 0.78125], [0.7169811320754716, 0.7358490566037735], [0.630901287553648, 0.8672199170124482]]","[533, 530, 2338]",0.7991961585982665,"[0.78125, 0.7358490566037735, 0.8672199170124482]","[0.6460554371002132, 0.7169811320754716, 0.630901287553648]","[0.5640676117775354, 0.5823703930911572, 0.5540077174168239]","[0.3571428571428572, 0.3436123348017621, 0.3415032679738562]","[0.7820995469083155, 0.7701435860923223, 0.811514968033765]",0.5668152407618389,0.5540077174168239,0.6648701616854483,0.6631218004321378,0.653125,0.6698113207547169,0.6637893356643356,"[0.7252030294734921, 0.6637893356643356, 0.7557116538699145]","[0.653125, 0.6698113207547169, 0.6664290805416964]","[0.582755138236098, 0.546740728822894, 0.5164734489720577]","[0.6456736035049289, 0.827906976744186]","[[0.6298932384341637, 0.8205128205128205], [0.6713286713286714, 0.65625], [0.6433677521842732, 0.8680555555555556]]","[320, 318, 1403]",0.8106115795104308,"[0.8205128205128205, 0.65625, 0.8680555555555556]","[0.6298932384341637, 0.6713286713286714, 0.6433677521842732]","[0.5635023041474654, 0.5354951796669587, 0.5620257420036501]","[0.36571428571428566, 0.2857142857142857, 0.3481894150417827]","[0.7382060406971439, 0.7168924825174825, 0.8443870796928779]",0.5536744086060247,0.5354951796669587,"[0.11291869729757309, 0.3022412061691284, 0.5848401188850403]","[0.6316383222738902, 0.6215535249974993, 0.5914500054385927]","[0.14141597954763307, 0.18224103367990918, 0.6763429840405782]","[0.15679322183132172, 0.1556689441204071, 0.6875378489494324]"
"{""run_name"": ""nhanes_pergroup_gdro"", ""seed"": 31337, ""run_dir"": ""runs/gamma/g0.5_RegretDRO_s31337"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 10, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 20, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""groupdro_enabled"": true, ""groupdro_eta"": 0.5, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""exp"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""groupdro_ema_decay"": 0.9, ""groupdro_update_every"": 1, ""dro_signal"": ""val"", ""val_frac"": 0.15, ""use_regret"": true, ""optimal_losses"": [0.306561, 0.270789, 0.264331]}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 11563, ""test_total"": 3401, ""train_group_counts"": [1813, 1800, 7950], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [10348, 1215], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1595, 218], [1622, 178], [7131, 819]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679321975265934, 0.1556689440456629, 0.6875378362016777], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 10, ""1"": 13, ""2"": 20}, ""max_features"": 20, ""feature_mode"": ""nested"", ""val_total"": 2041}","{""num_groups"": 3, ""eta"": 0.5, ""update_mode"": ""exp"", ""robust_objective"": ""weighted"", ""gamma"": 0.9, ""kl_lambda"": 0.0, ""initial_pi"": [0.15679322183132172, 0.1556689441204071, 0.6875378489494324]}",2026-09-15T20:25:11.070665,2,0.5797535912858115,0.6890625,0.001,0.6251102616877389,0.6603650963599268,0.5940975192472199,0.7566037735849057,0.7292610607675907,"[0.7292610607675907, 0.7641509433962265, 0.7314905506186471]","[0.6303939962476548, 0.7566037735849057, 0.5940975192472199]","[0.5756398177658527, 0.4294394569278185, 0.6197524703816025]","[0.5954650016431153, 0.8770949720670391]","[[0.5991471215351812, 0.859375], [0.7547169811320755, 0.7735849056603774], [0.5584167858845971, 0.9045643153526971]]","[533, 530, 2338]",0.7973350321371329,"[0.859375, 0.7735849056603774, 0.9045643153526971]","[0.5991471215351812, 0.7547169811320755, 0.5584167858845971]","[0.5493770733821718, 0.6183410647597676, 0.5132196220520465]","[0.3583061889250815, 0.38862559241706157, 0.3148014440433213]","[0.7861473880597015, 0.7895257307859658, 0.8128486258773154]",0.5603125867313287,0.5132196220520465,0.6300832925036747,0.6454753104682838,0.616535994297933,0.6823899371069182,0.6569055944055944,"[0.7494296924901906, 0.6569055944055944, 0.7463623025328744]","[0.6375, 0.6823899371069182, 0.616535994297933]","[0.5927875592256896, 0.5040923001379384, 0.601814265177716]","[0.6024096385542169, 0.8651162790697674]","[[0.6014234875444839, 0.8974358974358975], [0.6888111888111889, 0.625], [0.5830023828435266, 0.9097222222222222]]","[320, 318, 1403]",0.8063042869151021,"[0.8974358974358975, 0.625, 0.9097222222222222]","[0.6014234875444839, 0.6888111888111889, 0.5830023828435266]","[0.5604187390459949, 0.5398237696110036, 0.5296522931206381]","[0.3763440860215054, 0.28368794326241137, 0.3275]","[0.7520759193357058, 0.7201704545454546, 0.8480661459712294]",0.5432982672592123,0.5296522931206381,"[0.0212816521525383, 0.7871506214141846, 0.1915677934885025]","[0.5619001153442594, 0.5863853254252009, 0.5356996499829823]","[0.06444922768407398, 0.5239664713541666, 0.411584304438697]","[0.15679322183132172, 0.1556689441204071, 0.6875378489494324]"
"{""run_name"": ""nhanes_pergroup_gdro"", ""seed"": 31337, ""run_dir"": ""runs/gamma/g0.5_RegretDRO_s31337"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 10, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 20, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""groupdro_enabled"": true, ""groupdro_eta"": 0.5, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""exp"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""groupdro_ema_decay"": 0.9, ""groupdro_update_every"": 1, ""dro_signal"": ""val"", ""val_frac"": 0.15, ""use_regret"": true, ""optimal_losses"": [0.306561, 0.270789, 0.264331]}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 11563, ""test_total"": 3401, ""train_group_counts"": [1813, 1800, 7950], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [10348, 1215], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1595, 218], [1622, 178], [7131, 819]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679321975265934, 0.1556689440456629, 0.6875378362016777], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 10, ""1"": 13, ""2"": 20}, ""max_features"": 20, ""feature_mode"": ""nested"", ""val_total"": 2041}","{""num_groups"": 3, ""eta"": 0.5, ""update_mode"": ""exp"", ""robust_objective"": ""weighted"", ""gamma"": 0.9, ""kl_lambda"": 0.0, ""initial_pi"": [0.15679322183132172, 0.1556689441204071, 0.6875378489494324]}",2026-09-15T20:25:11.070665,3,0.5380442726943228,0.68984375,0.001,0.6924433990002941,0.7109314815295399,0.6716697936210131,0.7849056603773585,0.670859538784067,"[0.732476012793177, 0.670859538784067, 0.7387089242288429]","[0.6716697936210131, 0.7849056603773585, 0.676218990590248]","[0.5211579298904588, 0.3722219865366087, 0.511740599805529]","[0.6828787380874137, 0.7737430167597765]","[[0.652452025586354, 0.8125], [0.8134171907756813, 0.5283018867924528], [0.6599904625655698, 0.8174273858921162]]","[533, 530, 2338]",0.7940097889285237,"[0.8125, 0.5283018867924528, 0.8174273858921162]","[0.652452025586354, 0.8134171907756813, 0.6599904625655698]","[0.5751982256470514, 0.6006609385327164, 0.5637796304169671]","[0.3727598566308244, 0.3294117647058824, 0.34231103388357953]","[0.7859974680170575, 0.7771844468177682, 0.8144137940586929]",0.5798795981989117,0.5637796304169671,0.6962273395394415,0.7115239123337084,0.671875,0.779874213836478,0.6555944055944056,"[0.7579614928369377, 0.6555944055944056, 0.7494704792163093]","[0.671875, 0.779874213836478, 0.6828225231646472]","[0.5392858115723357, 0.4168471818718087, 0.49384212777076963]","[0.6851040525739321, 0.7906976744186046]","[[0.6441281138790036, 0.8717948717948718], [0.8111888111888111, 0.5], [0.6656076250992852, 0.8333333333333334]]","[320, 318, 1403]",0.8047428615094627,"[0.8717948717948718, 0.5, 0.8333333333333334]","[0.6441281138790036, 0.8111888111888111, 0.6656076250992852]","[0.5841120916933817, 0.5913196739369905, 0.57027913427422]","[0.39306358381502887, 0.3137254901960784, 0.35036496350364965]","[0.7455972260242724, 0.731861888111888, 0.8480661459712293]",0.5819036333015307,0.57027913427422,"[0.0115505987778306, 0.7679539918899536, 0.220495343208313]","[0.5485506484905879, 0.5276419621374872, 0.5218326611651315]","[0.015111465845257044, 0.7982629120349884, 0.18662562022606533]","[0.15679322183132172, 0.1556689441204071, 0.6875378489494324]"
"{""run_name"": ""nhanes_pergroup_gdro"", ""seed"": 31337, ""run_dir"": ""runs/gamma/g0.5_RegretDRO_s31337"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 10, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 20, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""groupdro_enabled"": true, ""groupdro_eta"": 0.5, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""exp"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""groupdro_ema_decay"": 0.9, ""groupdro_update_every"": 1, ""dro_signal"": ""val"", ""val_frac"": 0.15, ""use_regret"": true, ""optimal_losses"": [0.306561, 0.270789, 0.264331]}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 11563, ""test_total"": 3401, ""train_group_counts"": [1813, 1800, 7950], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [10348, 1215], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1595, 218], [1622, 178], [7131, 819]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679321975265934, 0.1556689440456629, 0.6875378362016777], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 10, ""1"": 13, ""2"": 20}, ""max_features"": 20, ""feature_mode"": ""nested"", ""val_total"": 2041}","{""num_groups"": 3, ""eta"": 0.5, ""update_mode"": ""exp"", ""robust_objective"": ""weighted"", ""gamma"": 0.9, ""kl_lambda"": 0.0, ""initial_pi"": [0.15679322183132172, 0.1556689441204071, 0.6875378489494324]}",2026-09-15T20:25:11.070665,4,0.5381205211083094,0.6986979166666667,0.001,0.698029991179065,0.7180388185665252,0.6604127579737336,0.8132075471698114,0.6614255765199162,"[0.7395722281449894, 0.6614255765199162, 0.7337482710926695]","[0.6604127579737336, 0.8132075471698114, 0.6804961505560307]","[0.5365104367694421, 0.3428961338290839, 0.506147094612656]","[0.690765691751561, 0.7597765363128491]","[[0.6353944562899787, 0.84375], [0.8511530398322851, 0.4716981132075472], [0.6666666666666666, 0.8008298755186722]]","[533, 530, 2338]",0.7958713743604242,"[0.84375, 0.4716981132075472, 0.8008298755186722]","[0.6353944562899787, 0.8511530398322851, 0.6666666666666666]","[0.5703775945990479, 0.6134493402780336, 0.56492508256276]","[0.37370242214532867, 0.33557046979865773, 0.34068843777581637]","[0.7863972547974414, 0.7920968316126735, 0.8150924953054848]",0.5829173391466138,0.56492508256276,0.7104360607545321,0.7257358025479991,0.659375,0.8207547169811321,0.66444493006993,"[0.7508440551145177, 0.66444493006993, 0.7512631277027624]","[0.659375, 0.8207547169811321, 0.6970776906628653]","[0.5517932082992048, 0.3924117920562953, 0.4891697471418384]","[0.7026286966046003, 0.7767441860465116]","[[0.6298932384341637, 0.8717948717948718], [0.8601398601398601, 0.46875], [0.6830818109610802, 0.8194444444444444]]","[320, 318, 1403]",0.8010290633994752,"[0.8717948717948718, 0.46875, 0.8194444444444444]","[0.6298932384341637, 0.8601398601398601, 0.6830818109610802]","[0.5743798123268782, 0.6205012247974373, 0.5794497988143978]","[0.384180790960452, 0.3448275862068966, 0.35703479576399394]","[0.7473309608540925, 0.7233391608391608, 0.8461907598623246]",0.5914436119795711,0.5743798123268782,"[0.005886751227080822, 0.8445515036582947, 0.14956168830394745]","[0.5586258841885461, 0.5326596106092135, 0.5177332848310471]","[0.006557619007718232, 0.8102977746062808, 0.18314461327261394]","[0.15679322183132172, 0.1556689441204071, 0.6875378489494324]"
"{""run_name"": ""nhanes_pergroup_gdro"", ""seed"": 31337, ""run_dir"": ""runs/gamma/g0.5_RegretDRO_s31337"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 10, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 13, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 20, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.001, ""lambda_sep"": 0.001, ""groupdro_enabled"": true, ""groupdro_eta"": 0.5, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""exp"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""groupdro_ema_decay"": 0.9, ""groupdro_update_every"": 1, ""dro_signal"": ""val"", ""val_frac"": 0.15, ""use_regret"": true, ""optimal_losses"": [0.306561, 0.270789, 0.264331]}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 11563, ""test_total"": 3401, ""train_group_counts"": [1813, 1800, 7950], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [10348, 1215], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1595, 218], [1622, 178], [7131, 819]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679321975265934, 0.1556689440456629, 0.6875378362016777], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 10, ""1"": 13, ""2"": 20}, ""max_features"": 20, ""feature_mode"": ""nested"", ""val_total"": 2041}","{""num_groups"": 3, ""eta"": 0.5, ""update_mode"": ""exp"", ""robust_objective"": ""weighted"", ""gamma"": 0.9, ""kl_lambda"": 0.0, ""initial_pi"": [0.15679322183132172, 0.1556689441204071, 0.6875378489494324]}",2026-09-15T20:25:11.070665,5,0.5405538065565957,0.7025173611111111,0.001,0.6886209938253455,0.702769540693876,0.6641651031894934,0.7679245283018868,0.7285115303983228,"[0.7417044243070363, 0.7285115303983228, 0.735036418356989]","[0.6641651031894934, 0.7679245283018868, 0.676218990590248]","[0.5373586683165401, 0.4051167538976033, 0.5125544004355795]","[0.6759776536312849, 0.7960893854748603]","[[0.6396588486140725, 0.84375], [0.7777777777777778, 0.6792452830188679], [0.6609442060085837, 0.8091286307053942]]","[533, 530, 2338]",0.8013069651567751,"[0.84375, 0.6792452830188679, 0.8091286307053942]","[0.6396588486140725, 0.7777777777777778, 0.6609442060085837]","[0.5732624243535668, 0.6135171187194308, 0.5627545387415221]","[0.3763066202090592, 0.36923076923076925, 0.3400174367916304]","[0.7865471748400853, 0.8001661326688027, 0.8142080070917355]",0.5831780272715066,0.5627545387415221,0.6918177364037237,0.6956311002852528,0.659375,0.7389937106918238,0.6606206293706294,"[0.7508440551145177, 0.6606206293706294, 0.7495725222839996]","[0.659375, 0.7389937106918238, 0.6885245901639344]","[0.5512073833728209, 0.48674860317076984, 0.49574435538800166]","[0.6796276013143483, 0.7953488372093023]","[[0.6298932384341637, 0.8717948717948718], [0.7587412587412588, 0.5625], [0.6727561556791104, 0.8263888888888888]]","[320, 318, 1403]",0.8011436867979318,"[0.8717948717948718, 0.5625, 0.8263888888888888]","[0.6298932384341637, 0.7587412587412588, 0.6727561556791104]","[0.5743798123268782, 0.5709897111649302, 0.5737622747101865]","[0.384180790960452, 0.3025210084033613, 0.3525925925925926]","[0.7466009672415366, 0.7214816433566433, 0.8452696143323626]",0.5730439327339983,0.5709897111649302,"[0.0027945099864155054, 0.9282020926475525, 0.0690034031867981]","[0.5537587619490094, 0.5366409932573636, 0.5128220289945602]","[0.004248310537594888, 0.8911521269215478, 0.10459956758552127]","[0.15679322183132172, 0.1556689441204071, 0.6875378489494324]"
