metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,balanced_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",1,0.5486505377659431,0.838076923076923,0.9076141060062144,0.3608655188459749,0.6531908239391164,"[0.945516129032258, 0.3608655188459749]","[0.8508796041781198, 0.8852623650514687, 0.8795073453034575, 0.8974207811348563, 0.9619766009852216, 0.9424139775361027, 0.9583465818759936, 0.9495873968492123, 0.9491248159659742, 0.8208837867589244]","[[0.9579635684259692, 0.9529539002298228, 0.8996927803379416, 0.8961116949406996, 0.9672131147540983, 0.9684190256113999, 0.9892286309937457, 0.964684918192127, 0.9745836985100789, 0.894141829393628], [0.044548651817116064, 0.005272407732864675, 0.3056768558951965, 0.967741935483871, 0.743421052631579, 0.6177884615384616, 0.6254681647940075, 0.7601626016260162, 0.5931372549019608, 0.0]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",2,0.15043518411196194,0.9647692307692308,0.9274487918187577,0.4083294555607259,0.6858824697158469,"[0.9634354838709678, 0.4083294555607259]","[0.8611874656404618, 0.9050966608084359, 0.9593411485383588, 0.9139277818717759, 0.9719827586206896, 0.9811018006774826, 0.96120826709062, 0.9660915228807202, 0.9329298216914772, 0.8399119358389684]","[[0.9750895220302039, 0.9743139110450183, 0.9715821812596006, 0.9144272631736976, 0.9752522068095839, 0.9842095128057, 0.9927032661570535, 0.9795885306982018, 0.9551270815074496, 0.9145255224391915], [0.0035169988276670576, 0.005272407732864675, 0.611353711790393, 0.8870967741935484, 0.8355263157894737, 0.9423076923076923, 0.6217228464419475, 0.7967479674796748, 0.6225490196078431, 0.003838771593090211]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",3,0.08980597374072442,0.9806923076923076,0.9266795378442788,0.3946021405304793,0.6790833283297558,"[0.9635645161290323, 0.3946021405304793]","[0.782847718526663, 0.9111222696459955, 0.9715091259830836, 0.96138540899042, 0.9404248768472906, 0.9796755214833304, 0.9503974562798092, 0.9731432858214554, 0.9126451823981678, 0.9067463437647428]","[[0.8863459442628056, 0.9766121400567798, 0.975268817204301, 0.9686233298303558, 0.9487704918032787, 0.9853649143077219, 0.986275191104934, 0.9841244127652681, 0.9581069237510955, 0.9710517300445358], [0.0035169988276670576, 0.05975395430579965, 0.8646288209606987, 0.5725806451612904, 0.5921052631578947, 0.9086538461538461, 0.5636704119850188, 0.8353658536585366, 0.2769607843137255, 0.18618042226487524]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",4,0.06405330706330446,0.9854615384615385,0.9435126248152282,0.5155886458818055,0.7443830326183221,"[0.9731774193548387, 0.5155886458818055]","[0.8633864760857614, 0.9138840070298769, 0.9743285353910076, 0.9434045689019896, 0.9615147783251231, 0.9811018006774826, 0.980127186009539, 0.977344336084021, 0.9402911827253394, 0.9196414530586571]","[[0.9775805698271836, 0.9701230228471002, 0.9766513056835637, 0.9480558474703498, 0.9686317780580076, 0.9884459849797804, 0.986275191104934, 0.9909282358658675, 0.9635407537248029, 0.9660842754367934], [0.0035169988276670576, 0.1827768014059754, 0.9082969432314411, 0.6935483870967742, 0.6644736842105263, 0.8894230769230769, 0.9138576779026217, 0.806910569105691, 0.6151960784313726, 0.39923224568138194]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",5,0.043022902756929396,0.9927692307692307,0.9454131346345289,0.498371335504886,0.7373872806556687,"[0.9764032258064516, 0.498371335504886]","[0.8666849917537108, 0.9222947526989707, 0.9701736162635406, 0.9675755342667649, 0.9453509852216748, 0.9762881083972188, 0.9767885532591415, 0.9858964741185297, 0.9499427449697366, 0.9095769775121875]","[[0.9813171415226529, 0.97417872110315, 0.9725038402457757, 0.9747785617775109, 0.9501891551071879, 0.9799730406316195, 0.9920083391243919, 0.9896322695609914, 0.974934268185802, 0.9773895169578622], [0.0035169988276670576, 0.2478031634446397, 0.9039301310043668, 0.5806451612903226, 0.743421052631579, 0.9302884615384616, 0.8127340823970037, 0.9390243902439024, 0.6004901960784313, 0.14971209213051823]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",6,0.029221758810373453,0.9963076923076923,0.9462728890765936,0.5034899953466728,0.7402288686410783,"[0.9769677419354839, 0.5034899953466728]","[0.8701209455744915, 0.9161436103439619, 0.9627541178216352, 0.9759764185703759, 0.9339593596059114, 0.9671955785344981, 0.9839427662957074, 0.981695423855964, 0.9520693603795191, 0.9361534832520837]","[[0.9852094037054336, 0.9818845477896444, 0.9635944700460829, 0.9813841765500676, 0.9378940731399747, 0.9759291353745426, 0.9904447533009034, 0.9839624169771586, 0.9831726555652937, 0.9881808838643371], [0.0035169988276670576, 0.061511423550087874, 0.9388646288209607, 0.6854838709677419, 0.7697368421052632, 0.8581730769230769, 0.9138576779026217, 0.9532520325203252, 0.5171568627450981, 0.3531669865642994]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",7,0.021240502673846025,0.9985384615384615,0.9450360493529216,0.47743136342484876,0.7274414881640373,"[0.9774516129032258, 0.47743136342484876]","[0.867372182517867, 0.9157670097916144, 0.9661670871049117, 0.9596168017686072, 0.9544334975369458, 0.9739704047067214, 0.9807631160572337, 0.9803450862715679, 0.9422542123343693, 0.9278188394401635]","[[0.9820955939592091, 0.978369609301068, 0.9685099846390169, 0.9657709052694791, 0.9558638083228247, 0.9803581744656268, 0.9933981931897151, 0.9865543495869108, 0.9828220858895705, 0.9847550531003768], [0.0035169988276670576, 0.10193321616871705, 0.8995633187772926, 0.6290322580645161, 0.8947368421052632, 0.8942307692307693, 0.8445692883895131, 0.9024390243902439, 0.375, 0.28982725527831094]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",8,0.01599926846417097,0.9998461538461538,0.9495761561434735,0.5244299674267101,0.7517391772617421,"[0.9790483870967742, 0.5244299674267101]","[0.8713578889499725, 0.9302033642982677, 0.9679477667309689, 0.9659543109801032, 0.9593596059113301, 0.9757532536994117, 0.9790143084260732, 0.9858964741185297, 0.9425813839358743, 0.9328510772133983]","[[0.9866106180912346, 0.9798566986616196, 0.9698924731182795, 0.970274733523495, 0.9610655737704918, 0.9855574812247256, 0.9927032661570535, 0.9888222906204439, 0.9798422436459246, 0.9791024323398424], [0.0035169988276670576, 0.28471001757469244, 0.9126637554585153, 0.7338709677419355, 0.8881578947368421, 0.8533653846153846, 0.8314606741573034, 0.9491869918699187, 0.4215686274509804, 0.4145873320537428]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",9,0.013120381090503473,0.9998461538461538,0.9498929077800236,0.5193113075849232,0.7495266215343971,"[0.979741935483871, 0.5193113075849232]","[0.8721825178669599, 0.9231734873211147, 0.9643864074788544, 0.9705232129697863, 0.9596674876847291, 0.977536102692102, 0.9804451510333864, 0.9854463615903976, 0.9520693603795191, 0.9309639880484353]","[[0.987544761015102, 0.9799918886034878, 0.9666666666666667, 0.9755291998198469, 0.962484237074401, 0.9844020797227037, 0.9904447533009034, 0.9880123116798963, 0.9819456617002629, 0.9833847207947928], [0.0035169988276670576, 0.18453427065026362, 0.8995633187772926, 0.7016129032258065, 0.8421052631578947, 0.8918269230769231, 0.8726591760299626, 0.9532520325203252, 0.5343137254901961, 0.3435700575815739]]",
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 13000, ""class_counts"": [1180, 1180, 1180, 1180, 1180, 1420, 1420, 1420, 1420, 1420], ""group_counts"": [8000, 5000], ""group_class_counts"": [[480, 480, 480, 480, 480, 1120, 1120, 1120, 1120, 1120], [700, 700, 700, 700, 700, 300, 300, 300, 300, 300]]}","{""total"": 66298, ""class_counts"": [7276, 7966, 6739, 6785, 6496, 5609, 6290, 6665, 6113, 6359], ""group_counts"": [62000, 4298], ""group_class_counts"": [[6423, 7397, 6510, 6661, 6344, 5193, 5756, 6173, 5705, 5838], [853, 569, 229, 124, 152, 416, 534, 492, 408, 521]]}",10,0.011400513435212466,0.9999230769230769,0.9499381580138164,0.5144253140995813,0.7472771731788228,"[0.9801290322580645, 0.5144253140995813]","[0.8725948323254535, 0.9239266884258097, 0.9691348864816738, 0.9668386145910096, 0.9662869458128078, 0.9752183990016046, 0.9804451510333864, 0.9834958739684921, 0.9499427449697366, 0.9282906117314043]","[[0.9880118324770356, 0.9803974584290929, 0.9709677419354839, 0.9725266476505029, 0.9681588902900379, 0.9824764105526671, 0.9927032661570535, 0.9875263243155677, 0.9807186678352322, 0.9801301815690305], [0.0035169988276670576, 0.18980667838312829, 0.9170305676855895, 0.6612903225806451, 0.8881578947368421, 0.8846153846153846, 0.848314606741573, 0.9329268292682927, 0.5196078431372549, 0.3474088291746641]]",
