method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
REMIND,42,g0,533,52482,0.701688555347092,0.5810680547522653,0.6147787299895114,0.306561,0.3082177299895114
REMIND,42,g1,530,52482,0.9,0.4736842105263158,0.5618104338645935,0.270789,0.2910214338645935
REMIND,42,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6094302679352316,0.264331,0.3450992679352316
REMIND,1337,g0,533,52482,0.7373358348968105,0.6043646080760094,0.4773924069105181,0.306561,0.1708314069105181
REMIND,1337,g1,530,52482,0.9,0.4736842105263158,0.6153838694095611,0.270789,0.3445948694095611
REMIND,1337,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6133997406431301,0.264331,0.3490687406431301
REMIND,7,g0,533,52482,0.7185741088180112,0.5761049372242959,0.6412213457106971,0.306561,0.3346603457106971
REMIND,7,g1,530,52482,0.9,0.4736842105263158,0.5765916109085083,0.270789,0.3058026109085083
REMIND,7,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6320057360406,0.264331,0.3676747360405999
REMIND,2024,g0,533,52482,0.7073170731707317,0.5854373579035539,0.5556028501368644,0.306561,0.2490418501368644
REMIND,2024,g1,530,52482,0.9,0.4736842105263158,0.5997047424316406,0.270789,0.3289157424316406
REMIND,2024,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6882264639089207,0.264331,0.4238954639089207
REMIND,31337,g0,533,52482,0.7166979362101313,0.5952068401860933,0.6070143558109542,0.306561,0.3004533558109542
REMIND,31337,g1,530,52482,0.9,0.4736842105263158,0.597634094953537,0.270789,0.326845094953537
REMIND,31337,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.637838247956324,0.264331,0.373507247956324
REMIND,11,g0,533,52482,0.7129455909943715,0.5798370850486116,0.6048494303695537,0.306561,0.2982884303695537
REMIND,11,g1,530,52482,0.9,0.4736842105263158,0.5927962779998779,0.270789,0.3220072779998779
REMIND,11,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6649406750911928,0.264331,0.4006096750911928
REMIND,22,g0,533,52482,0.6979362101313321,0.5828021916582802,0.5428819569101173,0.306561,0.2363209569101173
REMIND,22,g1,530,52482,0.9,0.4736842105263158,0.5840072333812714,0.270789,0.3132182333812713
REMIND,22,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6541439864857774,0.264331,0.3898129864857774
REMIND,33,g0,533,52482,0.7335834896810507,0.6136103736981826,0.4559582839064705,0.306561,0.1493972839064705
REMIND,33,g1,530,52482,0.9,0.4736842105263158,0.5228721469640731,0.270789,0.2520831469640731
REMIND,33,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.5854648149503001,0.264331,0.3211338149503001
REMIND,44,g0,533,52482,0.6960600375234521,0.5857989868754316,0.4986361755734383,0.306561,0.1920751755734383
REMIND,44,g1,530,52482,0.9,0.4736842105263158,0.5893222451210022,0.270789,0.3185332451210022
REMIND,44,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6481529276171131,0.264331,0.3838219276171131
REMIND,55,g0,533,52482,0.7335834896810507,0.6013168984407922,0.5744411953547889,0.306561,0.2678801953547889
REMIND,55,g1,530,52482,0.9,0.4736842105263158,0.551194041967392,0.270789,0.2804050419673919
REMIND,55,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6220464484879255,0.264331,0.3577154484879254
