method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
REMIND,42,g0,533,36098,0.7429643527204502,0.5923188154963627,0.6818222789221948,0.306561,0.37526127892219485
REMIND,42,g1,530,36098,0.8169811320754717,0.571936485732604,0.6603725058534833,0.270789,0.3895835058534833
REMIND,42,g2,2338,36098,0.7566295979469632,0.6075471943023745,0.5381596140246991,0.264331,0.27382861402469916
REMIND,1337,g0,533,36098,0.6904315196998124,0.567695506628718,0.7528865467248094,0.306561,0.4463255467248094
REMIND,1337,g1,530,36098,0.7962264150943397,0.5608947804473903,0.6592979799140437,0.270789,0.3885089799140437
REMIND,1337,g2,2338,36098,0.7279726261762189,0.5850931677018634,0.5778205297048249,0.264331,0.3134895297048249
REMIND,7,g0,533,36098,0.7523452157598499,0.6028674644389252,0.7536125624718969,0.306561,0.4470515624718969
REMIND,7,g1,530,36098,0.8188679245283019,0.5734978540772533,0.7071397598556054,0.270789,0.4363507598556054
REMIND,7,g2,2338,36098,0.7587681779298546,0.6052567295717981,0.5259642706361887,0.264331,0.2616332706361887
REMIND,2024,g0,533,36098,0.7204502814258912,0.5957866984267558,0.5996689952462549,0.306561,0.29310799524625497
REMIND,2024,g1,530,36098,0.7830188679245284,0.578897187351025,0.4764320302795283,0.270789,0.2056430302795283
REMIND,2024,g2,2338,36098,0.7549187339606501,0.6054587172579894,0.47705393801581214,0.264331,0.21272293801581216
REMIND,31337,g0,533,36098,0.7148217636022514,0.5838675213675213,0.6382716774053045,0.306561,0.3317106774053046
REMIND,31337,g1,530,36098,0.779245283018868,0.5758869031741798,0.5736724158998325,0.270789,0.30288341589983253
REMIND,31337,g2,2338,36098,0.7249786142001711,0.5814868420356657,0.5644286607677311,0.264331,0.30009766076773114
REMIND,11,g0,533,36098,0.6960600375234521,0.5813486676234436,0.6258387752292602,0.306561,0.31927777522926026
REMIND,11,g1,530,36098,0.7641509433962265,0.5468877170664314,0.7274661741565901,0.270789,0.4566771741565901
REMIND,11,g2,2338,36098,0.7506415739948674,0.5972056696301264,0.5111503282159069,0.264331,0.2468193282159069
REMIND,22,g0,533,36098,0.7542213883677298,0.6044134727061556,0.6554785157300835,0.306561,0.34891751573008356
REMIND,22,g1,530,36098,0.8056603773584906,0.5836987440040875,0.4754784347235027,0.270789,0.2046894347235027
REMIND,22,g2,2338,36098,0.7681779298545766,0.6007634415106513,0.45705218116828533,0.264331,0.19272118116828535
REMIND,33,g0,533,36098,0.726078799249531,0.5874088055649813,0.6221819115276547,0.306561,0.3156209115276547
REMIND,33,g1,530,36098,0.8,0.5789994304727077,0.5579996700315557,0.270789,0.2872106700315557
REMIND,33,g2,2338,36098,0.7899914456800684,0.6163132976705555,0.4528540157404954,0.264331,0.1885230157404954
REMIND,44,g0,533,36098,0.7279549718574109,0.5967872365956604,0.6966715226781481,0.306561,0.39011052267814816
REMIND,44,g1,530,36098,0.779245283018868,0.562604481875701,0.7104744046443928,0.270789,0.4396854046443928
REMIND,44,g2,2338,36098,0.7536355859709153,0.6043979286447005,0.5390598585364558,0.264331,0.2747288585364558
REMIND,55,g0,533,36098,0.7485928705440901,0.6026813529149978,0.6148143420674763,0.306561,0.30825334206747634
REMIND,55,g1,530,36098,0.8169811320754717,0.5830190362637986,0.499359638219936,0.270789,0.228570638219936
REMIND,55,g2,2338,36098,0.7523524379811805,0.5929786898184688,0.5080392845145447,0.264331,0.24370828451454474
