method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,33,g1,276228,209,0.7464114427566528,0.5150028604118992,0.5948907732963562,0.6846005644225315,-0.08970979112617528
regret_only,33,g2,276228,37,0.6756756901741028,0.2974537037037037,0.7604852914810181,0.7024396780319512,0.05804561344906689
regret_only,33,g3,276228,128,0.6796875,0.36765552995391704,0.7238965630531311,0.7673795436520174,-0.043482980598886334
regret_only,33,g4,276228,14665,0.774360716342926,0.6926944489970803,0.5264703631401062,0.6238109850217399,-0.09734062188163373
regret_only,33,g5,276228,14,0.6428571939468384,0.36666666666666664,1.2145181894302368,0.8973705906662908,0.31714759876394605
regret_only,33,g6,276228,10579,0.780981183052063,0.7299108177112359,0.5070203542709351,0.5871916648544888,-0.08017131058355376
ours,33,g1,276228,209,0.6937798857688904,0.3622181912412542,0.7732340693473816,0.6846005644225315,0.08863350492485012
ours,33,g2,276228,37,0.5945945978164673,0.26522187822497423,0.8932449817657471,0.7024396780319512,0.1908053037337959
ours,33,g3,276228,128,0.65625,0.3534738824893139,0.841489851474762,0.7673795436520174,0.07411030782274453
ours,33,g4,276228,14665,0.7333106398582458,0.5869902048521375,0.6744256019592285,0.6238109850217399,0.05061461693748859
ours,33,g5,276228,14,0.6428571939468384,0.36666666666666664,1.12933349609375,0.8973705906662908,0.23196290542745923
ours,33,g6,276228,10579,0.7534738779067993,0.681662502176736,0.6367743015289307,0.5871916648544888,0.04958263667444185
