method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,22,g1,276228,209,0.7368420958518982,0.5105720403966965,0.6489281058311462,0.6846005644225315,-0.03567245859138524
regret_only,22,g2,276228,37,0.6756756901741028,0.2974537037037037,0.8299641609191895,0.7024396780319512,0.12752448288723828
regret_only,22,g3,276228,128,0.75,0.4926148090815273,0.7351146340370178,0.7673795436520174,-0.032264909614999615
regret_only,22,g4,276228,14665,0.7751790285110474,0.6937079071934092,0.523846447467804,0.6238109850217399,-0.09996453755393597
regret_only,22,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0306612253189087,0.8973705906662908,0.13329063465261792
regret_only,22,g6,276228,10579,0.7827771902084351,0.7320064122485677,0.5061042904853821,0.5871916648544888,-0.08108737436910674
ours,22,g1,276228,209,0.7081339359283447,0.4592693461068945,0.7138926386833191,0.6846005644225315,0.029292074260787615
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9999185800552368,0.7024396780319512,0.29747890202328564
ours,22,g3,276228,128,0.71875,0.5339079814315664,0.6989472508430481,0.7673795436520174,-0.06843229280896934
ours,22,g4,276228,14665,0.7696556448936462,0.6921728394844743,0.5526205897331238,0.6238109850217399,-0.07119039528861615
ours,22,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9996870756149292,0.8973705906662908,0.10231648494863843
ours,22,g6,276228,10579,0.7801304459571838,0.7324651089155222,0.5291616320610046,0.5871916648544888,-0.058030032793484176
