method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
GroupDRO,44,g0,533,0.66417,0.55716,0.51451,0.27883,0.23567
GroupDRO,44,g1,530,0.79057,0.59354,0.42056,0.23939,0.18117
GroupDRO,44,g2,2338,0.71856,0.58392,0.48996,0.25011,0.23985
GroupDRO,55,g0,533,0.66229,0.5579,0.5996,0.27883,0.32076
GroupDRO,55,g1,530,0.77925,0.58419,0.5239,0.23939,0.28451
GroupDRO,55,g2,2338,0.72412,0.58887,0.48426,0.25011,0.23415
Shared_Anchors,42,g0,533,0.71295,0.59223,0.48621,0.27883,0.20738
Shared_Anchors,42,g1,530,0.75283,0.59788,0.41391,0.23939,0.17452
Shared_Anchors,42,g2,2338,0.72284,0.59083,0.48107,0.25011,0.23096
Shared_Anchors,1337,g0,533,0.75047,0.61255,0.43201,0.27883,0.15317
Shared_Anchors,1337,g1,530,0.80566,0.62664,0.37552,0.23939,0.13613
Shared_Anchors,1337,g2,2338,0.76433,0.6071,0.42429,0.25011,0.17418
Shared_Anchors,7,g0,533,0.7561,0.60597,0.43844,0.27883,0.15961
Shared_Anchors,7,g1,530,0.81132,0.63932,0.38212,0.23939,0.14273
Shared_Anchors,7,g2,2338,0.77545,0.6061,0.42987,0.25011,0.17976
Shared_Anchors,2024,g0,533,0.73171,0.61206,0.47204,0.27883,0.1932
Shared_Anchors,2024,g1,530,0.76415,0.60408,0.40561,0.23939,0.16622
Shared_Anchors,2024,g2,2338,0.73182,0.59314,0.46101,0.25011,0.2109
Shared_Anchors,31337,g0,533,0.68856,0.58629,0.52318,0.27883,0.24434
Shared_Anchors,31337,g1,530,0.73585,0.59576,0.45346,0.23939,0.21407
Shared_Anchors,31337,g2,2338,0.6929,0.56943,0.52017,0.25011,0.27006
Shared_Anchors,11,g0,533,0.73734,0.61434,0.46028,0.27883,0.18145
Shared_Anchors,11,g1,530,0.78113,0.6084,0.39727,0.23939,0.15788
Shared_Anchors,11,g2,2338,0.73567,0.59497,0.45678,0.25011,0.20667
Shared_Anchors,22,g0,533,0.72795,0.59679,0.46869,0.27883,0.18986
Shared_Anchors,22,g1,530,0.78491,0.62833,0.39839,0.23939,0.159
Shared_Anchors,22,g2,2338,0.74038,0.59231,0.45795,0.25011,0.20784
Shared_Anchors,33,g0,533,0.75047,0.62291,0.45227,0.27883,0.17344
Shared_Anchors,33,g1,530,0.79057,0.62359,0.38889,0.23939,0.1495
Shared_Anchors,33,g2,2338,0.75535,0.61042,0.44055,0.25011,0.19044
Shared_Anchors,44,g0,533,0.74109,0.61503,0.45197,0.27883,0.17313
Shared_Anchors,44,g1,530,0.78302,0.61691,0.38901,0.23939,0.14962
Shared_Anchors,44,g2,2338,0.74209,0.59695,0.43924,0.25011,0.18913
Shared_Anchors,55,g0,533,0.70356,0.59388,0.48577,0.27883,0.20694
Shared_Anchors,55,g1,530,0.76038,0.60715,0.4128,0.23939,0.17342
Shared_Anchors,55,g2,2338,0.71771,0.58503,0.47302,0.25011,0.22291
AnchorsOnly,42,g0,533,0.72233,0.59728,0.4718,0.27883,0.19297
AnchorsOnly,42,g1,530,0.79245,0.62183,0.39736,0.23939,0.15797
AnchorsOnly,42,g2,2338,0.70915,0.58072,0.50695,0.25011,0.25684
AnchorsOnly,1337,g0,533,0.65666,0.5516,0.52238,0.27883,0.24355
AnchorsOnly,1337,g1,530,0.76792,0.59728,0.45221,0.23939,0.21283
AnchorsOnly,1337,g2,2338,0.72541,0.58684,0.50717,0.25011,0.25706
AnchorsOnly,7,g0,533,0.69418,0.5799,0.59981,0.27883,0.32098
AnchorsOnly,7,g1,530,0.81887,0.60968,0.49776,0.23939,0.25837
AnchorsOnly,7,g2,2338,0.73482,0.59859,0.57254,0.25011,0.32243
AnchorsOnly,2024,g0,533,0.65291,0.55298,0.55984,0.27883,0.28101
AnchorsOnly,2024,g1,530,0.79434,0.61262,0.41922,0.23939,0.17983
AnchorsOnly,2024,g2,2338,0.69718,0.57211,0.54432,0.25011,0.29421
AnchorsOnly,31337,g0,533,0.69606,0.57437,0.54114,0.27883,0.2623
AnchorsOnly,31337,g1,530,0.75472,0.57617,0.48299,0.23939,0.2436
AnchorsOnly,31337,g2,2338,0.76775,0.61069,0.43137,0.25011,0.18126
AnchorsOnly,11,g0,533,0.67542,0.55884,0.54281,0.27883,0.26398
AnchorsOnly,11,g1,530,0.78113,0.58161,0.48906,0.23939,0.24967
AnchorsOnly,11,g2,2338,0.716,0.58311,0.53664,0.25011,0.28653
AnchorsOnly,22,g0,533,0.75235,0.60287,0.57814,0.27883,0.2993
AnchorsOnly,22,g1,530,0.87358,0.61265,0.47682,0.23939,0.23743
AnchorsOnly,22,g2,2338,0.71257,0.58394,0.58702,0.25011,0.33691
AnchorsOnly,33,g0,533,0.79737,0.58566,0.61287,0.27883,0.33403
AnchorsOnly,33,g1,530,0.78868,0.57455,0.59818,0.23939,0.35879
AnchorsOnly,33,g2,2338,0.67921,0.5581,0.62164,0.25011,0.37153
AnchorsOnly,44,g0,533,0.6848,0.57708,0.51717,0.27883,0.23834
AnchorsOnly,44,g1,530,0.74717,0.59925,0.47368,0.23939,0.23429
AnchorsOnly,44,g2,2338,0.72754,0.59456,0.48704,0.25011,0.23693
AnchorsOnly,55,g0,533,0.70169,0.58798,0.49222,0.27883,0.21338
AnchorsOnly,55,g1,530,0.76226,0.60251,0.42548,0.23939,0.1861
AnchorsOnly,55,g2,2338,0.70145,0.5798,0.51572,0.25011,0.26561
Shared_Anchors_GDRO,42,g0,533,0.72608,0.60029,0.45707,0.27883,0.17824
Shared_Anchors_GDRO,42,g1,530,0.77736,0.61529,0.3811,0.23939,0.14171
Shared_Anchors_GDRO,42,g2,2338,0.73738,0.59058,0.43753,0.25011,0.18742
Shared_Anchors_GDRO,1337,g0,533,0.7636,0.6152,0.41035,0.27883,0.13152
Shared_Anchors_GDRO,1337,g1,530,0.81698,0.62545,0.34801,0.23939,0.10863
Shared_Anchors_GDRO,1337,g2,2338,0.78614,0.61844,0.39293,0.25011,0.14282
Shared_Anchors_GDRO,7,g0,533,0.77486,0.61251,0.41458,0.27883,0.13574
Shared_Anchors_GDRO,7,g1,530,0.83585,0.65246,0.35926,0.23939,0.11988
Shared_Anchors_GDRO,7,g2,2338,0.79855,0.61729,0.39984,0.25011,0.14972
Shared_Anchors_GDRO,2024,g0,533,0.78799,0.63962,0.40061,0.27883,0.12177
Shared_Anchors_GDRO,2024,g1,530,0.8283,0.63648,0.33916,0.23939,0.09978
Shared_Anchors_GDRO,2024,g2,2338,0.79812,0.62195,0.38986,0.25011,0.13975
Shared_Anchors_GDRO,31337,g0,533,0.7561,0.60888,0.43125,0.27883,0.15241
Shared_Anchors_GDRO,31337,g1,530,0.81509,0.60155,0.36187,0.23939,0.12248
Shared_Anchors_GDRO,31337,g2,2338,0.78571,0.62187,0.40503,0.25011,0.15492
Shared_Anchors_GDRO,11,g0,533,0.76173,0.61931,0.53532,0.27883,0.25649
Shared_Anchors_GDRO,11,g1,530,0.80566,0.62664,0.50705,0.23939,0.26766
Shared_Anchors_GDRO,11,g2,2338,0.76903,0.60891,0.5377,0.25011,0.28759
Shared_Anchors_GDRO,22,g0,533,0.74859,0.61881,0.45367,0.27883,0.17483
Shared_Anchors_GDRO,22,g1,530,0.78302,0.59906,0.37312,0.23939,0.13374
Shared_Anchors_GDRO,22,g2,2338,0.76561,0.61578,0.42642,0.25011,0.17631
Shared_Anchors_GDRO,33,g0,533,0.77298,0.63187,0.52573,0.27883,0.2469
Shared_Anchors_GDRO,33,g1,530,0.81132,0.64287,0.49346,0.23939,0.25408
Shared_Anchors_GDRO,33,g2,2338,0.77288,0.60849,0.5229,0.25011,0.27278
Shared_Anchors_GDRO,44,g0,533,0.75797,0.61613,0.42713,0.27883,0.1483
Shared_Anchors_GDRO,44,g1,530,0.79811,0.60819,0.36089,0.23939,0.12151
Shared_Anchors_GDRO,44,g2,2338,0.77117,0.61289,0.40686,0.25011,0.15675
Shared_Anchors_GDRO,55,g0,533,0.74484,0.61312,0.44281,0.27883,0.16398
Shared_Anchors_GDRO,55,g1,530,0.79434,0.61262,0.373,0.23939,0.13362
Shared_Anchors_GDRO,55,g2,2338,0.75449,0.60172,0.42154,0.25011,0.17143
Ours_GDRO,42,g0,533,0.73171,0.6073,0.48003,0.27883,0.20119
Ours_GDRO,42,g1,530,0.77547,0.60358,0.39603,0.23939,0.15664
Ours_GDRO,42,g2,2338,0.69504,0.57215,0.52701,0.25011,0.2769
Ours_GDRO,1337,g0,533,0.72233,0.59482,0.43716,0.27883,0.15833
Ours_GDRO,1337,g1,530,0.78679,0.60971,0.38121,0.23939,0.14183
Ours_GDRO,1337,g2,2338,0.71129,0.58295,0.4846,0.25011,0.23449
Ours_GDRO,7,g0,533,0.72983,0.61052,0.4783,0.27883,0.19947
Ours_GDRO,7,g1,530,0.78302,0.5913,0.38308,0.23939,0.1437
Ours_GDRO,7,g2,2338,0.6976,0.573,0.50349,0.25011,0.25338
Ours_GDRO,2024,g0,533,0.7167,0.59756,0.46342,0.27883,0.18459
Ours_GDRO,2024,g1,530,0.78868,0.63791,0.41843,0.23939,0.17904
Ours_GDRO,2024,g2,2338,0.68392,0.56697,0.53088,0.25011,0.28077
Ours_GDRO,31337,g0,533,0.71295,0.59223,0.50388,0.27883,0.22505
Ours_GDRO,31337,g1,530,0.74717,0.55939,0.44718,0.23939,0.20779
Ours_GDRO,31337,g2,2338,0.73225,0.59532,0.47174,0.25011,0.22163
Ours_GDRO,11,g0,533,0.74484,0.61053,0.43304,0.27883,0.1542
Ours_GDRO,11,g1,530,0.78868,0.6219,0.39826,0.23939,0.15887
Ours_GDRO,11,g2,2338,0.76647,0.61516,0.43987,0.25011,0.18976
Ours_GDRO,22,g0,533,0.78799,0.62066,0.53616,0.27883,0.25732
Ours_GDRO,22,g1,530,0.86604,0.59716,0.45202,0.23939,0.21263
Ours_GDRO,22,g2,2338,0.78315,0.60629,0.61817,0.25011,0.36806
Ours_GDRO,33,g0,533,0.85178,0.59634,0.51033,0.27883,0.23149
Ours_GDRO,33,g1,530,0.85094,0.60252,0.49657,0.23939,0.25718
Ours_GDRO,33,g2,2338,0.80026,0.60999,0.62747,0.25011,0.37736
Ours_GDRO,44,g0,533,0.70356,0.59388,0.4963,0.27883,0.21747
Ours_GDRO,44,g1,530,0.80755,0.60396,0.36881,0.23939,0.12942
Ours_GDRO,44,g2,2338,0.78785,0.62452,0.39151,0.25011,0.14139
Ours_GDRO,55,g0,533,0.70169,0.58107,0.47912,0.27883,0.20029
Ours_GDRO,55,g1,530,0.7434,0.59326,0.43968,0.23939,0.20029
Ours_GDRO,55,g2,2338,0.71001,0.58589,0.49565,0.25011,0.24554
RegretDRO,42,g0,533,0.66417,0.56549,0.54204,0.27883,0.26321
RegretDRO,42,g1,530,0.73019,0.59125,0.43866,0.23939,0.19927
RegretDRO,42,g2,2338,0.7053,0.57889,0.48759,0.25011,0.23748
RegretDRO,1337,g0,533,0.73546,0.61749,0.43613,0.27883,0.1573
RegretDRO,1337,g1,530,0.76792,0.61953,0.43586,0.23939,0.19647
RegretDRO,1337,g2,2338,0.69675,0.5751,0.49673,0.25011,0.24662
RegretDRO,7,g0,533,0.74484,0.61567,0.47298,0.27883,0.19414
RegretDRO,7,g1,530,0.77736,0.57858,0.43087,0.23939,0.19148
RegretDRO,7,g2,2338,0.69119,0.57248,0.50437,0.25011,0.25426
RegretDRO,2024,g0,533,0.68105,0.56762,0.51589,0.27883,0.23705
RegretDRO,2024,g1,530,0.79245,0.61096,0.39666,0.23939,0.15728
RegretDRO,2024,g2,2338,0.71728,0.58704,0.47042,0.25011,0.2203
RegretDRO,31337,g0,533,0.71107,0.59538,0.51431,0.27883,0.23547
RegretDRO,31337,g1,530,0.77547,0.59277,0.45294,0.23939,0.21355
RegretDRO,31337,g2,2338,0.71814,0.58418,0.46617,0.25011,0.21606
RegretDRO,11,g0,533,0.70544,0.58866,0.50409,0.27883,0.22525
RegretDRO,11,g1,530,0.80377,0.62111,0.44489,0.23939,0.2055
RegretDRO,11,g2,2338,0.73524,0.59711,0.4487,0.25011,0.19858
RegretDRO,22,g0,533,0.73358,0.60132,0.44045,0.27883,0.16161
RegretDRO,22,g1,530,0.81321,0.59987,0.34647,0.23939,0.10709
RegretDRO,22,g2,2338,0.74251,0.60485,0.42697,0.25011,0.17686
RegretDRO,33,g0,533,0.69794,0.58944,0.51506,0.27883,0.23623
RegretDRO,33,g1,530,0.76038,0.59774,0.43376,0.23939,0.19438
RegretDRO,33,g2,2338,0.70274,0.57969,0.47641,0.25011,0.2263
RegretDRO,44,g0,533,0.66792,0.56211,0.51025,0.27883,0.23141
RegretDRO,44,g1,530,0.78113,0.59748,0.42294,0.23939,0.18356
RegretDRO,44,g2,2338,0.68007,0.56303,0.55425,0.25011,0.30414
RegretDRO,55,g0,533,0.67355,0.56635,0.64289,0.27883,0.36405
RegretDRO,55,g1,530,0.80377,0.57205,0.55664,0.23939,0.31726
RegretDRO,55,g2,2338,0.75749,0.60488,0.4535,0.25011,0.20339
Ours_Regret,42,g0,533,0.7242,0.59379,0.47092,0.27883,0.19209
Ours_Regret,42,g1,530,0.8434,0.58892,0.33718,0.23939,0.09779
Ours_Regret,42,g2,2338,0.71386,0.58086,0.50436,0.25011,0.25425
Ours_Regret,1337,g0,533,0.72795,0.60425,0.43291,0.27883,0.15408
Ours_Regret,1337,g1,530,0.78491,0.60442,0.37769,0.23939,0.13831
Ours_Regret,1337,g2,2338,0.7083,0.5812,0.4875,0.25011,0.23739
Ours_Regret,7,g0,533,0.73734,0.61434,0.47564,0.27883,0.1968
Ours_Regret,7,g1,530,0.78302,0.5913,0.38441,0.23939,0.14502
Ours_Regret,7,g2,2338,0.69675,0.57345,0.5067,0.25011,0.25659
Ours_Regret,2024,g0,533,0.72045,0.60289,0.46036,0.27883,0.18152
Ours_Regret,2024,g1,530,0.78868,0.63791,0.4139,0.23939,0.17451
Ours_Regret,2024,g2,2338,0.68477,0.56656,0.52943,0.25011,0.27932
Ours_Regret,31337,g0,533,0.73358,0.60387,0.48419,0.27883,0.20536
Ours_Regret,31337,g1,530,0.77358,0.57144,0.43393,0.23939,0.19454
Ours_Regret,31337,g2,2338,0.72284,0.59141,0.48447,0.25011,0.23436
Ours_Regret,11,g0,533,0.74109,0.60744,0.43423,0.27883,0.1554
Ours_Regret,11,g1,530,0.78868,0.6219,0.39867,0.23939,0.15929
Ours_Regret,11,g2,2338,0.76476,0.61506,0.44329,0.25011,0.19318
Ours_Regret,22,g0,533,0.78799,0.62066,0.53616,0.27883,0.25732
Ours_Regret,22,g1,530,0.86604,0.59716,0.45202,0.23939,0.21263
Ours_Regret,22,g2,2338,0.78315,0.60629,0.61817,0.25011,0.36806
Ours_Regret,33,g0,533,0.85178,0.59634,0.51033,0.27883,0.23149
Ours_Regret,33,g1,530,0.85094,0.60252,0.49657,0.23939,0.25718
Ours_Regret,33,g2,2338,0.80026,0.60999,0.62747,0.25011,0.37736
Ours_Regret,44,g0,533,0.70356,0.59388,0.50178,0.27883,0.22294
Ours_Regret,44,g1,530,0.80377,0.59619,0.36936,0.23939,0.12997
Ours_Regret,44,g2,2338,0.79127,0.6276,0.39049,0.25011,0.14038
Ours_Regret,55,g0,533,0.70732,0.5878,0.47776,0.27883,0.19892
Ours_Regret,55,g1,530,0.74906,0.60078,0.43863,0.23939,0.19924
Ours_Regret,55,g2,2338,0.71172,0.58555,0.49057,0.25011,0.24046
