method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
SharedPad_ERM,42,g0,303,11618.0,0.73927,0.73874,0.55921,0.57037,-0.01116
SharedPad_ERM,42,g1,294,11618.0,0.7381,0.73456,0.53962,0.3494,0.19022
SharedPad_ERM,42,g2,123,11618.0,0.66667,0.45723,0.63038,0.02683,0.60355
SharedPad_ERM,42,g3,200,11618.0,0.705,0.60354,0.58766,0.46842,0.11925
SharedPad_ERM,1337,g0,303,11618.0,0.69637,0.69259,0.55821,0.57037,-0.01216
SharedPad_ERM,1337,g1,294,11618.0,0.67687,0.67603,0.57681,0.3494,0.22741
SharedPad_ERM,1337,g2,123,11618.0,0.57724,0.39395,0.77219,0.02683,0.74536
SharedPad_ERM,1337,g3,200,11618.0,0.685,0.59314,0.61809,0.46842,0.14967
SharedPad_ERM,7,g0,303,11618.0,0.68317,0.67895,0.58557,0.57037,0.0152
SharedPad_ERM,7,g1,294,11618.0,0.70408,0.70328,0.57416,0.3494,0.22476
SharedPad_ERM,7,g2,123,11618.0,0.63415,0.4445,0.61192,0.02683,0.58509
SharedPad_ERM,7,g3,200,11618.0,0.72,0.61885,0.56192,0.46842,0.0935
SharedPad_ERM,2024,g0,303,11618.0,0.72607,0.72168,0.55628,0.57037,-0.01409
SharedPad_ERM,2024,g1,294,11618.0,0.69728,0.69358,0.59414,0.3494,0.24474
SharedPad_ERM,2024,g2,123,11618.0,0.63415,0.42182,0.64014,0.02683,0.61331
SharedPad_ERM,2024,g3,200,11618.0,0.695,0.59562,0.54738,0.46842,0.07897
SharedPad_ERM,31337,g0,303,11618.0,0.72937,0.72793,0.54905,0.57037,-0.02131
SharedPad_ERM,31337,g1,294,11618.0,0.69048,0.68938,0.59756,0.3494,0.24817
SharedPad_ERM,31337,g2,123,11618.0,0.6748,0.48313,0.58727,0.02683,0.56044
SharedPad_ERM,31337,g3,200,11618.0,0.72,0.63416,0.56339,0.46842,0.09497
SharedPad_ERM,11,g0,303,11618.0,0.72277,0.71925,0.54553,0.57037,-0.02484
SharedPad_ERM,11,g1,294,11618.0,0.7415,0.7365,0.55742,0.3494,0.20803
SharedPad_ERM,11,g2,123,11618.0,0.56098,0.39021,0.67883,0.02683,0.652
SharedPad_ERM,11,g3,200,11618.0,0.685,0.5941,0.57841,0.46842,0.10999
SharedPad_ERM,22,g0,303,11618.0,0.71947,0.7182,0.57401,0.57037,0.00365
SharedPad_ERM,22,g1,294,11618.0,0.72789,0.72619,0.55341,0.3494,0.20402
SharedPad_ERM,22,g2,123,11618.0,0.63415,0.44312,0.65848,0.02683,0.63165
SharedPad_ERM,22,g3,200,11618.0,0.71,0.61222,0.60752,0.46842,0.1391
SharedPad_ERM,33,g0,303,11618.0,0.74587,0.74379,0.54677,0.57037,-0.0236
SharedPad_ERM,33,g1,294,11618.0,0.70068,0.69857,0.5999,0.3494,0.25051
SharedPad_ERM,33,g2,123,11618.0,0.56911,0.39757,0.70475,0.02683,0.67791
SharedPad_ERM,33,g3,200,11618.0,0.695,0.6186,0.58859,0.46842,0.12018
SharedPad_ERM,44,g0,303,11618.0,0.71617,0.71521,0.54549,0.57037,-0.02487
SharedPad_ERM,44,g1,294,11618.0,0.7517,0.74745,0.53022,0.3494,0.18083
SharedPad_ERM,44,g2,123,11618.0,0.55285,0.39665,0.73648,0.02683,0.70965
SharedPad_ERM,44,g3,200,11618.0,0.7,0.60503,0.58156,0.46842,0.11314
SharedPad_ERM,55,g0,303,11618.0,0.72607,0.72491,0.55386,0.57037,-0.01651
SharedPad_ERM,55,g1,294,11618.0,0.7551,0.75129,0.52621,0.3494,0.17681
SharedPad_ERM,55,g2,123,11618.0,0.58537,0.44027,0.6936,0.02683,0.66677
SharedPad_ERM,55,g3,200,11618.0,0.675,0.60059,0.61246,0.46842,0.14404
PerGroupOnly,42,g0,303,38946.0,0.65017,0.64148,0.63687,0.57037,0.0665
PerGroupOnly,42,g1,294,38946.0,0.81973,0.79934,0.49408,0.3494,0.14468
PerGroupOnly,42,g2,123,38946.0,0.92683,0.48098,0.21033,0.02683,0.1835
PerGroupOnly,42,g3,200,38946.0,0.73,0.43789,0.57884,0.46842,0.11042
PerGroupOnly,1337,g0,303,38946.0,0.63366,0.62473,0.62617,0.57037,0.05581
PerGroupOnly,1337,g1,294,38946.0,0.80272,0.7784,0.48212,0.3494,0.13273
PerGroupOnly,1337,g2,123,38946.0,0.92683,0.48098,0.21614,0.02683,0.18931
PerGroupOnly,1337,g3,200,38946.0,0.715,0.41653,0.58379,0.46842,0.11537
PerGroupOnly,7,g0,303,38946.0,0.64026,0.63663,0.61901,0.57037,0.04864
PerGroupOnly,7,g1,294,38946.0,0.81973,0.80123,0.47218,0.3494,0.12278
PerGroupOnly,7,g2,123,38946.0,0.92683,0.48098,0.21086,0.02683,0.18403
PerGroupOnly,7,g3,200,38946.0,0.735,0.43619,0.59061,0.46842,0.1222
PerGroupOnly,2024,g0,303,38946.0,0.64356,0.63764,0.62085,0.57037,0.05048
PerGroupOnly,2024,g1,294,38946.0,0.81633,0.79625,0.47193,0.3494,0.12253
PerGroupOnly,2024,g2,123,38946.0,0.92683,0.48098,0.21786,0.02683,0.19103
PerGroupOnly,2024,g3,200,38946.0,0.745,0.42692,0.58093,0.46842,0.11251
PerGroupOnly,31337,g0,303,38946.0,0.63036,0.6206,0.65555,0.57037,0.08518
PerGroupOnly,31337,g1,294,38946.0,0.82313,0.80375,0.54417,0.3494,0.19478
PerGroupOnly,31337,g2,123,38946.0,0.93496,0.48315,0.25739,0.02683,0.23056
