method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,31337,g1,276228,209,0.7129186391830444,0.527975016436555,0.6689267158508301,0.6846005644225315,-0.0156738485717014
regret_only,31337,g2,276228,37,0.6756756901741028,0.2974537037037037,0.7962566614151001,0.7024396780319512,0.09381698338314892
regret_only,31337,g3,276228,128,0.7265625,0.5846036585365854,0.7572909593582153,0.7673795436520174,-0.010088584293802105
regret_only,31337,g4,276228,14665,0.7652915120124817,0.6847925442973345,0.5383999347686768,0.6238109850217399,-0.08541105025306317
regret_only,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,0.9948528409004211,0.8973705906662908,0.09748225023413037
regret_only,31337,g6,276228,10579,0.7810757160186768,0.7351739858119288,0.5132148861885071,0.5871916648544888,-0.07397677866598174
ours,31337,g1,276228,209,0.679425835609436,0.5159854976928148,0.6650552749633789,0.6846005644225315,-0.01954528945915257
ours,31337,g2,276228,37,0.5945945978164673,0.2836734693877551,1.1479771137237549,0.7024396780319512,0.4455374356918037
ours,31337,g3,276228,128,0.7109375,0.49050221181368725,0.8015053272247314,0.7673795436520174,0.03412578357271401
ours,31337,g4,276228,14665,0.7705421447753906,0.6876017196477313,0.5375568866729736,0.6238109850217399,-0.0862540983487663
ours,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0229666233062744,0.8973705906662908,0.12559603263998365
ours,31337,g6,276228,10579,0.7811702489852905,0.7248836741375527,0.5174053907394409,0.5871916648544888,-0.0697862741150479
