method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
PerGroupOnly,42,g1,530,0.76792,0.57117,0.59597,0.27642,0.31955
PerGroupOnly,42,g2,2338,0.76647,0.60961,0.4789,0.26571,0.21318
PerGroupOnly,1337,g0,533,0.66604,0.56488,0.52235,0.31375,0.2086
PerGroupOnly,1337,g1,530,0.7566,0.60097,0.41001,0.27642,0.13359
PerGroupOnly,1337,g2,2338,0.68221,0.56725,0.52112,0.26571,0.25541
PerGroupOnly,7,g0,533,0.67917,0.56843,0.60814,0.31375,0.29439
PerGroupOnly,7,g1,530,0.80943,0.60115,0.59847,0.27642,0.32205
PerGroupOnly,7,g2,2338,0.72541,0.59048,0.51093,0.26571,0.24522
PerGroupOnly,2024,g0,533,0.68293,0.57348,0.5124,0.31375,0.19865
PerGroupOnly,2024,g1,530,0.76604,0.61791,0.43792,0.27642,0.1615
PerGroupOnly,2024,g2,2338,0.72498,0.59074,0.47348,0.26571,0.20776
PerGroupOnly,31337,g0,533,0.66041,0.56063,0.57152,0.31375,0.25777
PerGroupOnly,31337,g1,530,0.75849,0.58959,0.45602,0.27642,0.17959
PerGroupOnly,31337,g2,2338,0.70145,0.57705,0.48825,0.26571,0.22254
PerGroupOnly,11,g0,533,0.66604,0.56891,0.50964,0.31375,0.1959
PerGroupOnly,11,g1,530,0.72642,0.57699,0.46577,0.27642,0.18935
PerGroupOnly,11,g2,2338,0.71343,0.58632,0.46474,0.26571,0.19902
PerGroupOnly,22,g0,533,0.69231,0.57845,0.53581,0.31375,0.22207
PerGroupOnly,22,g1,530,0.79434,0.61262,0.42682,0.27642,0.1504
PerGroupOnly,22,g2,2338,0.71386,0.57907,0.46458,0.26571,0.19887
PerGroupOnly,33,g0,533,0.72983,0.60332,0.52117,0.31375,0.20743
PerGroupOnly,33,g1,530,0.74906,0.59174,0.52422,0.27642,0.2478
PerGroupOnly,33,g2,2338,0.70231,0.58208,0.55178,0.26571,0.28606
PerGroupOnly,44,g0,533,0.64353,0.54604,0.57732,0.31375,0.26358
PerGroupOnly,44,g1,530,0.76604,0.59227,0.50803,0.27642,0.23161
PerGroupOnly,44,g2,2338,0.74594,0.59744,0.47576,0.26571,0.21005
PerGroupOnly,55,g0,533,0.69231,0.58069,0.57996,0.31375,0.26622
PerGroupOnly,55,g1,530,0.76415,0.5799,0.5234,0.27642,0.24697
PerGroupOnly,55,g2,2338,0.74508,0.60447,0.45791,0.26571,0.1922
Shared_GDRO,42,g0,533,0.70732,0.59241,0.47551,0.31375,0.16177
Shared_GDRO,42,g1,530,0.76038,0.6131,0.40843,0.27642,0.132
Shared_GDRO,42,g2,2338,0.71685,0.58318,0.45861,0.26571,0.1929
Shared_GDRO,1337,g0,533,0.72045,0.5982,0.47051,0.31375,0.15676
Shared_GDRO,1337,g1,530,0.77547,0.62001,0.39123,0.27642,0.11481
Shared_GDRO,1337,g2,2338,0.72113,0.58102,0.44888,0.26571,0.18317
Shared_GDRO,7,g0,533,0.70356,0.58946,0.48726,0.31375,0.17351
Shared_GDRO,7,g1,530,0.7566,0.607,0.4159,0.27642,0.13948
Shared_GDRO,7,g2,2338,0.71642,0.58462,0.47548,0.26571,0.20976
Shared_GDRO,2024,g0,533,0.69794,0.58944,0.47569,0.31375,0.16194
Shared_GDRO,2024,g1,530,0.74717,0.60495,0.40691,0.27642,0.13049
Shared_GDRO,2024,g2,2338,0.70488,0.57571,0.46285,0.26571,0.19713
Shared_GDRO,31337,g0,533,0.7167,0.59281,0.44956,0.31375,0.13581
Shared_GDRO,31337,g1,530,0.78868,0.6219,0.38328,0.27642,0.10686
Shared_GDRO,31337,g2,2338,0.7361,0.58891,0.44081,0.26571,0.1751
Shared_GDRO,11,g0,533,0.72045,0.60289,0.45026,0.31375,0.13651
Shared_GDRO,11,g1,530,0.77736,0.62474,0.37815,0.27642,0.10172
Shared_GDRO,11,g2,2338,0.72797,0.58317,0.43415,0.26571,0.16843
Shared_GDRO,22,g0,533,0.70732,0.58544,0.4624,0.31375,0.14865
Shared_GDRO,22,g1,530,0.75849,0.60558,0.39877,0.27642,0.12235
Shared_GDRO,22,g2,2338,0.71728,0.58172,0.44924,0.26571,0.18352
Shared_GDRO,33,g0,533,0.75797,0.62157,0.44685,0.31375,0.13311
Shared_GDRO,33,g1,530,0.79811,0.62339,0.39777,0.27642,0.12135
Shared_GDRO,33,g2,2338,0.75962,0.60318,0.44055,0.26571,0.17484
Shared_GDRO,44,g0,533,0.71482,0.58888,0.47539,0.31375,0.16164
Shared_GDRO,44,g1,530,0.77358,0.61525,0.39674,0.27642,0.12031
Shared_GDRO,44,g2,2338,0.73482,0.59303,0.45436,0.26571,0.18864
Shared_GDRO,55,g0,533,0.75797,0.61332,0.42953,0.31375,0.11578
Shared_GDRO,55,g1,530,0.80943,0.62634,0.365,0.27642,0.08857
Shared_GDRO,55,g2,2338,0.77459,0.61144,0.40811,0.26571,0.14239
GroupDRO,42,g0,533,0.71857,0.59429,0.52754,0.31375,0.21379
GroupDRO,42,g1,530,0.7717,0.58592,0.45332,0.27642,0.1769
GroupDRO,42,g2,2338,0.72712,0.59656,0.47748,0.26571,0.21177
GroupDRO,1337,g0,533,0.67542,0.56777,0.57744,0.31375,0.26369
GroupDRO,1337,g1,530,0.82642,0.60195,0.44039,0.27642,0.16397
GroupDRO,1337,g2,2338,0.71429,0.5794,0.49015,0.26571,0.22443
GroupDRO,7,g0,533,0.70919,0.58928,0.48045,0.31375,0.1667
GroupDRO,7,g1,530,0.78491,0.60066,0.44048,0.27642,0.16405
GroupDRO,7,g2,2338,0.71685,0.5867,0.47496,0.26571,0.20924
GroupDRO,2024,g0,533,0.70356,0.58946,0.47457,0.31375,0.16082
GroupDRO,2024,g1,530,0.79057,0.63023,0.39955,0.27642,0.12313
GroupDRO,2024,g2,2338,0.72156,0.58745,0.46501,0.26571,0.19929
GroupDRO,31337,g0,533,0.70544,0.58634,0.50876,0.31375,0.19501
GroupDRO,31337,g1,530,0.8,0.60163,0.40334,0.27642,0.12691
GroupDRO,31337,g2,2338,0.69889,0.57564,0.49483,0.26571,0.22911
GroupDRO,11,g0,533,0.75235,0.6114,0.44256,0.31375,0.12881
GroupDRO,11,g1,530,0.7566,0.60402,0.412,0.27642,0.13558
GroupDRO,11,g2,2338,0.72455,0.59335,0.44228,0.26571,0.17656
GroupDRO,22,g0,533,0.72983,0.59306,0.53356,0.31375,0.21981
GroupDRO,22,g1,530,0.82642,0.61678,0.45327,0.27642,0.17685
GroupDRO,22,g2,2338,0.72327,0.58331,0.49536,0.26571,0.22965
GroupDRO,33,g0,533,0.79925,0.62379,0.41282,0.31375,0.09907
GroupDRO,33,g1,530,0.76604,0.58873,0.48112,0.27642,0.20469
GroupDRO,33,g2,2338,0.71514,0.58822,0.54082,0.26571,0.27511
GroupDRO,44,g0,533,0.69606,0.56949,0.53645,0.31375,0.2227
GroupDRO,44,g1,530,0.79245,0.61096,0.4719,0.27642,0.19548
GroupDRO,44,g2,2338,0.75577,0.60617,0.43565,0.26571,0.16994
GroupDRO,55,g0,533,0.66792,0.56422,0.52492,0.31375,0.21117
GroupDRO,55,g1,530,0.72264,0.57699,0.48298,0.27642,0.20656
GroupDRO,55,g2,2338,0.70317,0.58057,0.46531,0.26571,0.1996
Shared_Anchors,42,g0,533,0.68856,0.58211,0.50455,0.31375,0.1908
Shared_Anchors,42,g1,530,0.74528,0.59772,0.43257,0.27642,0.15614
Shared_Anchors,42,g2,2338,0.69504,0.57105,0.4997,0.26571,0.23399
Shared_Anchors,1337,g0,533,0.73734,0.60945,0.4618,0.31375,0.14805
Shared_Anchors,1337,g1,530,0.77358,0.60877,0.40342,0.27642,0.127
Shared_Anchors,1337,g2,2338,0.73653,0.58593,0.4556,0.26571,0.18988
Shared_Anchors,7,g0,533,0.69606,0.57906,0.5622,0.31375,0.24845
Shared_Anchors,7,g1,530,0.74906,0.60078,0.52846,0.27642,0.25204
Shared_Anchors,7,g2,2338,0.70616,0.57553,0.56428,0.26571,0.29856
Shared_Anchors,2024,g0,533,0.72233,0.59231,0.46703,0.31375,0.15328
Shared_Anchors,2024,g1,530,0.78113,0.62181,0.41023,0.27642,0.13381
Shared_Anchors,2024,g2,2338,0.73952,0.59616,0.46243,0.26571,0.19672
Shared_Anchors,31337,g0,533,0.68293,0.57985,0.50922,0.31375,0.19547
Shared_Anchors,31337,g1,530,0.73962,0.59316,0.43637,0.27642,0.15995
Shared_Anchors,31337,g2,2338,0.69675,0.57179,0.49889,0.26571,0.23318
Shared_Anchors,11,g0,533,0.7636,0.62369,0.42141,0.31375,0.10766
Shared_Anchors,11,g1,530,0.80566,0.62284,0.3688,0.27642,0.09238
Shared_Anchors,11,g2,2338,0.77887,0.61881,0.41584,0.26571,0.15012
Shared_Anchors,22,g0,533,0.74109,0.60744,0.44574,0.31375,0.132
Shared_Anchors,22,g1,530,0.78679,0.62023,0.37664,0.27642,0.10022
Shared_Anchors,22,g2,2338,0.7515,0.60197,0.43445,0.26571,0.16874
Shared_Anchors,33,g0,533,0.79174,0.637,0.50958,0.31375,0.19583
Shared_Anchors,33,g1,530,0.80566,0.61084,0.48455,0.27642,0.20813
Shared_Anchors,33,g2,2338,0.79341,0.61772,0.51126,0.26571,0.24555
Shared_Anchors,44,g0,533,0.74859,0.61365,0.45525,0.31375,0.1415
Shared_Anchors,44,g1,530,0.78868,0.61496,0.39431,0.27642,0.11788
Shared_Anchors,44,g2,2338,0.75235,0.602,0.44676,0.26571,0.18104
Shared_Anchors,55,g0,533,0.7561,0.61728,0.4346,0.31375,0.12085
Shared_Anchors,55,g1,530,0.79811,0.62339,0.37021,0.27642,0.09379
Shared_Anchors,55,g2,2338,0.76176,0.60706,0.42016,0.26571,0.15445
AnchorsOnly,42,g0,533,0.68856,0.57557,0.51485,0.31375,0.2011
AnchorsOnly,42,g1,530,0.7434,0.59619,0.47574,0.27642,0.19931
AnchorsOnly,42,g2,2338,0.71985,0.58905,0.48799,0.26571,0.22227
AnchorsOnly,1337,g0,533,0.71107,0.59075,0.49417,0.31375,0.18042
AnchorsOnly,1337,g1,530,0.79057,0.59764,0.40171,0.27642,0.12529
AnchorsOnly,1337,g2,2338,0.6976,0.57075,0.53283,0.26571,0.26712
AnchorsOnly,7,g0,533,0.72983,0.60332,0.47646,0.31375,0.16272
AnchorsOnly,7,g1,530,0.77358,0.60877,0.41925,0.27642,0.14283
AnchorsOnly,7,g2,2338,0.71386,0.58204,0.49951,0.26571,0.2338
AnchorsOnly,2024,g0,533,0.69231,0.57618,0.49919,0.31375,0.18545
AnchorsOnly,2024,g1,530,0.75472,0.60835,0.45674,0.27642,0.18032
AnchorsOnly,2024,g2,2338,0.72626,0.59176,0.48889,0.26571,0.22317
AnchorsOnly,31337,g0,533,0.66417,0.56346,0.55449,0.31375,0.24074
AnchorsOnly,31337,g1,530,0.80755,0.61666,0.42722,0.27642,0.1508
AnchorsOnly,31337,g2,2338,0.75064,0.59925,0.46306,0.26571,0.19735
AnchorsOnly,11,g0,533,0.70169,0.59021,0.49334,0.31375,0.17959
AnchorsOnly,11,g1,530,0.85283,0.63351,0.32087,0.27642,0.04445
AnchorsOnly,11,g2,2338,0.71771,0.58795,0.48362,0.26571,0.21791
AnchorsOnly,22,g0,533,0.69606,0.57437,0.51336,0.31375,0.19961
AnchorsOnly,22,g1,530,0.7717,0.60717,0.45383,0.27642,0.1774
AnchorsOnly,22,g2,2338,0.74508,0.60131,0.43878,0.26571,0.17307
AnchorsOnly,33,g0,533,0.68856,0.5563,0.65893,0.31375,0.34518
AnchorsOnly,33,g1,530,0.72642,0.57403,0.65256,0.27642,0.37613
AnchorsOnly,33,g2,2338,0.7361,0.59342,0.63067,0.26571,0.36496
AnchorsOnly,44,g0,533,0.68856,0.57779,0.51,0.31375,0.19625
AnchorsOnly,44,g1,530,0.74717,0.59925,0.47973,0.27642,0.2033
AnchorsOnly,44,g2,2338,0.7006,0.57805,0.52015,0.26571,0.25443
AnchorsOnly,55,g0,533,0.67167,0.56706,0.58041,0.31375,0.26666
AnchorsOnly,55,g1,530,0.79434,0.59251,0.40772,0.27642,0.1313
AnchorsOnly,55,g2,2338,0.7408,0.59847,0.47671,0.26571,0.21099
Shared_Anchors_GDRO,42,g0,533,0.76173,0.61361,0.42342,0.31375,0.10967
Shared_Anchors_GDRO,42,g1,530,0.81132,0.63568,0.36166,0.27642,0.08523
Shared_Anchors_GDRO,42,g2,2338,0.77716,0.6129,0.40553,0.26571,0.13981
Shared_Anchors_GDRO,1337,g0,533,0.75797,0.61613,0.43105,0.31375,0.1173
Shared_Anchors_GDRO,1337,g1,530,0.79245,0.6183,0.37198,0.27642,0.09555
Shared_Anchors_GDRO,1337,g2,2338,0.76989,0.60891,0.42309,0.26571,0.15738
Shared_Anchors_GDRO,7,g0,533,0.76548,0.61384,0.41803,0.31375,0.10428
Shared_Anchors_GDRO,7,g1,530,0.81509,0.63555,0.34271,0.27642,0.06629
Shared_Anchors_GDRO,7,g2,2338,0.77973,0.60818,0.39661,0.26571,0.1309
Shared_Anchors_GDRO,2024,g0,533,0.75235,0.6245,0.44828,0.31375,0.13453
Shared_Anchors_GDRO,2024,g1,530,0.78679,0.6133,0.39033,0.27642,0.11391
Shared_Anchors_GDRO,2024,g2,2338,0.75535,0.60648,0.44457,0.26571,0.17885
Shared_Anchors_GDRO,31337,g0,533,0.74484,0.60788,0.44337,0.31375,0.12962
Shared_Anchors_GDRO,31337,g1,530,0.79811,0.61598,0.3757,0.27642,0.09928
Shared_Anchors_GDRO,31337,g2,2338,0.76476,0.60887,0.42668,0.26571,0.16097
Shared_Anchors_GDRO,11,g0,533,0.77674,0.62656,0.41008,0.31375,0.09634
Shared_Anchors_GDRO,11,g1,530,0.82642,0.62595,0.3475,0.27642,0.07107
Shared_Anchors_GDRO,11,g2,2338,0.79085,0.62262,0.39851,0.26571,0.1328
Shared_Anchors_GDRO,22,g0,533,0.7636,0.62369,0.43817,0.31375,0.12442
Shared_Anchors_GDRO,22,g1,530,0.82075,0.63318,0.35912,0.27642,0.0827
Shared_Anchors_GDRO,22,g2,2338,0.77074,0.60817,0.41363,0.26571,0.14792
Shared_Anchors_GDRO,33,g0,533,0.82739,0.63066,0.48382,0.31375,0.17007
Shared_Anchors_GDRO,33,g1,530,0.83962,0.62489,0.46243,0.27642,0.186
Shared_Anchors_GDRO,33,g2,2338,0.82549,0.61433,0.48371,0.26571,0.21799
Shared_Anchors_GDRO,44,g0,533,0.78049,0.63573,0.4936,0.31375,0.17986
Shared_Anchors_GDRO,44,g1,530,0.81509,0.63555,0.45309,0.27642,0.17667
Shared_Anchors_GDRO,44,g2,2338,0.77973,0.61512,0.49185,0.26571,0.22614
Shared_Anchors_GDRO,55,g0,533,0.78987,0.6189,0.40373,0.31375,0.08998
Shared_Anchors_GDRO,55,g1,530,0.83774,0.62791,0.35382,0.27642,0.0774
Shared_Anchors_GDRO,55,g2,2338,0.80411,0.6266,0.39363,0.26571,0.12792
Ours_GDRO,42,g0,533,0.71482,0.59837,0.47632,0.31375,0.16257
Ours_GDRO,42,g1,530,0.7717,0.61363,0.40656,0.27642,0.13014
Ours_GDRO,42,g2,2338,0.73396,0.59298,0.46632,0.26571,0.20061
Ours_GDRO,1337,g0,533,0.73734,0.60693,0.4562,0.31375,0.14245
Ours_GDRO,1337,g1,530,0.79434,0.60087,0.39034,0.27642,0.11392
Ours_GDRO,1337,g2,2338,0.68734,0.56359,0.53813,0.26571,0.27241
Ours_GDRO,7,g0,533,0.80113,0.64884,0.41824,0.31375,0.1045
Ours_GDRO,7,g1,530,0.80566,0.62284,0.38858,0.27642,0.11216
Ours_GDRO,7,g2,2338,0.72113,0.59064,0.49114,0.26571,0.22542
Ours_GDRO,2024,g0,533,0.78799,0.63962,0.56688,0.31375,0.25313
Ours_GDRO,2024,g1,530,0.78868,0.61847,0.57393,0.27642,0.2975
Ours_GDRO,2024,g2,2338,0.85971,0.60149,0.6157,0.26571,0.34998
Ours_GDRO,31337,g0,533,0.74109,0.60212,0.54715,0.31375,0.2334
Ours_GDRO,31337,g1,530,0.81132,0.57287,0.47725,0.27642,0.20082
Ours_GDRO,31337,g2,2338,0.78785,0.60531,0.61072,0.26571,0.34501
Ours_GDRO,11,g0,533,0.7167,0.59756,0.46494,0.31375,0.15119
Ours_GDRO,11,g1,530,0.86038,0.61216,0.30667,0.27642,0.03025
Ours_GDRO,11,g2,2338,0.71685,0.59237,0.48822,0.26571,0.22251
Ours_GDRO,22,g0,533,0.75985,0.62047,0.46598,0.31375,0.15223
Ours_GDRO,22,g1,530,0.79623,0.60653,0.40527,0.27642,0.12885
Ours_GDRO,22,g2,2338,0.75577,0.60684,0.44447,0.26571,0.17876
Ours_GDRO,33,g0,533,0.86116,0.54171,0.54288,0.31375,0.22913
Ours_GDRO,33,g1,530,0.78113,0.58573,0.57854,0.27642,0.30212
Ours_GDRO,33,g2,2338,0.8225,0.61043,0.64298,0.26571,0.37727
Ours_GDRO,44,g0,533,0.73358,0.59871,0.57502,0.31375,0.26128
Ours_GDRO,44,g1,530,0.85094,0.57523,0.53379,0.27642,0.25737
Ours_GDRO,44,g2,2338,0.77887,0.57611,0.64243,0.26571,0.37672
Ours_GDRO,55,g0,533,0.74109,0.59658,0.57654,0.31375,0.26279
Ours_GDRO,55,g1,530,0.79811,0.60819,0.58312,0.27642,0.30669
Ours_GDRO,55,g2,2338,0.7237,0.56855,0.66345,0.26571,0.39774
RegretDRO,42,g0,533,0.70732,0.58544,0.53405,0.31375,0.2203
RegretDRO,42,g1,530,0.7717,0.58208,0.45047,0.27642,0.17405
RegretDRO,42,g2,2338,0.71899,0.59011,0.49672,0.26571,0.23101
RegretDRO,1337,g0,533,0.66417,0.5614,0.50485,0.31375,0.1911
RegretDRO,1337,g1,530,0.76792,0.59728,0.42967,0.27642,0.15325
RegretDRO,1337,g2,2338,0.70402,0.58013,0.50609,0.26571,0.24038
RegretDRO,7,g0,533,0.70732,0.58544,0.48871,0.31375,0.17497
RegretDRO,7,g1,530,0.79623,0.60653,0.44461,0.27642,0.16819
RegretDRO,7,g2,2338,0.72156,0.58982,0.46541,0.26571,0.1997
RegretDRO,2024,g0,533,0.6848,0.5727,0.47963,0.31375,0.16588
RegretDRO,2024,g1,530,0.78679,0.6168,0.40076,0.27642,0.12434
RegretDRO,2024,g2,2338,0.71343,0.58461,0.47229,0.26571,0.20658
RegretDRO,31337,g0,533,0.70169,0.58342,0.51312,0.31375,0.19937
RegretDRO,31337,g1,530,0.79811,0.61214,0.41018,0.27642,0.13376
RegretDRO,31337,g2,2338,0.70317,0.57892,0.4924,0.26571,0.22669
RegretDRO,11,g0,533,0.70544,0.58866,0.46839,0.31375,0.15464
RegretDRO,11,g1,530,0.77736,0.60863,0.42004,0.27642,0.14362
RegretDRO,11,g2,2338,0.69932,0.57815,0.47966,0.26571,0.21394
RegretDRO,22,g0,533,0.68293,0.57128,0.512,0.31375,0.19825
RegretDRO,22,g1,530,0.81698,0.62545,0.363,0.27642,0.08658
RegretDRO,22,g2,2338,0.71172,0.58328,0.45326,0.26571,0.18754
RegretDRO,33,g0,533,0.803,0.63432,0.41663,0.31375,0.10289
RegretDRO,33,g1,530,0.76792,0.59026,0.48506,0.27642,0.20864
RegretDRO,33,g2,2338,0.71429,0.58755,0.54059,0.26571,0.27487
RegretDRO,44,g0,533,0.63227,0.53777,0.53904,0.31375,0.22529
RegretDRO,44,g1,530,0.79245,0.6183,0.40788,0.27642,0.13145
RegretDRO,44,g2,2338,0.71257,0.58221,0.47373,0.26571,0.20801
RegretDRO,55,g0,533,0.64353,0.54604,0.54935,0.31375,0.23561
RegretDRO,55,g1,530,0.79434,0.59674,0.39146,0.27642,0.11503
RegretDRO,55,g2,2338,0.72412,0.59243,0.45274,0.26571,0.18702
Ours_Regret,42,g0,533,0.71482,0.59837,0.47706,0.31375,0.16331
Ours_Regret,42,g1,530,0.76604,0.60882,0.41196,0.27642,0.13554
Ours_Regret,42,g2,2338,0.73396,0.59423,0.46835,0.26571,0.20263
Ours_Regret,1337,g0,533,0.71857,0.60366,0.47714,0.31375,0.1634
Ours_Regret,1337,g1,530,0.78491,0.61166,0.40178,0.27642,0.12536
Ours_Regret,1337,g2,2338,0.70701,0.5802,0.50612,0.26571,0.2404
Ours_Regret,7,g0,533,0.803,0.65366,0.41483,0.31375,0.10109
Ours_Regret,7,g1,530,0.79811,0.61598,0.39445,0.27642,0.11803
Ours_Regret,7,g2,2338,0.7207,0.58678,0.48731,0.26571,0.22159
Ours_Regret,2024,g0,533,0.78799,0.63962,0.56928,0.31375,0.25553
Ours_Regret,2024,g1,530,0.79434,0.62353,0.56815,0.27642,0.29173
Ours_Regret,2024,g2,2338,0.85714,0.60044,0.61545,0.26571,0.34973
Ours_Regret,31337,g0,533,0.70544,0.59317,0.49993,0.31375,0.18619
Ours_Regret,31337,g1,530,0.81509,0.58668,0.37565,0.27642,0.09923
Ours_Regret,31337,g2,2338,0.7763,0.61291,0.40478,0.26571,0.13907
Ours_Regret,11,g0,533,0.72233,0.5997,0.45937,0.31375,0.14562
Ours_Regret,11,g1,530,0.86038,0.61854,0.30767,0.27642,0.03125
Ours_Regret,11,g2,2338,0.716,0.5917,0.49103,0.26571,0.22532
Ours_Regret,22,g0,533,0.77674,0.63238,0.46203,0.31375,0.14828
Ours_Regret,22,g1,530,0.78113,0.6084,0.43291,0.27642,0.15648
Ours_Regret,22,g2,2338,0.74209,0.6014,0.46301,0.26571,0.1973
Ours_Regret,33,g0,533,0.86304,0.54318,0.54528,0.31375,0.23153
Ours_Regret,33,g1,530,0.78113,0.58573,0.57741,0.27642,0.30099
Ours_Regret,33,g2,2338,0.82335,0.61231,0.6419,0.26571,0.37618
Ours_Regret,44,g0,533,0.73734,0.60175,0.57588,0.31375,0.26213
Ours_Regret,44,g1,530,0.85472,0.57867,0.53023,0.27642,0.2538
Ours_Regret,44,g2,2338,0.78186,0.57752,0.64145,0.26571,0.37573
Ours_Regret,55,g0,533,0.74484,0.59382,0.57747,0.31375,0.26372
Ours_Regret,55,g1,530,0.8,0.60986,0.58224,0.27642,0.30582
Ours_Regret,55,g2,2338,0.72712,0.57114,0.66262,0.26571,0.39691
