metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,3.3381452617645264,0.628,0.7967825184437151,0.18271045677614195,"[0.8460757575757576, 0.18271045677614195]","[0.7429467084639498, 0.8523843757488617, 0.8366343587582525, 0.6650383810188416, 0.6675392670157068, 0.9145930325895008, 0.8616497829232995, 0.860398078242965, 0.7647408287538987, 0.8064192577733199]","[[0.8740581270182992, 0.9507823993580313, 0.8534142640364188, 0.706571725263314, 0.714041095890411, 0.9157787924911213, 0.9190858554663373, 0.8610184244886117, 0.8006225680933852, 0.8581884720951509], [0.003469210754553339, 0.005753739930955121, 0.6275992438563327, 0.0047169811320754715, 0.00663716814159292, 0.8924050632911392, 0.004608294930875576, 0.8494897959183674, 0.016233766233766232, 0.0]]","[0.011619330383837223, 0.9883806705474854]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,2.5023128318786623,0.8875,0.8617913545962018,0.14345035862589656,"[0.9194545454545454, 0.14345035862589656]","[0.8133490073145245, 0.8628085310328301, 0.8738586880179801, 0.7505931612002791, 0.8881617219313555, 0.9078503772676192, 0.8960926193921852, 0.9209334248455731, 0.8765780484182385, 0.8385155466399198]","[[0.9566353990465939, 0.9410191253176408, 0.9347496206373292, 0.7970627503337784, 0.9268368617683687, 0.9561982073397598, 0.955064854848672, 0.9216596547221819, 0.9176653696498055, 0.8923452272034157], [0.005203816131830009, 0.189873417721519, 0.11531190926275993, 0.01179245283018868, 0.33849557522123896, 0.0031645569620253164, 0.016129032258064516, 0.9081632653061225, 0.01948051948051948, 0.0]]","[0.005097460001707077, 0.9949025511741638]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,2.3440855617523195,0.93225,0.8801088389576145,0.058323895809739526,"[0.9460757575757576, 0.058323895809739526]","[0.8244514106583072, 0.8810208483105679, 0.8700660205084984, 0.841172365666434, 0.8884525887143688, 0.9288810402953925, 0.9114327062228654, 0.9304049416609471, 0.8883113025397297, 0.8471127668720447]","[[0.96970628940489, 0.9764611475190584, 0.9305007587253414, 0.8933392671710428, 0.9500311332503113, 0.9727718586166074, 0.9649474984558369, 0.9715653561584215, 0.928715953307393, 0.9014943580359865], [0.005203816131830009, 0.05983889528193326, 0.11720226843100189, 0.01179245283018868, 0.01327433628318584, 0.10759493670886076, 0.11290322580645161, 0.2066326530612245, 0.045454545454545456, 0.0]]","[0.0018386595183983445, 0.9981613159179688]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,2.2598211193084716,0.954125,0.9004600409548655,0.17893544733861835,"[0.9583787878787878, 0.17893544733861835]","[0.8385579937304075, 0.9658519051042416, 0.8725944655148195, 0.8862526168876483, 0.9038685282140779, 0.8844116230534597, 0.923589001447178, 0.9242278654770075, 0.9126689440071291, 0.8846539618856569]","[[0.9861602337382747, 0.9807409388792296, 0.9305007587253414, 0.941106660732829, 0.9665317559153176, 0.9306612548621681, 0.9709697344039531, 0.9746119251414479, 0.9557976653696498, 0.9411405916437938], [0.006071118820468344, 0.8377445339470656, 0.15122873345935728, 0.014150943396226415, 0.01327433628318584, 0.0189873417721519, 0.21658986175115208, 0.03826530612244898, 0.012987012987012988, 0.004750593824228029]]","[0.0005215791752561927, 0.9994783997535706]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",5,2.2099252338409423,0.965375,0.9036438609778675,0.12967157417893543,"[0.9657727272727272, 0.12967157417893543]","[0.8312434691745036, 0.9442846872753414, 0.8876246663857283, 0.9000697836706211, 0.9214659685863874, 0.919569754374699, 0.9299565846599132, 0.9096774193548387, 0.9160849547007277, 0.878349333715432]","[[0.9775488236198677, 0.9816771432392671, 0.9506828528072838, 0.9559412550066756, 0.9852117061021171, 0.9671909352274649, 0.9861025324274243, 0.9592340055128391, 0.9589105058365759, 0.9344312290332418], [0.006071118820468344, 0.622554660529344, 0.10207939508506617, 0.01179245283018868, 0.015486725663716814, 0.028481012658227847, 0.09216589861751152, 0.03826530612244898, 0.022727272727272728, 0.004750593824228029]]","[0.000143255470902659, 0.9998567700386047]"
metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,12,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,3.3381452617645264,0.628,0.7967825184437151,0.18271045677614195,"[0.8460757575757576, 0.18271045677614195]","[0.7429467084639498, 0.8523843757488617, 0.8366343587582525, 0.6650383810188416, 0.6675392670157068, 0.9145930325895008, 0.8616497829232995, 0.860398078242965, 0.7647408287538987, 0.8064192577733199]","[[0.8740581270182992, 0.9507823993580313, 0.8534142640364188, 0.706571725263314, 0.714041095890411, 0.9157787924911213, 0.9190858554663373, 0.8610184244886117, 0.8006225680933852, 0.8581884720951509], [0.003469210754553339, 0.005753739930955121, 0.6275992438563327, 0.0047169811320754715, 0.00663716814159292, 0.8924050632911392, 0.004608294930875576, 0.8494897959183674, 0.016233766233766232, 0.0]]","[0.011619330383837223, 0.9883806705474854]"
1.0,,,,,12,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,2.5023128318786623,0.8875,0.8617913545962018,0.14345035862589656,"[0.9194545454545454, 0.14345035862589656]","[0.8133490073145245, 0.8628085310328301, 0.8738586880179801, 0.7505931612002791, 0.8881617219313555, 0.9078503772676192, 0.8960926193921852, 0.9209334248455731, 0.8765780484182385, 0.8385155466399198]","[[0.9566353990465939, 0.9410191253176408, 0.9347496206373292, 0.7970627503337784, 0.9268368617683687, 0.9561982073397598, 0.955064854848672, 0.9216596547221819, 0.9176653696498055, 0.8923452272034157], [0.005203816131830009, 0.189873417721519, 0.11531190926275993, 0.01179245283018868, 0.33849557522123896, 0.0031645569620253164, 0.016129032258064516, 0.9081632653061225, 0.01948051948051948, 0.0]]","[0.005097460001707077, 0.9949025511741638]"
1.0,,,,,12,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,2.3440855617523195,0.93225,0.8801088389576145,0.058323895809739526,"[0.9460757575757576, 0.058323895809739526]","[0.8244514106583072, 0.8810208483105679, 0.8700660205084984, 0.841172365666434, 0.8884525887143688, 0.9288810402953925, 0.9114327062228654, 0.9304049416609471, 0.8883113025397297, 0.8471127668720447]","[[0.96970628940489, 0.9764611475190584, 0.9305007587253414, 0.8933392671710428, 0.9500311332503113, 0.9727718586166074, 0.9649474984558369, 0.9715653561584215, 0.928715953307393, 0.9014943580359865], [0.005203816131830009, 0.05983889528193326, 0.11720226843100189, 0.01179245283018868, 0.01327433628318584, 0.10759493670886076, 0.11290322580645161, 0.2066326530612245, 0.045454545454545456, 0.0]]","[0.0018386595183983445, 0.9981613159179688]"
1.0,,,,,12,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,2.2598211193084716,0.954125,0.9004600409548655,0.17893544733861835,"[0.9583787878787878, 0.17893544733861835]","[0.8385579937304075, 0.9658519051042416, 0.8725944655148195, 0.8862526168876483, 0.9038685282140779, 0.8844116230534597, 0.923589001447178, 0.9242278654770075, 0.9126689440071291, 0.8846539618856569]","[[0.9861602337382747, 0.9807409388792296, 0.9305007587253414, 0.941106660732829, 0.9665317559153176, 0.9306612548621681, 0.9709697344039531, 0.9746119251414479, 0.9557976653696498, 0.9411405916437938], [0.006071118820468344, 0.8377445339470656, 0.15122873345935728, 0.014150943396226415, 0.01327433628318584, 0.0189873417721519, 0.21658986175115208, 0.03826530612244898, 0.012987012987012988, 0.004750593824228029]]","[0.0005215791752561927, 0.9994783997535706]"
