method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,42,g1,276228,209,0.7320573925971985,0.5533442097647704,0.6700517535209656,0.6846005644225315,-0.0145488109015659
anchors_only,42,g2,276228,37,0.5675675868988037,0.255,1.3688561916351318,0.7024396780319512,0.6664165136031807
anchors_only,42,g3,276228,128,0.6171875,0.4565047021943573,0.9715652465820312,0.7673795436520174,0.2041857029300138
anchors_only,42,g4,276228,14665,0.7447664737701416,0.605645273599116,0.5981090664863586,0.6238109850217399,-0.025701918535381285
anchors_only,42,g5,276228,14,0.6428571939468384,0.36666666666666664,1.325063705444336,0.8973705906662908,0.42769311477804517
anchors_only,42,g6,276228,10579,0.7555534243583679,0.6888415929121955,0.5653982162475586,0.5871916648544888,-0.02179344860693022
align_only,42,g1,276228,209,0.7081339359283447,0.5238466536712151,0.6462986469268799,0.6846005644225315,-0.038301917495651594
align_only,42,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9564325213432312,0.7024396780319512,0.25399284331128
align_only,42,g3,276228,128,0.65625,0.46134489252548866,0.7672043442726135,0.7673795436520174,-0.00017519937940391195
align_only,42,g4,276228,14665,0.7655642628669739,0.6568651771983405,0.5524039268493652,0.6238109850217399,-0.0714070581723747
align_only,42,g5,276228,14,0.7142857313156128,0.41428571428571426,1.199654459953308,0.8973705906662908,0.30228386928701734
align_only,42,g6,276228,10579,0.7734190225601196,0.7129406140827262,0.5288221836090088,0.5871916648544888,-0.058369481245480026
ours,42,g1,276228,209,0.7272726893424988,0.5686591186591187,0.632142961025238,0.6846005644225315,-0.05245760339729344
ours,42,g2,276228,37,0.6756756901741028,0.2974537037037037,0.9337781667709351,0.7024396780319512,0.23133848873898388
ours,42,g3,276228,128,0.703125,0.5377145438121048,0.7169830799102783,0.7673795436520174,-0.05039646374173912
ours,42,g4,276228,14665,0.7658370733261108,0.6650172798030167,0.5515140295028687,0.6238109850217399,-0.07229695551887128
ours,42,g5,276228,14,0.7142857313156128,0.41428571428571426,1.157023549079895,0.8973705906662908,0.25965295841360425
ours,42,g6,276228,10579,0.7775782346725464,0.7199063785765523,0.5207663774490356,0.5871916648544888,-0.06642528740545317
