method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,11,g1,276228,209,0.7081339359283447,0.5104225006140997,0.627292811870575,0.6846005644225315,-0.057307752551956526
regret_only,11,g2,276228,37,0.6216216087341309,0.29000000000000004,0.8147123456001282,0.7024396780319512,0.112272667568177
regret_only,11,g3,276228,128,0.75,0.6529615663597027,0.7096094489097595,0.7673795436520174,-0.057770094742257916
regret_only,11,g4,276228,14665,0.7651551365852356,0.6971189691142597,0.5363056659698486,0.6238109850217399,-0.0875053190518913
regret_only,11,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0343735218048096,0.8973705906662908,0.1370029311385188
regret_only,11,g6,276228,10579,0.7785235047340393,0.7302572971749594,0.510585367679596,0.5871916648544888,-0.07660629717489287
ours,11,g1,276228,209,0.703349232673645,0.45748015873015874,0.693712055683136,0.6846005644225315,0.00911149126060451
ours,11,g2,276228,37,0.5405405759811401,0.25716928769657726,1.0208499431610107,0.7024396780319512,0.31841026512905957
ours,11,g3,276228,128,0.6875,0.3717171717171717,0.7442098259925842,0.7673795436520174,-0.02316971765943321
ours,11,g4,276228,14665,0.7581316232681274,0.6531875358824764,0.5788726806640625,0.6238109850217399,-0.04493830435767743
ours,11,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0395238399505615,0.8973705906662908,0.14215324928427076
ours,11,g6,276228,10579,0.7707722783088684,0.7051323245799281,0.5481700897216797,0.5871916648544888,-0.03902157513280913
