method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1,g1,276228,209,0.7177033424377441,0.4649007936507936,0.6128177642822266,0.6846005644225315,-0.07178280014030491
regret_only,1,g2,276228,37,0.6756756901741028,0.2974537037037037,0.7997912764549255,0.7024396780319512,0.09735159842297436
regret_only,1,g3,276228,128,0.703125,0.499403690369037,0.7335357069969177,0.7673795436520174,-0.03384383665509971
regret_only,1,g4,276228,14665,0.7753154039382935,0.6977507652251891,0.5244538187980652,0.6238109850217399,-0.09935716622367474
regret_only,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.076675295829773,0.8973705906662908,0.17930470516348218
regret_only,1,g6,276228,10579,0.7826826572418213,0.7339935797496796,0.5099753737449646,0.5871916648544888,-0.07721629110952422
ours,1,g1,276228,209,0.7368420958518982,0.5111749069643806,0.624009370803833,0.6846005644225315,-0.06059119361869847
ours,1,g2,276228,37,0.6216216087341309,0.28054298642533937,0.9275282621383667,0.7024396780319512,0.22508858410641552
ours,1,g3,276228,128,0.703125,0.49451789529914536,0.7987328171730042,0.7673795436520174,0.03135327352098671
ours,1,g4,276228,14665,0.7725196480751038,0.6890823882217522,0.5390254855155945,0.6238109850217399,-0.08478549950614545
ours,1,g5,276228,14,0.6428571939468384,0.36666666666666664,1.1107618808746338,0.8973705906662908,0.21339129020834302
ours,1,g6,276228,10579,0.779657781124115,0.7274109268836978,0.5250177979469299,0.5871916648544888,-0.06217386690755888
