method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss,auroc
Reweigh,42,g0,533,52482,0.7185741088180112,0.5918419440473759,0.6086959317713886,0.2771,0.3315959317713886,0.7486673773987207
Reweigh,42,g1,530,52482,0.779245283018868,0.5326172979084228,0.4924194305538824,0.290923,0.2014964305538824,0.6235512835726434
Reweigh,42,g2,2338,52482,0.7031650983746792,0.554696488007939,0.5971795537718552,0.289439,0.30774055377185516,0.7018938337122583
Reweigh,1337,g0,533,52482,0.7279549718574109,0.5967872365956604,0.5226601805494406,0.2771,0.24556018054944062,0.7426705756929637
Reweigh,1337,g1,530,52482,0.7509433962264151,0.5239002613240419,0.48339798259428035,0.290923,0.19247498259428036,0.5919069657054705
Reweigh,1337,g2,2338,52482,0.7356715141146278,0.5726596133575148,0.5492401327093357,0.289439,0.2598011327093357,0.6994382411546232
Reweigh,7,g0,533,52482,0.6941838649155723,0.5843368594297962,0.48827109754681924,0.2771,0.21117109754681923,0.7846148720682303
Reweigh,7,g1,530,52482,0.8301886792452831,0.5643994739918177,0.47714943456691955,0.290923,0.18622643456691956,0.5805545666706222
Reweigh,7,g2,2338,52482,0.7467921300256629,0.5774841537020688,0.5445458090476137,0.289439,0.25510680904761374,0.7027288539051045
Reweigh,2024,g0,533,52482,0.6829268292682927,0.5712762666285904,0.563787973586358,0.2771,0.286687973586358,0.7760527718550106
Reweigh,2024,g1,530,52482,0.7811320754716982,0.5593589633324733,0.509562720203737,0.290923,0.21863972020373706,0.6207428503619319
Reweigh,2024,g2,2338,52482,0.7485029940119761,0.578814627994956,0.5406361001299119,0.289439,0.2511971001299119,0.7040981287237053
Reweigh,31337,g0,533,52482,0.7298311444652908,0.598291671900515,0.506090975654841,0.2771,0.22899097565484094,0.7700226545842217
Reweigh,31337,g1,530,52482,0.7943396226415095,0.5541715864453345,0.51388795468473,0.290923,0.22296495468473004,0.6224041770499584
Reweigh,31337,g2,2338,52482,0.7416595380667237,0.5809065925912736,0.553882230627705,0.289439,0.26444323062770503,0.7062786790851187
Reweigh,11,g0,533,52482,0.7279549718574109,0.6018063877911679,0.49294949780262204,0.2771,0.21584949780262203,0.7721215351812366
Reweigh,11,g1,530,52482,0.809433962264151,0.5219639396672591,0.467219227784366,0.290923,0.176296227784366,0.5930540722281555
Reweigh,11,g2,2338,52482,0.7681779298545766,0.5905196203505152,0.536670318352962,0.289439,0.24723131835296197,0.7073768691491698
Reweigh,22,g0,533,52482,0.7410881801125704,0.6174641148325358,0.4566435406113823,0.2771,0.17954354061138228,0.7921441897654584
Reweigh,22,g1,530,52482,0.8811320754716981,0.49812869188799197,0.5143516621499692,0.290923,0.2234286621499692,0.518571259048297
Reweigh,22,g2,2338,52482,0.757912745936698,0.5822875591700474,0.5218497004783796,0.289439,0.23241070047837964,0.70265959867584
Reweigh,33,g0,533,52482,0.7429643527204502,0.6165930702062976,0.45021741178872215,0.2771,0.17311741178872214,0.777352078891258
Reweigh,33,g1,530,52482,0.7924528301886793,0.5112996244635194,0.5719161824797684,0.290923,0.2809931824797684,0.5305565444404889
Reweigh,33,g2,2338,52482,0.7416595380667237,0.5735251659509185,0.5700074647536535,0.289439,0.2805684647536535,0.6978196475106703
Reweigh,44,g0,533,52482,0.7560975609756098,0.6199706024307841,0.4686566454499932,0.2771,0.19155664544999318,0.7674906716417911
Reweigh,44,g1,530,52482,0.690566037735849,0.50224482316291,0.6302869426191978,0.290923,0.33936394261919783,0.5450733752620546
Reweigh,44,g2,2338,52482,0.7386655260906758,0.5734772793298974,0.5713511563270289,0.289439,0.28191215632702893,0.6981580087736481
Reweigh,55,g0,533,52482,0.724202626641651,0.5859373761395165,0.5856284838581802,0.2771,0.3085284838581802,0.7480676972281449
Reweigh,55,g1,530,52482,0.7679245283018868,0.5401739424847113,0.504190765928701,0.290923,0.21326776592870106,0.6080060124203948
Reweigh,55,g2,2338,52482,0.7356715141146278,0.5783896400996773,0.5526812229085621,0.289439,0.26324222290856214,0.7088510161720853
