method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,22,g1,276228,209,0.7416267395019531,0.6090247150029758,0.6276787519454956,0.6846005644225315,-0.05692181247703587
regret_only,22,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9698967933654785,0.7024396780319512,0.26745711533352734
regret_only,22,g3,276228,128,0.703125,0.5949529074529075,0.7388278245925903,0.7673795436520174,-0.028551719059427105
regret_only,22,g4,276228,14665,0.7774974703788757,0.7021295304920229,0.5230607390403748,0.6238109850217399,-0.10075024598136517
regret_only,22,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9246376752853394,0.8973705906662908,0.027267084619048587
regret_only,22,g6,276228,10579,0.7839115262031555,0.7373430325192966,0.5075099468231201,0.5871916648544888,-0.0796817180313687
ours,22,g1,276228,209,0.7272726893424988,0.5337141109212498,0.6832489371299744,0.6846005644225315,-0.0013516272925571116
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,1.0606735944747925,0.7024396780319512,0.3582339164428413
ours,22,g3,276228,128,0.734375,0.5544554655870445,0.7347815632820129,0.7673795436520174,-0.0325979803700045
ours,22,g4,276228,14665,0.7705421447753906,0.6860519103408055,0.5517585277557373,0.6238109850217399,-0.07205245726600262
ours,22,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0133295059204102,0.8973705906662908,0.11595891525411939
ours,22,g6,276228,10579,0.7753095626831055,0.7097128762820585,0.5326521992683411,0.5871916648544888,-0.05453946558614775
