method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
erm,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6059776544570923,0.6846005644225315,-0.07862290996543919
erm,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.797016978263855,0.7024396780319512,0.0945773002319038
erm,0,g3,276228,128,0.734375,0.6080871742636449,0.6770730018615723,0.7673795436520174,-0.09030654179044517
erm,0,g4,276228,14665,0.7549267411231995,0.6557206899808857,0.5709509253501892,0.6238109850217399,-0.05286005967155072
erm,0,g5,276228,14,0.7142857313156128,0.41428571428571426,1.4124135971069336,0.8973705906662908,0.5150430064406428
erm,0,g6,276228,10579,0.7611305117607117,0.7067422297053028,0.5573645234107971,0.5871916648544888,-0.029827141443691696
groupdro,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6059776544570923,0.6846005644225315,-0.07862290996543919
groupdro,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.797016978263855,0.7024396780319512,0.0945773002319038
groupdro,0,g3,276228,128,0.734375,0.6080871742636449,0.6770730018615723,0.7673795436520174,-0.09030654179044517
groupdro,0,g4,276228,14665,0.7549267411231995,0.6557206899808857,0.5709509253501892,0.6238109850217399,-0.05286005967155072
groupdro,0,g5,276228,14,0.7142857313156128,0.41428571428571426,1.4124135971069336,0.8973705906662908,0.5150430064406428
groupdro,0,g6,276228,10579,0.7611305117607117,0.7067422297053028,0.5573645234107971,0.5871916648544888,-0.029827141443691696
align_only,0,g1,276228,209,0.703349232673645,0.4725018037518038,0.6573778986930847,0.6846005644225315,-0.02722266572944676
align_only,0,g2,276228,37,0.6486486792564392,0.3129251700680272,0.9805160760879517,0.7024396780319512,0.2780763980560005
align_only,0,g3,276228,128,0.6953125,0.6419374325782092,0.7233381867408752,0.7673795436520174,-0.04404135691114219
align_only,0,g4,276228,14665,0.7658370733261108,0.6725963366985278,0.5822698473930359,0.6238109850217399,-0.04154113762870404
align_only,0,g5,276228,14,0.5714285969734192,0.325,1.2937307357788086,0.8973705906662908,0.3963601451125178
align_only,0,g6,276228,10579,0.7702050805091858,0.7197508229300995,0.5717056393623352,0.5871916648544888,-0.01548602549215361
regret_only,0,g1,276228,209,0.7272726893424988,0.49067863491785113,0.6059776544570923,0.6846005644225315,-0.07862290996543919
regret_only,0,g2,276228,37,0.6216216087341309,0.29000000000000004,0.797016978263855,0.7024396780319512,0.0945773002319038
regret_only,0,g3,276228,128,0.734375,0.6080871742636449,0.6770730018615723,0.7673795436520174,-0.09030654179044517
