method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1337,g1,276228,209,0.7416267395019531,0.4993280933062881,0.6236608624458313,0.6846005644225315,-0.06093970197670018
regret_only,1337,g2,276228,37,0.6756756901741028,0.31303418803418803,0.8300821185112,0.7024396780319512,0.12764244047924878
regret_only,1337,g3,276228,128,0.71875,0.4220118736247769,0.7008620500564575,0.7673795436520174,-0.06651749359555992
regret_only,1337,g4,276228,14665,0.7734742760658264,0.69566925119618,0.5244801044464111,0.6238109850217399,-0.0993308805753288
regret_only,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.162068247795105,0.8973705906662908,0.2646976571288142
regret_only,1337,g6,276228,10579,0.7833443284034729,0.7327225384783925,0.5058189034461975,0.5871916648544888,-0.0813727614082913
ours,1337,g1,276228,209,0.7272726893424988,0.5334376060914691,0.6808120012283325,0.6846005644225315,-0.0037885631941989573
ours,1337,g2,276228,37,0.6756756901741028,0.31303418803418803,0.9119665622711182,0.7024396780319512,0.209526884239167
ours,1337,g3,276228,128,0.703125,0.475924829831311,0.7516512870788574,0.7673795436520174,-0.015728256573160015
ours,1337,g4,276228,14665,0.7691783308982849,0.6855684165564351,0.5536380410194397,0.6238109850217399,-0.07017294400230023
ours,1337,g5,276228,14,0.7142857313156128,0.41428571428571426,1.071722149848938,0.8973705906662908,0.17435155918264722
ours,1337,g6,276228,10579,0.7751204967498779,0.7276560661923912,0.5357802510261536,0.5871916648544888,-0.05141141382833525
