method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,31337,g1,276228,209,0.703349232673645,0.40363147126845755,0.6513716578483582,0.6846005644225315,-0.03322890657417332
regret_only,31337,g2,276228,37,0.6486486792564392,0.2863485016648169,0.7616603374481201,0.7024396780319512,0.05922065941616894
regret_only,31337,g3,276228,128,0.671875,0.36362328225052165,0.7770910263061523,0.7673795436520174,0.009711482654134906
regret_only,31337,g4,276228,14665,0.7530174255371094,0.67786836327855,0.5574352741241455,0.6238109850217399,-0.06637571089759442
regret_only,31337,g5,276228,14,0.5714285969734192,0.3125,1.1675068140029907,0.8973705906662908,0.27013622333669995
regret_only,31337,g6,276228,10579,0.7770110368728638,0.726154059470988,0.5145248174667358,0.5871916648544888,-0.07266684738775298
ours,31337,g1,276228,209,0.7081339359283447,0.4833013876224327,0.6899794936180115,0.6846005644225315,0.005378929195479998
ours,31337,g2,276228,37,0.6216216087341309,0.29000000000000004,1.0156246423721313,0.7024396780319512,0.31318496434018017
ours,31337,g3,276228,128,0.703125,0.4876195584160186,0.8083018064498901,0.7673795436520174,0.0409222627978727
ours,31337,g4,276228,14665,0.7617456912994385,0.6574953795152582,0.5514704585075378,0.6238109850217399,-0.07234052651420209
ours,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,0.9493756890296936,0.8973705906662908,0.052005098363402835
ours,31337,g6,276228,10579,0.7829662561416626,0.7301157888317384,0.5199146866798401,0.5871916648544888,-0.06727697817464873
