metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,4.077901624006383,0.6150588234172147,0.581028141989127,0.23084182710456777,"[0.6076272401433692, 0.23084182710456777]","[0.6468683850080936, 0.9246646026831785, 0.20416333066453163, 0.843236074270557, 0.7008688456764585, 0.5569351907934585, 0.7254632807137955, 0.8510443864229765, 0.07371975239167136, 0.18629317378297525]","[[0.7551613841232917, 0.9471472236372899, 0.20229720028715004, 0.891371557054525, 0.7099573466686278, 0.5844465648854962, 0.7712742665304335, 0.8694276279581729, 0.07705882352941176, 0.19760565411798645], [0.0008673026886383347, 0.7215189873417721, 0.22873345935727787, 0.03537735849056604, 0.5641592920353983, 0.00949367088607595, 0.002304147465437788, 0.5102040816326531, 0.0, 0.0]]","[0.9949213266372681, 0.005078637506812811]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,3.044757417117848,0.8736470588796279,0.742817929858224,0.16836542091355228,"[0.7864516129032258, 0.16836542091355228]","[0.7630432075706637, 0.9658296066964798, 0.6426474512943688, 0.8041114058355437, 0.6971452213487794, 0.6246214415505754, 0.8468085106382979, 0.7566579634464752, 0.6038266741699494, 0.6635844438400871]","[[0.8906658912474557, 0.9620478858889455, 0.690165111270639, 0.8518830803822373, 0.7431975290483894, 0.655852417302799, 0.9003065245949496, 0.796505228398459, 0.6311764705882353, 0.7038799942304919], [0.0017346053772766695, 1.0, 0.017013232514177693, 0.0023584905660377358, 0.004424778761061947, 0.0031645569620253164, 0.002304147465437788, 0.017857142857142856, 0.0, 0.0]]","[0.9992920756340027, 0.000707958301063627]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,2.7963498502619126,0.9122352941456963,0.7885353373840742,0.16704416761041901,"[0.835741935483871, 0.16704416761041901]","[0.8201967376416387, 0.9621603027175782, 0.8018414731785428, 0.7717506631299734, 0.8473314025651634, 0.646274984857662, 0.8091969800960879, 0.8152741514360313, 0.7552054023635341, 0.6053848245852598]","[[0.9574004070950858, 0.9579724910850739, 0.862024407753051, 0.8175941540191118, 0.9035152228268863, 0.6785941475826972, 0.8601663990658298, 0.8586956521739131, 0.7894117647058824, 0.642146257031588], [0.0017346053772766695, 1.0, 0.00945179584120983, 0.0023584905660377358, 0.0022123893805309734, 0.0031645569620253164, 0.004608294930875576, 0.01020408163265306, 0.0, 0.0]]","[0.9995194673538208, 0.00048048485768958926]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,2.624414665109971,0.9371764706162845,0.7755170024517642,0.16949792374480938,"[0.8215483870967742, 0.16949792374480938]","[0.8258000249034989, 0.9625042999656003, 0.7947691486522551, 0.6904509283819629, 0.6320507516204661, 0.6006965475469412, 0.8663006177076183, 0.6574412532637076, 0.8519977490151941, 0.8240413380473212]","[[0.9639430066879907, 0.9583545593479368, 0.8534099066762383, 0.7314502529510961, 0.673922635681718, 0.6307251908396947, 0.9198657130345935, 0.6924876169510181, 0.8905882352941177, 0.8740804846386846], [0.0017346053772766695, 1.0, 0.022684310018903593, 0.0023584905660377358, 0.0022123893805309734, 0.0031645569620253164, 0.020737327188940093, 0.007653061224489796, 0.0, 0.0]]","[0.9989863634109497, 0.0010136723285540938]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",5,2.5791409069510065,0.953176470447989,0.8029394520839995,0.18252170630426576,"[0.8500645161290322, 0.18252170630426576]","[0.7556966753828913, 0.9229446164430685, 0.7907659460902055, 0.7907161803713528, 0.6612880981933527, 0.6809509388249546, 0.9260123541523679, 0.8338120104438642, 0.8406021384355655, 0.7958933913516454]","[[0.882087816225647, 0.9145440652063168, 0.8427853553481695, 0.8376897133220911, 0.7051036917193705, 0.71485368956743, 0.9826302729528535, 0.8756191524490919, 0.8786764705882353, 0.8442232799653829], [0.0017346053772766695, 0.998849252013809, 0.10586011342155009, 0.0023584905660377358, 0.0022123893805309734, 0.006329113924050633, 0.03225806451612903, 0.058673469387755105, 0.0, 0.0]]","[0.9982203245162964, 0.001779624493792653]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",6,2.5062108728745405,0.9654117647058823,0.8210611875066623,0.17497168742921856,"[0.8701362007168458, 0.17497168742921856]","[0.8322749346283153, 0.9661736039445018, 0.8207899653055778, 0.743236074270557, 0.8150599917252793, 0.7681708055723804, 0.8546328071379548, 0.7266318537859008, 0.7957231288688801, 0.8598041881968996]","[[0.9715033439953474, 0.9624299541518084, 0.8773869346733668, 0.787380550871276, 0.8690983968230622, 0.8064567430025446, 0.9077506933294409, 0.7651348376444689, 0.831764705882353, 0.9120150007211886], [0.0017346053772766695, 1.0, 0.07561436672967864, 0.0023584905660377358, 0.0022123893805309734, 0.006329113924050633, 0.016129032258064516, 0.012755102040816327, 0.0, 0.0]]","[0.9947559833526611, 0.00524406461045146]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",7,2.4709356494230383,0.9719999998317045,0.8082693742671357,0.18856172140430352,"[0.8553405017921147, 0.18856172140430352]","[0.7627941725812477, 0.9631922944616443, 0.7335201494528957, 0.7115384615384616, 0.8157495517859605, 0.6901877649909146, 0.9261496225120109, 0.891644908616188, 0.8615644344400676, 0.6930921947239598]","[[0.8903751090433265, 0.9592460519612838, 0.7844938980617373, 0.7537942664418212, 0.8698337990881012, 0.7245547073791349, 0.9734345351043643, 0.937809576224546, 0.9005882352941177, 0.735179575941151], [0.0017346053772766695, 0.998849252013809, 0.062381852551984876, 0.0023584905660377358, 0.0022123893805309734, 0.006329113924050633, 0.17972350230414746, 0.03571428571428571, 0.0, 0.0]]","[0.9862327575683594, 0.013767225667834282]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",8,2.454619234758265,0.9762352941176471,0.8236595245709413,0.19479048697621745,"[0.871426523297491, 0.19479048697621745]","[0.8005229734777737, 0.9719068914115354, 0.8470776621297038, 0.7657824933687003, 0.8517445869535236, 0.764839491217444, 0.9253260123541523, 0.8618798955613577, 0.8299099606077659, 0.5871634484634213]","[[0.9344286129688864, 0.9690524707080999, 0.904091888011486, 0.8112703766160765, 0.9082217973231358, 0.8027989821882952, 0.9708071814333674, 0.9063015960374243, 0.8672058823529412, 0.6228184047309967], [0.0017346053772766695, 0.997698504027618, 0.09640831758034027, 0.0023584905660377358, 0.0022123893805309734, 0.00949367088607595, 0.2073732718894009, 0.03826530612244898, 0.006493506493506494, 0.0]]","[0.9690778255462646, 0.03092222660779953]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",9,2.432257780411664,0.9788235294117648,0.8393028461784457,0.23121932804832013,"[0.8854910394265233, 0.23121932804832013]","[0.7708878097372681, 0.9348698543744983, 0.7994395516413131, 0.7557029177718833, 0.8263687767204524, 0.7531798909751666, 0.95442690459849, 0.89177545691906, 0.8753517163759145, 0.813570845798205]","[[0.8998255306775226, 0.9522414671421294, 0.8442211055276382, 0.8005902192242833, 0.8767465803794676, 0.7907124681933843, 0.9767917092395271, 0.9221243808475509, 0.9141176470588235, 0.8621087552286167], [0.0017346053772766695, 0.7779056386651323, 0.20982986767485823, 0.0023584905660377358, 0.06858407079646017, 0.006329113924050633, 0.6013824884792627, 0.32908163265306123, 0.01948051948051948, 0.014251781472684086]]","[0.9350557327270508, 0.06494428962469101]"
1.0,,,,,10,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",10,2.4105752874262194,0.9825882352941177,0.8497361688519348,0.25575688939222346,"[0.8948530465949821, 0.25575688939222346]","[0.8020171834142698, 0.9717922256621947, 0.7945022684814518, 0.8022546419098143, 0.8165770238587781, 0.8158691701998788, 0.928894989704873, 0.9160574412532637, 0.8111986494091165, 0.814930649986402]","[[0.9361733061936609, 0.9723637289862456, 0.8400574300071787, 0.8499156829679595, 0.869980879541109, 0.8557569974554707, 0.9616114435848782, 0.9387727022564667, 0.8473529411764706, 0.8616760421174094], [0.0017346053772766695, 0.9666283084004603, 0.1947069943289225, 0.0023584905660377358, 0.01327433628318584, 0.022151898734177215, 0.41244239631336405, 0.49489795918367346, 0.012987012987012988, 0.04513064133016627]]","[0.8703069090843201, 0.12969303131103516]"
