method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,7,g1,276228,209,0.7272726893424988,0.4690444956093382,0.6268405318260193,0.6846005644225315,-0.05776003259651219
regret_only,7,g2,276228,37,0.7027027010917664,0.32519422863485015,0.7855454087257385,0.7024396780319512,0.08310573069378735
regret_only,7,g3,276228,128,0.71875,0.44665710503089145,0.7145661115646362,0.7673795436520174,-0.05281343208738121
regret_only,7,g4,276228,14665,0.7715649604797363,0.7015102571242682,0.5326040387153625,0.6238109850217399,-0.09120694630637738
regret_only,7,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1591154336929321,0.8973705906662908,0.26174484302664136
regret_only,7,g6,276228,10579,0.7798468470573425,0.7283156556041995,0.5103716850280762,0.5871916648544888,-0.07681997982641264
ours,7,g1,276228,209,0.7272726893424988,0.5159110186882644,0.6775097846984863,0.6846005644225315,-0.007090779724045149
ours,7,g2,276228,37,0.6756756901741028,0.31303418803418803,0.942470371723175,0.7024396780319512,0.24003069369122387
ours,7,g3,276228,128,0.6953125,0.3746637586332243,0.745190441608429,0.7673795436520174,-0.022189102043588482
ours,7,g4,276228,14665,0.7706103324890137,0.6934959793038067,0.5460686683654785,0.6238109850217399,-0.07774231665626141
ours,7,g5,276228,14,0.7142857313156128,0.41428571428571426,1.073675513267517,0.8973705906662908,0.17630492260122632
ours,7,g6,276228,10579,0.7833443284034729,0.7297270028274573,0.5193026661872864,0.5871916648544888,-0.06788899866720244
