metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,balanced_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",1,2.0064079387982687,0.48857142851466223,0.25761005619324084,0.2453756134390336,0.25195714769372884,"[0.25853868194842405, 0.2453756134390336]","[0.00012683916793505834, 0.1337765337065547, 0.060296719749557644, 0.028405248207764102, 0.003941441441441441, 0.8441059014938619, 0.43684493415748454, 0.9154407061532557, 0.16889194769442534, 0.02343229929436826]","[[0.0, 0.0859504132231405, 0.016193751791344226, 0.0, 0.0035231943628890195, 0.9080350039777247, 0.4589661214953271, 0.9840330350997936, 0.18052081800794467, 0.00101010101010101], [0.0010070493454179255, 0.6643159379407616, 0.8943089430894309, 0.7954545454545454, 0.0136986301369863, 0.0, 0.18181818181818182, 0.012681159420289856, 0.0, 0.2908777969018933]]","[0.9994186758995056, 0.0005812862073071301]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",2,1.582110906860658,0.4319047619615282,0.6082984899731018,0.27670819177047945,0.45508762024054056,"[0.6334670487106017, 0.27670819177047945]","[0.5947488584474886, 0.8595754606951248, 0.1976316864026133, 0.3965913702150683, 0.4370777027027027, 0.702558793077947, 0.9254232733136254, 0.7958296021491621, 0.28974535443909155, 0.8215949940087871]","[[0.6804527644754027, 0.8516211061665607, 0.2060762396102035, 0.4011782858745967, 0.45581327069876687, 0.7549721559268099, 0.9591121495327103, 0.8553337921541638, 0.3096954538767103, 0.8360750360750361], [0.0, 0.9478138222849083, 0.037940379403794036, 0.2727272727272727, 0.0, 0.01050420168067227, 0.5370370370370371, 0.012681159420289856, 0.0, 0.648881239242685]]","[0.9896962642669678, 0.010303693823516369]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",3,0.9853612421523957,0.6916666667801993,0.7213640842632294,0.3269158172895432,0.539109771108955,"[0.7513037249283667, 0.3269158172895432]","[0.7861491628614916, 0.8441800793095404, 0.6135837756907582, 0.8583795482212904, 0.6372466216216216, 0.6777103978701375, 0.860655737704918, 0.541256236407829, 0.48836889194769445, 0.8773798428970843]","[[0.755623276737774, 0.919516846789574, 0.6458870736600745, 0.8706690980502174, 0.654286553141515, 0.7198090692124105, 0.9135514018691588, 0.5819683413626978, 0.5219949977931441, 0.9054834054834054], [0.9979859013091642, 0.00846262341325811, 0.0027100271002710027, 0.5265151515151515, 0.23972602739726026, 0.12184873949579832, 0.25084175084175087, 0.005434782608695652, 0.0, 0.5421686746987951]]","[0.9824939966201782, 0.017505979165434837]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",4,0.7157878594455265,0.8276190473919823,0.7079149910783243,0.3652321630804077,0.5495788322565363,"[0.7339255014326648, 0.3652321630804077]","[0.8023845763571791, 0.42232330300909726, 0.5982033483054308, 0.8578384958744758, 0.6858108108108109, 0.856825913326431, 0.8844396667562483, 0.7861072022515031, 0.8191328286304198, 0.4175209692451072]","[[0.7921927151356842, 0.459631277813096, 0.6286901691028948, 0.8716510029457147, 0.7006752789195537, 0.858392999204455, 0.9265478971962616, 0.8306951135581555, 0.8722966014418125, 0.44386724386724385], [0.8731117824773413, 0.00846262341325811, 0.02168021680216802, 0.48484848484848486, 0.339041095890411, 0.8361344537815126, 0.398989898989899, 0.19927536231884058, 0.04700854700854701, 0.10327022375215146]]","[0.9661356210708618, 0.033864330500364304]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",5,0.4004037054947444,0.8633333333333333,0.8185437694745532,0.7323518308795772,0.778718895382482,"[0.8250859598853868, 0.7323518308795772]","[0.8055555555555556, 0.9707254490319571, 0.8268681094324214, 0.9066684701744894, 0.8512105855855856, 0.787901198047626, 0.7926632625638269, 0.8372777280286555, 0.5587061252580867, 0.8177339901477833]","[[0.7808736032506167, 0.9697393515575333, 0.8205789624534251, 0.9082620283349698, 0.8608338226658837, 0.8124105011933174, 0.8398072429906542, 0.8335856847900894, 0.5618655289098131, 0.834920634920635], [0.9768378650553877, 0.9816643159379408, 0.94579945799458, 0.8636363636363636, 0.6267123287671232, 0.4642857142857143, 0.24915824915824916, 0.8858695652173914, 0.5128205128205128, 0.612736660929432]]","[0.7954881191253662, 0.20451194047927856]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",6,0.2825592623438154,0.9004761902491252,0.8176649178406882,0.8165902578796561,0.8242067937189901,"[0.8165902578796561, 0.8318233295583239]","[0.7889396245560629, 0.9125262421273618, 0.7236967469715531, 0.8238874611118626, 0.716920045045045, 0.8648128975003697, 0.9263638806772373, 0.6929768453370858, 0.9154852030282175, 0.8056184263080814]","[[0.7696996081845886, 0.905276541640178, 0.7234164517053597, 0.8191892271005751, 0.71095126247798, 0.8636435958631663, 0.9329731308411215, 0.6879559532002752, 0.9361483007209063, 0.8174603174603174], [0.9224572004028198, 0.9929478138222849, 0.7289972899728997, 0.9507575757575758, 0.8561643835616438, 0.8802521008403361, 0.8501683501683501, 0.7590579710144928, 0.6153846153846154, 0.6643717728055077]]","[0.22897005081176758, 0.7710299491882324]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",7,0.2466001758121309,0.933333333446866,0.849330208527524,0.8189882974707436,0.8353107676465465,"[0.8516332378223496, 0.8189882974707436]","[0.8165905631659056, 0.967109867039888, 0.7897100857492855, 0.777356959285811, 0.7992680180180181, 0.8859636148498743, 0.8957269551195916, 0.8659332224638608, 0.8455609084652443, 0.8331780055917987]","[[0.8003192570018866, 0.9645263827082009, 0.8026655202063628, 0.7723383363725628, 0.7977099236641222, 0.8884645982498011, 0.9077102803738317, 0.8589125946317963, 0.8430189789613065, 0.8704184704184704], [0.9295065458207452, 0.995768688293371, 0.5447154471544715, 0.9128787878787878, 0.8356164383561644, 0.8529411764705882, 0.7575757575757576, 0.9583333333333334, 0.8824786324786325, 0.3889845094664372]]","[0.017853882163763046, 0.9821460843086243]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",8,0.158702916318462,0.9635714285714285,0.8372526565288023,0.8343123209169054,0.8551516304471276,"[0.8343123209169054, 0.8759909399773499]","[0.8093607305936074, 0.9685094471658502, 0.7800462773921328, 0.7527390775057486, 0.7777308558558559, 0.8723561603313119, 0.8957269551195916, 0.8359984648842267, 0.7953200275292498, 0.8644654506723473]","[[0.7833405891742853, 0.9722822631913541, 0.7734307824591573, 0.7459671763220648, 0.776570757486788, 0.8665075576770087, 0.8961740654205608, 0.8293186510667584, 0.7985876121818449, 0.8873015873015873], [0.9899295065458208, 0.926657263751763, 0.9051490514905149, 0.9356060606060606, 0.8047945205479452, 0.9495798319327731, 0.8905723905723906, 0.9239130434782609, 0.7478632478632479, 0.5920826161790017]]","[0.005430308170616627, 0.994569718837738]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",9,0.11144444557882491,0.9776190476190476,0.8347892087672109,0.8291260744985673,0.8692629239990006,"[0.8291260744985673, 0.9093997734994338]","[0.776255707762557, 0.9737578726382086, 0.7740574384102354, 0.7512511835520087, 0.7729448198198198, 0.8554947492974412, 0.9060736361193228, 0.8214148650377383, 0.810461114934618, 0.8859006790041273]","[[0.7649107531562909, 0.9736808645899555, 0.76554886787045, 0.7442839107869267, 0.7724603640634174, 0.847096260938743, 0.9009929906542056, 0.8191328286304198, 0.8010887156098279, 0.8865800865800866], [0.8549848942598187, 0.9746121297602257, 0.9349593495934959, 0.9393939393939394, 0.7842465753424658, 0.9663865546218487, 0.9646464646464646, 0.8514492753623188, 0.9465811965811965, 0.8777969018932874]]","[0.007739570457488298, 0.9922604560852051]"
1.0,,,,,20,64,1341,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",10,0.08564559649853479,0.9833333332198007,0.8423127113904498,0.841919770773639,0.8447046947488429,"[0.841919770773639, 0.8474896187240468]","[0.7763825469304921, 0.9679262887800326, 0.7967878045460732, 0.7931827404301366, 0.7709740990990991, 0.8515012572104719, 0.9000268744961032, 0.8079826020212357, 0.849552649690296, 0.8917587538277193]","[[0.7927731824118416, 0.9693579148124603, 0.7899111493264546, 0.7870669098050217, 0.7723135642982971, 0.8431185361972952, 0.8942757009345794, 0.8195457673778389, 0.8402236280712079, 0.8956709956709956], [0.6626384692849949, 0.9520451339915373, 0.926829268292683, 0.9583333333333334, 0.7397260273972602, 0.9621848739495799, 0.9663299663299664, 0.6557971014492754, 0.9850427350427351, 0.8450946643717728]]","[0.011249573901295662, 0.9887504577636719]"
