mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32471, ""class_counts"": [2657, 2656, 2657, 2657, 1556, 1461, 1569, 5754, 5752, 5752], ""group_counts"": [10000, 2471, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 85, 85, 86, 652, 556, 664, 87, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",1,0.4774708954821537,0.8806627451692487,0.8644170017231476,0.5317427385892116,"[0.9295, 0.5317427385892116, 0.91205]","[0.7804932735426009, 0.9361618542526027, 0.84375, 0.9172313649564375, 0.8825435398946943, 0.8480956598759964, 0.9473369239976063, 0.976643598615917, 0.5023400936037441, 0.3234244946492271]","[[0.9906629318394025, 0.9802120141342756, 0.9824715162138475, 0.9670781893004116, 0.8969512195121951, 0.8034993270524899, 0.9261704681872749, 0.9375, 0.9682539682539683, 0.9157894736842105], [0.1832129963898917, 0.7434782608695653, 0.6795665634674922, 0.9493006993006993, 0.0, 0.0, 0.0, 0.9838709677419355, 0.31291028446389496, 0.0035778175313059034], [0.9719421306444542, 0.977866473149492, 0.820489977728285, 0.8835820895522388, 0.875379017586416, 0.8699669966996699, 0.9578727218404541, 0.9871794871794872, 0.9752066115702479, 0.9786096256684492]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32471, ""class_counts"": [2657, 2656, 2657, 2657, 1556, 1461, 1569, 5754, 5752, 5752], ""group_counts"": [10000, 2471, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 85, 85, 86, 652, 556, 664, 87, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",2,0.13170709131547526,0.974993070690483,0.9094773118897186,0.5593360995850623,"[0.9673, 0.5593360995850623, 0.96495]","[0.7524663677130045, 0.9836967197014339, 0.9241071428571429, 0.9605517909002904, 0.9360064803564196, 0.9667847652790079, 0.9694793536804309, 0.9783737024221453, 0.3790951638065523, 0.460166468489893]","[[0.9971988795518207, 0.9809187279151943, 0.9851007887817704, 0.9604938271604938, 0.9384146341463414, 0.9629878869448183, 0.9615846338535414, 0.9471153846153846, 0.9841269841269841, 1.0], [0.04422382671480144, 0.9706521739130435, 0.7507739938080495, 0.9685314685314685, 0.0, 0.0, 0.0, 0.978494623655914, 0.13347921225382933, 0.19320214669051877], [0.981587023235423, 0.989477503628447, 0.9429844097995546, 0.95863539445629, 0.9348089751364463, 0.9686468646864687, 0.9734090230056768, 0.9948717948717949, 0.9917355371900827, 0.983957219251337]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32471, ""class_counts"": [2657, 2656, 2657, 2657, 1556, 1461, 1569, 5754, 5752, 5752], ""group_counts"": [10000, 2471, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 85, 85, 86, 652, 556, 664, 87, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",3,0.06897964593339592,0.9838317268119646,0.9028431935669156,0.5755186721991701,"[0.9709, 0.5755186721991701, 0.9477]","[0.7430493273542601, 0.9304655274012964, 0.9139384920634921, 0.9610358180058083, 0.9505872823005266, 0.9435341009743136, 0.9603032116497108, 0.9411764705882353, 0.49297971918876754, 0.6623067776456599]","[[0.9934640522875817, 0.9653710247349824, 0.9886064855390009, 0.9868312757201646, 0.9579268292682926, 0.9569313593539704, 0.9669867947178872, 0.9230769230769231, 0.9841269841269841, 0.9894736842105263], [0.046028880866425995, 0.8021739130434783, 0.7770897832817337, 0.9737762237762237, 0.0, 0.0, 0.0, 0.921146953405018, 0.2910284463894967, 0.4991055456171735], [0.964050854888207, 0.9553701015965167, 0.9153674832962138, 0.9445628997867804, 0.9469375379017586, 0.936963696369637, 0.9569763967732298, 0.9794871794871794, 1.0, 0.983957219251337]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32471, ""class_counts"": [2657, 2656, 2657, 2657, 1556, 1461, 1569, 5754, 5752, 5752], ""group_counts"": [10000, 2471, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 85, 85, 86, 652, 556, 664, 87, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",4,0.014626275406587825,0.9880200794555142,0.9259620907524412,0.6441908713692946,"[0.9747, 0.6441908713692946, 0.9695]","[0.7553811659192825, 0.9762325672755844, 0.9402281746031746, 0.9644240077444337, 0.9503847711624139, 0.9554915854738707, 0.9896269698783163, 0.893598615916955, 0.7004680187207488, 0.8038049940546967]","[[0.9971988795518207, 0.9667844522968198, 0.9903593339176161, 0.9835390946502057, 0.9689024390243902, 0.9542395693135935, 0.9843937575030012, 0.8942307692307693, 1.0, 0.9473684210526315], [0.04422382671480144, 0.9695652173913043, 0.7476780185758514, 0.9685314685314685, 0.0, 0.0, 0.0, 0.8279569892473119, 0.5798687089715536, 0.7155635062611807], [0.9872862779482683, 0.9833091436865021, 0.9701559020044543, 0.9535181236673774, 0.9411764705882353, 0.9561056105610561, 0.9922318494173887, 0.9871794871794872, 1.0, 0.9946524064171123]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32471, ""class_counts"": [2657, 2656, 2657, 2657, 1556, 1461, 1569, 5754, 5752, 5752], ""group_counts"": [10000, 2471, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 85, 85, 86, 652, 556, 664, 87, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",5,-0.03831674949493204,0.990453019547751,0.9101091326823665,0.5470954356846474,"[0.9787, 0.5470954356846474, 0.9633]","[0.7522421524663677, 0.983893144765272, 0.8720238095238095, 0.9736205227492739, 0.9501822600243013, 0.9568201948627104, 0.9686814282864552, 0.9221453287197232, 0.42745709828393136, 0.6872770511296076]","[[1.0, 0.9872791519434629, 0.9938650306748467, 0.9736625514403292, 0.974390243902439, 0.9650067294751009, 0.9711884753901561, 0.9375, 1.0, 0.9894736842105263], [0.04512635379061372, 0.991304347826087, 0.3746130030959752, 0.9825174825174825, 0.0, 0.0, 0.0, 0.8655913978494624, 0.19912472647702406, 0.5313059033989267], [0.979395002192021, 0.9796806966618288, 0.9532293986636972, 0.9714285714285714, 0.9381443298969072, 0.9528052805280528, 0.9674335225575142, 0.9948717948717949, 0.9917355371900827, 1.0]]"
mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32098, ""class_counts"": [2657, 2657, 2659, 2656, 1426, 1350, 1437, 5752, 5752, 5752], ""group_counts"": [10000, 2098, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 86, 87, 85, 522, 445, 532, 85, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",1,0.4953093805471472,0.8760358901608881,0.8915693461767965,0.5295590217600616,"[0.9544, 0.5295590217600616, 0.95415]","[0.8659192825112108, 0.8302554027504911, 0.9513647642679901, 0.9262037261069441, 0.9208760852407262, 0.9120380376053598, 0.9469387755102041, 0.9550949913644214, 0.7379095163806553, 0.3436385255648038]","[[0.9928251121076234, 0.9786628733997155, 0.9815157116451017, 0.9505862646566164, 0.9170673076923077, 0.9552337063857801, 0.9431336963097399, 0.8857142857142857, 0.8676470588235294, 0.9325842696629213], [0.5180505415162455, 0.14363438520130578, 0.9549689440993789, 0.900523560209424, 0.08461538461538462, 0.32432432432432434, 0.09090909090909091, 0.9571428571428572, 0.6586433260393874, 0.03041144901610018], [0.9749664729548503, 0.983001808318264, 0.9361979166666666, 0.9201183431952663, 0.9560171044593769, 0.9119119119119119, 0.9824404761904761, 0.9896907216494846, 0.9741379310344828, 0.9792746113989638]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32098, ""class_counts"": [2657, 2657, 2659, 2656, 1426, 1350, 1437, 5752, 5752, 5752], ""group_counts"": [10000, 2098, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 86, 87, 85, 522, 445, 532, 85, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",2,0.13466580340664175,0.9734251355373181,0.9107492967351462,0.6520315809743886,"[0.9674, 0.6520315809743886, 0.9496]","[0.9271300448430493, 0.8893909626719056, 0.9404466501240695, 0.9223324461650133, 0.9244277821625888, 0.9122541603630863, 0.9492711370262391, 0.9645941278065631, 0.8689547581903276, 0.38525564803804996]","[[0.9982062780269059, 0.9772403982930299, 0.9953789279112755, 0.9597989949748744, 0.9561298076923077, 0.9539170506912442, 0.9606775559588627, 0.8857142857142857, 0.9411764705882353, 0.9662921348314607], [0.733754512635379, 0.4428726877040261, 0.8757763975155279, 0.956369982547993, 0.07692307692307693, 0.35135135135135137, 0.22727272727272727, 0.9803571428571428, 0.8293216630196937, 0.08407871198568873], [0.9874832364774251, 0.9931283905967451, 0.9327256944444444, 0.8951817413355875, 0.9419670128283445, 0.9119119119119119, 0.9720238095238095, 0.9845360824742269, 0.9827586206896551, 0.9896373056994818]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32098, ""class_counts"": [2657, 2657, 2659, 2656, 1426, 1350, 1437, 5752, 5752, 5752], ""group_counts"": [10000, 2098, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 86, 87, 85, 522, 445, 532, 85, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",3,0.07436976883242648,0.9824911209569704,0.9174267610036086,0.6293086847679569,"[0.9723, 0.6293086847679569, 0.9648]","[0.75, 0.9791748526522593, 0.939454094292804, 0.9721751754173724, 0.9396211523283347, 0.9448886967797709, 0.9593780369290573, 0.9706390328151986, 0.9079563182527302, 0.44946492271105826]","[[0.9982062780269059, 0.9900426742532006, 0.9852125693160814, 0.983249581239531, 0.9723557692307693, 0.9545753785385122, 0.9485783424077435, 0.9428571428571428, 0.9264705882352942, 0.9101123595505618], [0.048736462093862815, 0.9662676822633297, 0.8555900621118012, 0.9546247818499127, 0.6230769230769231, 0.2072072072072072, 0.5606060606060606, 0.9625, 0.8862144420131292, 0.18962432915921287], [0.97362539114886, 0.9779385171790235, 0.94140625, 0.9708368554522401, 0.9355528405620037, 0.9673006339673006, 0.9803571428571428, 0.9974226804123711, 0.9827586206896551, 0.9896373056994818]]"
,3000,10000,20000,5,128,1337,"[""mnist28"", ""usps16"", ""mnist32""]","{""total"": 32098, ""class_counts"": [2657, 2657, 2659, 2656, 1426, 1350, 1437, 5752, 5752, 5752], ""group_counts"": [10000, 2098, 20000], ""group_class_counts"": [[2000, 2000, 2000, 2000, 333, 333, 333, 333, 334, 334], [86, 86, 87, 85, 522, 445, 532, 85, 85, 85], [571, 571, 572, 571, 571, 572, 572, 5334, 5333, 5333]]}",4,0.018254189582420765,0.987475855238037,0.9191316454976842,0.6541498170614288,"[0.9662, 0.6541498170614288, 0.9644]","[0.8121076233183856, 0.9774066797642437, 0.937468982630273, 0.9484635857730462, 0.93646408839779, 0.9435919602334126, 0.9570456754130223, 0.9689119170984456, 0.875195007800312, 0.39595719381688466]","[[0.9964125560538116, 0.9871977240398293, 0.9926062846580407, 0.9731993299832495, 0.9200721153846154, 0.9585253456221198, 0.9618874773139746, 0.9476190476190476, 0.9264705882352942, 0.9887640449438202], [0.2933212996389892, 0.9923830250272034, 0.8773291925465838, 0.8097731239092496, 0.4076923076923077, 0.45045045045045046, 0.4090909090909091, 0.9589285714285715, 0.8358862144420132, 0.09838998211091235], [0.9772016092981672, 0.9674502712477396, 0.9283854166666666, 0.9695688926458157, 0.9657910812461821, 0.9542876209542877, 0.9761904761904762, 0.9948453608247423, 1.0, 0.9844559585492227]]"
