method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
REMIND,0,g1,1337732,209,0.7177033424377441,0.584522020904916,0.801561176776886,0.684601,0.11696
REMIND,0,g2,1337732,37,0.5945945978164673,0.2652218782249742,1.1516257524490356,0.70244,0.449186
REMIND,0,g3,1337732,128,0.7265625,0.6264667064216328,0.9200990200042723,0.76738,0.152719
REMIND,0,g4,1337732,14665,0.7518581748008728,0.6462724640960545,0.6381644010543823,0.623811,0.014353
REMIND,0,g5,1337732,14,0.7142857313156128,0.4142857142857142,1.2073551416397097,0.897371,0.309984
REMIND,0,g6,1337732,10579,0.7616977095603943,0.6825702854865385,0.563580334186554,0.587192,-0.023612
REMIND,1,g1,1337732,209,0.7081339359283447,0.6089661642550451,0.8263387084007263,0.684601,0.141738
REMIND,1,g2,1337732,37,0.6756756901741028,0.4206730769230769,1.049205303192139,0.70244,0.346765
REMIND,1,g3,1337732,128,0.7421875,0.6509877684129632,0.8698163032531738,0.76738,0.102436
REMIND,1,g4,1337732,14665,0.7482441663742065,0.6385474790694715,0.6521179676055908,0.623811,0.028307
REMIND,1,g5,1337732,14,0.6428571939468384,0.3666666666666666,1.1392112970352173,0.897371,0.24184
REMIND,1,g6,1337732,10579,0.7569713592529297,0.6914423367905871,0.5731248259544373,0.587192,-0.014067
REMIND,42,g1,1337732,209,0.7272726893424988,0.592287784679089,0.7658505439758301,0.684601,0.08125
REMIND,42,g2,1337732,37,0.6216216087341309,0.2756410256410256,1.1623942852020264,0.70244,0.459954
REMIND,42,g3,1337732,128,0.6953125,0.6009614781353911,1.0528908967971802,0.76738,0.285511
REMIND,42,g4,1337732,14665,0.7494715452194214,0.6635017766218919,0.6299508213996887,0.623811,0.00614
REMIND,42,g5,1337732,14,0.7142857313156128,0.4142857142857142,1.243124008178711,0.897371,0.345753
REMIND,42,g6,1337732,10579,0.7572548985481262,0.6830814567525553,0.565441906452179,0.587192,-0.02175
REMIND,1337,g1,1337732,209,0.6985645890235901,0.586953851019316,0.7956703305244446,0.684601,0.111069
REMIND,1337,g2,1337732,37,0.6216216087341309,0.4362745098039216,1.195024490356445,0.70244,0.492584
REMIND,1337,g3,1337732,128,0.71875,0.5919952596423185,0.8748557567596436,0.76738,0.107476
REMIND,1337,g4,1337732,14665,0.7431299090385437,0.6651262029251319,0.6291525959968567,0.623811,0.005342
REMIND,1337,g5,1337732,14,0.6428571939468384,0.3666666666666666,1.0188597440719604,0.897371,0.121489
REMIND,1337,g6,1337732,10579,0.7565932273864746,0.7056950774420576,0.5717082619667053,0.587192,-0.015484
REMIND,7,g1,1337732,209,0.7320573925971985,0.6169921139181952,0.7433679699897766,0.684601,0.058767
REMIND,7,g2,1337732,37,0.5945945978164673,0.2696078431372549,1.1839157342910769,0.70244,0.481476
REMIND,7,g3,1337732,128,0.6953125,0.5838348156061371,0.9939156770706176,0.76738,0.226536
REMIND,7,g4,1337732,14665,0.7428571581840515,0.6555590133337025,0.6339494585990906,0.623811,0.010138
REMIND,7,g5,1337732,14,0.6428571939468384,0.3666666666666666,1.2211344242095947,0.897371,0.323763
REMIND,7,g6,1337732,10579,0.7553643584251404,0.6925835771779132,0.5757087469100952,0.587192,-0.011483
REMIND,2024,g1,1337732,209,0.7320573925971985,0.61032256828717,0.8356677889823914,0.684601,0.151067
