method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
Independent,42,g0,533,0.6454,0.55332,0.53117,0.2771,0.25407
Independent,42,g1,530,0.70189,0.50156,0.6225,0.29092,0.33158
Independent,42,g2,2338,0.67836,0.54069,0.63181,0.28944,0.34237
Independent,1337,g0,533,0.66792,0.56422,0.54713,0.2771,0.27003
Independent,1337,g1,530,0.70189,0.49341,0.55954,0.29092,0.26862
Independent,1337,g2,2338,0.73011,0.57272,0.59857,0.28944,0.30913
Independent,7,g0,533,0.69418,0.5865,0.4697,0.2771,0.1926
Independent,7,g1,530,0.66415,0.49948,0.65146,0.29092,0.36054
Independent,7,g2,2338,0.72626,0.56769,0.55764,0.28944,0.2682
Independent,2024,g0,533,0.70544,0.58398,0.48923,0.2771,0.21213
Independent,2024,g1,530,0.69057,0.5199,0.63036,0.29092,0.33944
Independent,2024,g2,2338,0.70188,0.55507,0.58545,0.28944,0.29601
Independent,31337,g0,533,0.65854,0.56321,0.55664,0.2771,0.27954
Independent,31337,g1,530,0.76792,0.53527,0.57142,0.29092,0.2805
Independent,31337,g2,2338,0.72498,0.5709,0.60596,0.28944,0.31652
Independent,11,g0,533,0.64165,0.55241,0.56529,0.2771,0.28819
Independent,11,g1,530,0.66226,0.48835,0.61691,0.29092,0.32599
Independent,11,g2,2338,0.66424,0.53195,0.65443,0.28944,0.36499
Independent,22,g0,533,0.69418,0.57762,0.50384,0.2771,0.22674
Independent,22,g1,530,0.8283,0.52702,0.61727,0.29092,0.32634
Independent,22,g2,2338,0.75535,0.58185,0.51353,0.28944,0.22409
Independent,33,g0,533,0.62852,0.53697,0.61116,0.2771,0.33406
Independent,33,g1,530,0.68868,0.51527,0.60539,0.29092,0.31446
Independent,33,g2,2338,0.74251,0.57494,0.58631,0.28944,0.29688
Independent,44,g0,533,0.6379,0.54772,0.57684,0.2771,0.29974
Independent,44,g1,530,0.74151,0.53542,0.53781,0.29092,0.24689
Independent,44,g2,2338,0.72926,0.56995,0.60288,0.28944,0.31344
Independent,55,g0,533,0.63602,0.53648,0.55372,0.2771,0.27662
Independent,55,g1,530,0.65849,0.5052,0.59364,0.29092,0.30272
Independent,55,g2,2338,0.72926,0.57065,0.60661,0.28944,0.31717
