method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,7,g1,276228,209,0.7177033424377441,0.5241379063583254,0.6897915005683899,0.6846005644225315,0.005190936145858416
anchors_only,7,g2,276228,37,0.5675675868988037,0.255,1.310652732849121,0.7024396780319512,0.6082130548171699
anchors_only,7,g3,276228,128,0.6875,0.5284762898178609,0.866665244102478,0.7673795436520174,0.09928570045046059
anchors_only,7,g4,276228,14665,0.743948221206665,0.618266253390926,0.6063108444213867,0.6238109850217399,-0.01750014060035321
anchors_only,7,g5,276228,14,0.5714285969734192,0.325,1.4525114297866821,0.8973705906662908,0.5551408391203914
anchors_only,7,g6,276228,10579,0.7496927976608276,0.667014841386905,0.5851523280143738,0.5871916648544888,-0.002039336840115036
align_only,7,g1,276228,209,0.7272726893424988,0.5002164502164502,0.6625428795814514,0.6846005644225315,-0.02205768484108006
align_only,7,g2,276228,37,0.5675675868988037,0.26799242424242425,0.9760184288024902,0.7024396780319512,0.27357875077053906
align_only,7,g3,276228,128,0.71875,0.5548811431623932,0.7222152948379517,0.7673795436520174,-0.04516424881406578
align_only,7,g4,276228,14665,0.7669962644577026,0.7042787279108677,0.5514503717422485,0.6238109850217399,-0.07236061327949139
align_only,7,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1293686628341675,0.8973705906662908,0.2319980721678767
align_only,7,g6,276228,10579,0.7772001028060913,0.7258284788794547,0.5274528861045837,0.5871916648544888,-0.059738778749905075
ours,7,g1,276228,209,0.7272726893424988,0.5059223817118554,0.6726775765419006,0.6846005644225315,-0.011922987880630842
ours,7,g2,276228,37,0.5945945978164673,0.27891156462585037,0.9273568391799927,0.7024396780319512,0.2249171611480415
ours,7,g3,276228,128,0.71875,0.3883101851851851,0.7391558885574341,0.7673795436520174,-0.028223655094583355
ours,7,g4,276228,14665,0.7630412578582764,0.6846226358589409,0.5510133504867554,0.6238109850217399,-0.07279763453498456
ours,7,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9999240040779114,0.8973705906662908,0.10255341341162061
ours,7,g6,276228,10579,0.7737026214599609,0.7304245602133623,0.527739942073822,0.5871916648544888,-0.059451722780666794
