method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss,auroc
FlexMoE,42,g0,533,536354,0.8180112570356473,0.6377274670142173,0.6687843194598329,0.279088,0.38969631945983285,0.7509994669509595
FlexMoE,42,g1,530,536354,0.7867924528301887,0.5684256797169437,0.6773754043399163,0.242395,0.43498040433991625,0.7495352240813259
FlexMoE,42,g2,2338,536354,0.8391787852865698,0.5918515918515919,0.6796546854250853,0.252005,0.42764968542508536,0.7352451734052006
FlexMoE,1337,g0,533,536354,0.8799249530956847,0.468063872255489,0.646347761936975,0.279088,0.36725976193697496,0.6193363539445629
FlexMoE,1337,g1,530,536354,0.9,0.4736842105263158,0.6430785718953834,0.242395,0.4006835718953834,0.6455836398876628
FlexMoE,1337,g2,2338,536354,0.8960650128314799,0.4725919242048275,0.6486987379802609,0.252005,0.3966937379802609,0.7686637896065708
FlexMoE,7,g0,533,536354,0.6660412757973734,0.5628087443780875,0.6045989196632752,0.279088,0.32551091966327517,0.773254264392324
FlexMoE,7,g1,530,536354,0.7962264150943397,0.5941116405718176,0.42987021856581686,0.242395,0.18747521856581686,0.7451841303745896
FlexMoE,7,g2,2338,536354,0.7070145423438836,0.5818899473501874,0.5181683373846716,0.252005,0.2661633373846716,0.8058508796403476
FlexMoE,2024,g0,533,536354,0.6791744840525328,0.5727665199476875,0.6602592816234042,0.279088,0.3811712816234042,0.75386460554371
FlexMoE,2024,g1,530,536354,0.7641509433962265,0.5682660914559046,0.4757467578041016,0.242395,0.23335175780410158,0.7372730509077963
FlexMoE,2024,g2,2338,536354,0.7155688622754491,0.5815916133711346,0.5213297801212035,0.252005,0.2693247801212035,0.8016530233865017
FlexMoE,31337,g0,533,536354,0.6754221388367729,0.561128959329859,0.6344128208763357,0.279088,0.35532482087633566,0.7585621002132196
FlexMoE,31337,g1,530,536354,0.7188679245283018,0.555996604051524,0.5917667096055391,0.242395,0.3493717096055391,0.7307859657450259
FlexMoE,31337,g2,2338,536354,0.7519247219846023,0.6023212492609727,0.4917048889663637,0.252005,0.23969988896636374,0.7854829167136612
FlexMoE,11,g0,533,536354,0.6566604127579737,0.5515963682335364,0.6268699402404446,0.279088,0.3477819402404446,0.7587619936034115
FlexMoE,11,g1,530,536354,0.7415094339622641,0.5826315880232912,0.5278093869321548,0.242395,0.2854143869321548,0.7412285906411931
FlexMoE,11,g2,2338,536354,0.7335329341317365,0.5894683765785922,0.5031290290564991,0.252005,0.25112402905649917,0.7998622810298055
FlexMoE,22,g0,533,536354,0.701688555347092,0.5810680547522653,0.7484492958995411,0.279088,0.4693612958995411,0.7487006929637526
FlexMoE,22,g1,530,536354,0.7886792452830189,0.5699049385578484,0.6314521869728564,0.242395,0.3890571869728564,0.7130255923420751
FlexMoE,22,g2,2338,536354,0.7544910179640718,0.5982577354152696,0.5016950924970174,0.252005,0.2496900924970174,0.7774631611648335
FlexMoE,33,g0,533,536354,0.6472795497185742,0.5467687074829932,0.6537662697063339,0.279088,0.3746782697063339,0.750199893390192
FlexMoE,33,g1,530,536354,0.8264150943396227,0.6214285714285714,0.4559148808596055,0.242395,0.21351988085960552,0.7496934456706618
FlexMoE,33,g2,2338,536354,0.7510692899914457,0.6062196138352549,0.47262866440419216,0.252005,0.22062366440419218,0.8030974895968752
FlexMoE,44,g0,533,536354,0.8780487804878049,0.4675324675324675,0.6625454277079728,0.279088,0.38345742770797275,0.7748200959488273
FlexMoE,44,g1,530,536354,0.9,0.4736842105263158,0.6591933591185876,0.242395,0.41679835911858754,0.6968474348324829
FlexMoE,44,g2,2338,536354,0.8575705731394354,0.5831337493675156,0.6576949593804655,0.252005,0.40568995938046554,0.7643046676045804
FlexMoE,55,g0,533,536354,0.7110694183864915,0.5859463276836158,0.5379705018718415,0.279088,0.2588825018718415,0.7584954690831556
FlexMoE,55,g1,530,536354,0.7773584905660378,0.6086259981476383,0.451156686699649,0.242395,0.20876168669964898,0.7693524781456431
FlexMoE,55,g2,2338,536354,0.7104362703165098,0.5770417727184667,0.5354470538710809,0.252005,0.28344205387108096,0.8022703842873735
