method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,11,g1,276228,209,0.7511961460113525,0.6626335325926455,0.6278698444366455,0.6846005644225315,-0.05673071998588597
regret_only,11,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9650993347167969,0.7024396780319512,0.2626596566848457
regret_only,11,g3,276228,128,0.71875,0.6540808080808082,0.6744337677955627,0.7673795436520174,-0.0929457758564547
regret_only,11,g4,276228,14665,0.7700648307800293,0.698012395024043,0.5358127951622009,0.6238109850217399,-0.087998189859539
regret_only,11,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9931398034095764,0.8973705906662908,0.09576921274328565
regret_only,11,g6,276228,10579,0.7787125110626221,0.7075958329144689,0.5146490931510925,0.5871916648544888,-0.07254257170339629
ours,11,g1,276228,209,0.7129186391830444,0.5072214796760751,0.6767489910125732,0.6846005644225315,-0.007851573409958235
ours,11,g2,276228,37,0.5945945978164673,0.27891156462585037,1.0822888612747192,0.7024396780319512,0.37984918324276806
ours,11,g3,276228,128,0.71875,0.596513627155576,0.7166120409965515,0.7673795436520174,-0.050767502655465924
ours,11,g4,276228,14665,0.7613365650177002,0.6628943549655053,0.5730100870132446,0.6238109850217399,-0.0508008980084953
ours,11,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1271045207977295,0.8973705906662908,0.22973393013143872
ours,11,g6,276228,10579,0.7702996134757996,0.7023657613663781,0.5483376383781433,0.5871916648544888,-0.038854026476345505
