method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1,g1,276228,209,0.7224879860877991,0.5030984811478296,0.5849343538284302,0.6846005644225315,-0.0996662105941013
regret_only,1,g2,276228,37,0.6486486792564392,0.2863485016648169,0.7583314776420593,0.7024396780319512,0.05589179961010815
regret_only,1,g3,276228,128,0.6953125,0.4084906053409991,0.7159584760665894,0.7673795436520174,-0.05142106758542808
regret_only,1,g4,276228,14665,0.776065468788147,0.6959164086853348,0.524998128414154,0.6238109850217399,-0.09881285660758587
regret_only,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1984872817993164,0.8973705906662908,0.30111669113302564
regret_only,1,g6,276228,10579,0.7831553220748901,0.7252664798025045,0.5056919455528259,0.5871916648544888,-0.08149971930166289
ours,1,g1,276228,209,0.7272726893424988,0.5163268088421462,0.6025417447090149,0.6846005644225315,-0.08205881971351658
ours,1,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8905626535415649,0.7024396780319512,0.18812297550961377
ours,1,g3,276228,128,0.7109375,0.5047257006559331,0.7580258846282959,0.7673795436520174,-0.009353659023721539
ours,1,g4,276228,14665,0.7724514603614807,0.6918655140477377,0.5386977195739746,0.6238109850217399,-0.08511326544776532
ours,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.1294699907302856,0.8973705906662908,0.23209940006399488
ours,1,g6,276228,10579,0.7811702489852905,0.7316112534455843,0.5211936235427856,0.5871916648544888,-0.06599804131170317
