method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
erm,0,g1,276228,167,0.7365269660949707,0.46049529976427817,0.6190793514251709,0.7042592997010504,0.0
erm,0,g2,276228,17,0.6470588445663452,0.3268398268398268,0.6863228678703308,1.1098658346005161,0.0
erm,0,g3,276228,97,0.7113401889801025,0.49642857142857144,0.7030339241027832,0.819829495508034,0.0
erm,0,g4,276228,1474,0.759158730506897,0.6328802082844092,0.6008507609367371,0.6156920571361407,0.0
erm,0,g5,276228,5,0.800000011920929,0.45,0.8848298192024231,1.1423926711149963,0.0
erm,0,g6,276228,1557,0.7257546782493591,0.6484980907960654,0.6137858033180237,0.5859597387632378,0.027826064554785868
groupdro,0,g1,276228,167,0.7485029697418213,0.4744340919622102,0.6305610537528992,0.7042592997010504,0.0
groupdro,0,g2,276228,17,0.529411792755127,0.2732793522267206,0.7232410311698914,1.1098658346005161,0.0
groupdro,0,g3,276228,97,0.6907216310501099,0.45516127065422834,0.6963261961936951,0.819829495508034,0.0
groupdro,0,g4,276228,1474,0.7530528903007507,0.6127881231758564,0.6099455952644348,0.6156920571361407,0.0
groupdro,0,g5,276228,5,0.800000011920929,0.45,0.894985556602478,1.1423926711149963,0.0
groupdro,0,g6,276228,1557,0.7276814579963684,0.6793988675875093,0.6277630925178528,0.5859597387632378,0.04180335375461497
align_only,0,g1,276228,167,0.742514967918396,0.43058375634517765,0.7270203828811646,0.7042592997010504,0.02276108318011416
align_only,0,g2,276228,17,0.529411792755127,0.2659090909090909,0.9207697510719299,1.1098658346005161,0.0
align_only,0,g3,276228,97,0.7319587469100952,0.5028505897771953,0.8040256500244141,0.819829495508034,0.0
align_only,0,g4,276228,1474,0.7333785891532898,0.5242652080470295,0.7125046253204346,0.6156920571361407,0.09681256818429385
align_only,0,g5,276228,5,0.6000000238418579,0.3666666666666667,0.9379158020019531,1.1423926711149963,0.0
align_only,0,g6,276228,1557,0.7251123785972595,0.6446098220161549,0.713354766368866,0.5859597387632378,0.12739502760562815
regret_only,0,g1,276228,167,0.742514967918396,0.4320825672739428,0.6307458877563477,0.7042592997010504,0.0
regret_only,0,g2,276228,17,0.529411792755127,0.2732793522267206,0.7232885956764221,1.1098658346005161,0.0
regret_only,0,g3,276228,97,0.6907216310501099,0.45516127065422834,0.6960320472717285,0.819829495508034,0.0
regret_only,0,g4,276228,1474,0.7530528903007507,0.6127881231758564,0.6100290417671204,0.6156920571361407,0.0
regret_only,0,g5,276228,5,0.800000011920929,0.45,0.8968228101730347,1.1423926711149963,0.0
regret_only,0,g6,276228,1557,0.7270391583442688,0.6789903348682284,0.6277683973312378,0.5859597387632378,0.04180865856799998
ours,0,g1,276228,167,0.742514967918396,0.43058375634517765,0.7273089289665222,0.7042592997010504,0.023049629265471827
ours,0,g2,276228,17,0.529411792755127,0.2659090909090909,0.9196778535842896,1.1098658346005161,0.0
ours,0,g3,276228,97,0.7319587469100952,0.5028505897771953,0.8047765493392944,0.819829495508034,0.0
ours,0,g4,276228,1474,0.7333785891532898,0.5242652080470295,0.7126312255859375,0.6156920571361407,0.09693916844979678
ours,0,g5,276228,5,0.6000000238418579,0.3666666666666667,0.9343608617782593,1.1423926711149963,0.0
ours,0,g6,276228,1557,0.7257546782493591,0.645284052458209,0.7132413387298584,0.5859597387632378,0.12728159996662058
group_only,0,g1,276228,167,0.742514967918396,0.43098231497778894,0.6396121382713318,0.0,0.6396121382713318
group_only,0,g2,276228,17,0.6470588445663452,0.3268398268398268,1.2025973796844482,0.0,1.2025973796844482
group_only,0,g3,276228,97,0.7216494679450989,0.4409584980237154,0.748322606086731,0.0,0.748322606086731
group_only,0,g4,276228,1474,0.743554949760437,0.5341605872150251,0.6311677098274231,0.0,0.6311677098274231
group_only,0,g5,276228,5,0.800000011920929,0.45,1.2075989246368408,0.0,1.2075989246368408
group_only,0,g6,276228,1557,0.7186897993087769,0.6369116098527864,0.6451680064201355,0.0,0.6451680064201355
erm,1,g1,276228,167,0.7305389046669006,0.4855082656806795,0.6386883854866028,0.6977200501522032,0.0
erm,1,g2,276228,17,0.529411792755127,0.25757575757575757,0.8315922021865845,1.2099509762653113,0.0
erm,1,g3,276228,97,0.6804123520851135,0.44711824123588834,0.6443678140640259,0.8084995526609835,0.0
erm,1,g4,276228,1474,0.7584803104400635,0.6467309100821604,0.5837889313697815,0.614205322194441,0.0
erm,1,g5,276228,5,0.800000011920929,0.45,0.7308511734008789,1.1859895008299646,0.0
erm,1,g6,276228,1557,0.731535017490387,0.6579391894750345,0.6069151163101196,0.5840971290501143,0.02281798726000528
groupdro,1,g1,276228,167,0.7305389046669006,0.4855082656806795,0.6408636569976807,0.6977200501522032,0.0
groupdro,1,g2,276228,17,0.529411792755127,0.25757575757575757,0.824581503868103,1.2099509762653113,0.0
groupdro,1,g3,276228,97,0.6804123520851135,0.4096336499321574,0.6467344164848328,0.8084995526609835,0.0
