method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
GroupDRO,7,g0,533,0.72608,0.60746,0.45032,0.27883,0.17149
GroupDRO,7,g1,530,0.74528,0.5856,0.39953,0.23939,0.16015
GroupDRO,7,g2,2338,0.70145,0.5798,0.479,0.25011,0.22888
Shared_Anchors,42,g0,533,0.7167,0.59521,0.4796,0.27883,0.20076
Shared_Anchors,42,g1,530,0.76415,0.60723,0.40682,0.23939,0.16744
Shared_Anchors,42,g2,2338,0.72284,0.59141,0.47341,0.25011,0.2233
Shared_Anchors,1337,g0,533,0.76923,0.62293,0.42156,0.27883,0.14272
Shared_Anchors,1337,g1,530,0.80943,0.62242,0.36704,0.23939,0.12765
Shared_Anchors,1337,g2,2338,0.77502,0.61329,0.41414,0.25011,0.16403
Shared_Anchors,7,g0,533,0.76173,0.60145,0.43055,0.27883,0.15172
Shared_Anchors,7,g1,530,0.82264,0.64293,0.37576,0.23939,0.13637
Shared_Anchors,7,g2,2338,0.78571,0.61256,0.42127,0.25011,0.17116
AnchorsOnly,42,g0,533,0.74109,0.61002,0.44751,0.27883,0.16867
AnchorsOnly,42,g1,530,0.80566,0.63395,0.39193,0.23939,0.15254
AnchorsOnly,42,g2,2338,0.71257,0.58337,0.49459,0.25011,0.24447
AnchorsOnly,1337,g0,533,0.74484,0.61053,0.4489,0.27883,0.17006
AnchorsOnly,1337,g1,530,0.79434,0.61635,0.39133,0.23939,0.15194
AnchorsOnly,1337,g2,2338,0.73139,0.59403,0.45311,0.25011,0.203
AnchorsOnly,7,g0,533,0.68856,0.57779,0.55864,0.27883,0.2798
AnchorsOnly,7,g1,530,0.73396,0.57677,0.47651,0.23939,0.23712
AnchorsOnly,7,g2,2338,0.74038,0.59876,0.46096,0.25011,0.21085
Shared_Anchors_GDRO,42,g0,533,0.73921,0.60847,0.45178,0.27883,0.17295
Shared_Anchors_GDRO,42,g1,530,0.78679,0.62023,0.37541,0.23939,0.13602
Shared_Anchors_GDRO,42,g2,2338,0.75577,0.60617,0.43041,0.25011,0.1803
Shared_Anchors_GDRO,1337,g0,533,0.76923,0.62293,0.40979,0.27883,0.13096
Shared_Anchors_GDRO,1337,g1,530,0.81509,0.62367,0.34413,0.23939,0.10474
Shared_Anchors_GDRO,1337,g2,2338,0.78015,0.60616,0.39229,0.25011,0.14217
Shared_Anchors_GDRO,7,g0,533,0.77861,0.61575,0.41785,0.27883,0.13901
Shared_Anchors_GDRO,7,g1,530,0.83962,0.65234,0.36422,0.23939,0.12483
Shared_Anchors_GDRO,7,g2,2338,0.79983,0.6193,0.40438,0.25011,0.15427
Ours_GDRO,42,g0,533,0.70919,0.59161,0.50882,0.27883,0.22999
Ours_GDRO,42,g1,530,0.81132,0.61599,0.38312,0.23939,0.14373
Ours_GDRO,42,g2,2338,0.73524,0.59525,0.4645,0.25011,0.21439
Ours_GDRO,1337,g0,533,0.80488,0.63951,0.39484,0.27883,0.11601
Ours_GDRO,1337,g1,530,0.79811,0.59134,0.3583,0.23939,0.11891
Ours_GDRO,1337,g2,2338,0.72883,0.59499,0.46092,0.25011,0.21081
Ours_GDRO,7,g0,533,0.73171,0.5998,0.60099,0.27883,0.32215
Ours_GDRO,7,g1,530,0.87925,0.52317,0.51255,0.23939,0.27316
Ours_GDRO,7,g2,2338,0.76946,0.6056,0.59204,0.25011,0.34193
RegretDRO,42,g0,533,0.70919,0.5939,0.47125,0.27883,0.19242
RegretDRO,42,g1,530,0.74717,0.60213,0.42895,0.23939,0.18956
RegretDRO,42,g2,2338,0.64328,0.54606,0.56096,0.25011,0.31085
RegretDRO,1337,g0,533,0.73358,0.61593,0.43776,0.27883,0.15892
RegretDRO,1337,g1,530,0.76981,0.62407,0.43354,0.23939,0.19415
RegretDRO,1337,g2,2338,0.69033,0.57183,0.50064,0.25011,0.25052
RegretDRO,7,g0,533,0.72795,0.60664,0.44836,0.27883,0.16953
RegretDRO,7,g1,530,0.73962,0.578,0.40316,0.23939,0.16378
RegretDRO,7,g2,2338,0.70317,0.58112,0.48209,0.25011,0.23198
Ours_Regret,42,g0,533,0.72233,0.60441,0.49767,0.27883,0.21883
Ours_Regret,42,g1,530,0.80566,0.60662,0.38595,0.23939,0.14656
Ours_Regret,42,g2,2338,0.73011,0.58992,0.4676,0.25011,0.21749
Ours_Regret,1337,g0,533,0.79925,0.63756,0.39673,0.27883,0.11789
Ours_Regret,1337,g1,530,0.80189,0.59456,0.36009,0.23939,0.1207
Ours_Regret,1337,g2,2338,0.72883,0.5938,0.46062,0.25011,0.21051
Ours_Regret,7,g0,533,0.73171,0.5998,0.60099,0.27883,0.32215
Ours_Regret,7,g1,530,0.87925,0.52317,0.51255,0.23939,0.27316
Ours_Regret,7,g2,2338,0.76946,0.6056,0.59204,0.25011,0.34193
