method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,11,g1,276228,209,0.6937798857688904,0.4450999484506558,0.6792858839035034,0.6846005644225315,-0.005314680519028059
anchors_only,11,g2,276228,37,0.5945945978164673,0.27891156462585037,1.314145803451538,0.7024396780319512,0.6117061254195869
anchors_only,11,g3,276228,128,0.671875,0.5603315072341621,0.8970809578895569,0.7673795436520174,0.12970141423753945
anchors_only,11,g4,276228,14665,0.7433344721794128,0.6301455879362119,0.6026430726051331,0.6238109850217399,-0.02116791241660687
anchors_only,11,g5,276228,14,0.6428571939468384,0.36666666666666664,1.5600253343582153,0.8973705906662908,0.6626547436919246
anchors_only,11,g6,276228,10579,0.7525286078453064,0.6726416752555185,0.5817058086395264,0.5871916648544888,-0.005485856214962448
align_only,11,g1,276228,209,0.7177033424377441,0.49981513495148544,0.6567606329917908,0.6846005644225315,-0.027839931430740705
align_only,11,g2,276228,37,0.6216216087341309,0.29000000000000004,0.9785956144332886,0.7024396780319512,0.2761559364013374
align_only,11,g3,276228,128,0.6953125,0.5797795078348157,0.7546494007110596,0.7673795436520174,-0.012730142940957867
align_only,11,g4,276228,14665,0.7763382196426392,0.6957863177861816,0.5305181741714478,0.6238109850217399,-0.09329281085029217
align_only,11,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0990480184555054,0.8973705906662908,0.2016774277892146
align_only,11,g6,276228,10579,0.7783344388008118,0.7217940224504016,0.5189626812934875,0.5871916648544888,-0.06822898356100127
ours,11,g1,276228,209,0.7129186391830444,0.47914323962516736,0.652669370174408,0.6846005644225315,-0.03193119424812352
ours,11,g2,276228,37,0.5675675868988037,0.26799242424242425,0.9746226668357849,0.7024396780319512,0.27218298880383374
ours,11,g3,276228,128,0.7109375,0.41717602636849127,0.7148333191871643,0.7673795436520174,-0.05254622446485313
ours,11,g4,276228,14665,0.7633140087127686,0.6678292306678277,0.555972158908844,0.6238109850217399,-0.06783882611289593
ours,11,g5,276228,14,0.7142857313156128,0.41428571428571426,1.110629916191101,0.8973705906662908,0.2132593255248103
ours,11,g6,276228,10579,0.7720011472702026,0.7019104539973331,0.5288329720497131,0.5871916648544888,-0.05835869280477568
