method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,31337,g1,276228,209,0.7081339359283447,0.5757874651046457,0.6524790525436401,0.6846005644225315,-0.03212151187889134
regret_only,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9311859607696533,0.7024396780319512,0.22874628273770214
regret_only,31337,g3,276228,128,0.6953125,0.5726233766233766,0.7271546721458435,0.7673795436520174,-0.04022487150617393
regret_only,31337,g4,276228,14665,0.7764745950698853,0.6987583985694427,0.5221090316772461,0.6238109850217399,-0.10170195334449383
regret_only,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0176637172698975,0.8973705906662908,0.12029312660360669
regret_only,31337,g6,276228,10579,0.7811702489852905,0.7325592297131074,0.50724196434021,0.5871916648544888,-0.07994970051427885
ours,31337,g1,276228,209,0.6985645890235901,0.45610119047619047,0.6962992548942566,0.6846005644225315,0.011698690471725115
ours,31337,g2,276228,37,0.6486486792564392,0.2863485016648169,1.080791711807251,0.7024396780319512,0.3783520337752998
ours,31337,g3,276228,128,0.734375,0.5936367948939106,0.7908958792686462,0.7673795436520174,0.023516335616628803
ours,31337,g4,276228,14665,0.7580634355545044,0.6686235824530742,0.5870698094367981,0.6238109850217399,-0.03674117558494183
ours,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0505229234695435,0.8973705906662908,0.1531523328032527
ours,31337,g6,276228,10579,0.7710558772087097,0.7079724316722907,0.5581932663917542,0.5871916648544888,-0.028998398462734665
