method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,31337,g1,276228,209,0.679425835609436,0.4309701481722371,0.7123644351959229,0.6846005644225315,0.027763870773391375
anchors_only,31337,g2,276228,37,0.6486486792564392,0.2863485016648169,1.28382408618927,0.7024396780319512,0.5813844081573188
anchors_only,31337,g3,276228,128,0.6640625,0.5029441884280594,0.9599103927612305,0.7673795436520174,0.19253084910921303
anchors_only,31337,g4,276228,14665,0.7395159006118774,0.5920190829514448,0.6125790476799011,0.6238109850217399,-0.011231937341838805
anchors_only,31337,g5,276228,14,0.5714285969734192,0.325,1.646271824836731,0.8973705906662908,0.7489012341704402
anchors_only,31337,g6,276228,10579,0.7483693957328796,0.6820536877632489,0.5931801199913025,0.5871916648544888,0.005988455136813675
align_only,31337,g1,276228,209,0.703349232673645,0.4730039355221306,0.6555633544921875,0.6846005644225315,-0.029037209930343977
align_only,31337,g2,276228,37,0.5945945978164673,0.26522187822497423,1.049691915512085,0.7024396780319512,0.3472522374801338
align_only,31337,g3,276228,128,0.6796875,0.4546626984126984,0.7676795721054077,0.7673795436520174,0.0003000284533902775
align_only,31337,g4,276228,14665,0.7721786499023438,0.6926043515065112,0.5315133929252625,0.6238109850217399,-0.09229759209647748
align_only,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,1.03340744972229,0.8973705906662908,0.13603685905599927
align_only,31337,g6,276228,10579,0.7802249789237976,0.729700751029905,0.5144104361534119,0.5871916648544888,-0.07278122870107695
ours,31337,g1,276228,209,0.7177033424377441,0.5337992786966794,0.6639595627784729,0.6846005644225315,-0.020641001644058576
ours,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0155115127563477,0.7024396780319512,0.3130718347243965
ours,31337,g3,276228,128,0.7109375,0.4400529255146438,0.7784645557403564,0.7673795436520174,0.011085012088339008
ours,31337,g4,276228,14665,0.7626321315765381,0.6723810690174701,0.5482168197631836,0.6238109850217399,-0.07559416525855633
ours,31337,g5,276228,14,0.6428571939468384,0.36666666666666664,0.9887177348136902,0.8973705906662908,0.09134714414739942
ours,31337,g6,276228,10579,0.7738916873931885,0.6908086140458376,0.5319387912750244,0.5871916648544888,-0.0552528735794644
