method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,33,g1,276228,209,0.684210479259491,0.4408274785323965,0.7120673060417175,0.6846005644225315,0.027466741619186053
anchors_only,33,g2,276228,37,0.6216216087341309,0.28054298642533937,1.2963751554489136,0.7024396780319512,0.5939354774169624
anchors_only,33,g3,276228,128,0.6328125,0.5000766205652823,0.9515153765678406,0.7673795436520174,0.18413583291582314
anchors_only,33,g4,276228,14665,0.7393112778663635,0.6124167947681846,0.6129938364028931,0.6238109850217399,-0.010817148618846861
anchors_only,33,g5,276228,14,0.5714285969734192,0.325,1.8458034992218018,0.8973705906662908,0.948432908555511
anchors_only,33,g6,276228,10579,0.7482748627662659,0.6698391855782979,0.594878613948822,0.5871916648544888,0.007686949094333206
align_only,33,g1,276228,209,0.6889951825141907,0.44696403889522046,0.6603233814239502,0.6846005644225315,-0.02427718299858128
align_only,33,g2,276228,37,0.6486486792564392,0.2863485016648169,0.9215278625488281,0.7024396780319512,0.21908818451687695
align_only,33,g3,276228,128,0.6875,0.49122073578595316,0.7814721465110779,0.7673795436520174,0.014092602859060444
align_only,33,g4,276228,14665,0.767814576625824,0.6701745885964652,0.5496985912322998,0.6238109850217399,-0.07411239378944012
align_only,33,g5,276228,14,0.6428571939468384,0.36666666666666664,1.4609156847000122,0.8973705906662908,0.5635450940337214
align_only,33,g6,276228,10579,0.7673693299293518,0.704714846689195,0.5408841371536255,0.5871916648544888,-0.04630752770086333
ours,33,g1,276228,209,0.7224879860877991,0.5326522951522952,0.6302623748779297,0.6846005644225315,-0.05433818954460179
ours,33,g2,276228,37,0.6216216087341309,0.29000000000000004,0.923644483089447,0.7024396780319512,0.22120480505749585
ours,33,g3,276228,128,0.6875,0.4057157345696899,0.7622887492179871,0.7673795436520174,-0.005090794434030377
ours,33,g4,276228,14665,0.7636550068855286,0.6922533611776021,0.5511941909790039,0.6238109850217399,-0.07261679404273602
ours,33,g5,276228,14,0.7142857313156128,0.41428571428571426,1.2920955419540405,0.8973705906662908,0.39472495128774976
ours,33,g6,276228,10579,0.7757821679115295,0.7329106459119703,0.5266167521476746,0.5871916648544888,-0.060574912706814255
