method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
REMIND,42,g0,305,37250,0.7639344262295082,0.7585040242013973,0.563578920711412,0.468332,0.095246920711412
REMIND,42,g1,295,37250,0.8033898305084746,0.7721468184359201,0.5543693867669899,0.498132,0.05623738676698986
REMIND,42,g2,125,37250,0.912,0.47695035460992913,0.4052788222585805,0.341179,0.06409982225858046
REMIND,42,g3,200,37250,0.7,0.5160180773133992,0.6344095737021417,0.597641,0.036768573702141705
REMIND,1337,g0,305,37250,0.760655737704918,0.7575273544014773,0.5272962869007568,0.468332,0.05896428690075678
REMIND,1337,g1,295,37250,0.8033898305084746,0.7837690086592872,0.5179015236196377,0.498132,0.019769523619637686
REMIND,1337,g2,125,37250,0.912,0.47695035460992913,0.3579387075304985,0.341179,0.01675970753049849
REMIND,1337,g3,200,37250,0.755,0.6007078114537792,0.5644151457212865,0.597641,-0.033225854278713496
REMIND,7,g0,305,37250,0.7704918032786885,0.7652433891358259,0.5118564892640398,0.468332,0.04352448926403979
REMIND,7,g1,295,37250,0.7762711864406779,0.7528792940314208,0.541485835955936,0.498132,0.043353835955936004
REMIND,7,g2,125,37250,0.88,0.4676932367149759,0.37764424077421427,0.341179,0.03646524077421426
REMIND,7,g3,200,37250,0.73,0.5766107486528879,0.5752203008532524,0.597641,-0.022420699146747602
REMIND,2024,g0,305,37250,0.780327868852459,0.7756510384481218,0.5223198403310427,0.468332,0.0539878403310427
REMIND,2024,g1,295,37250,0.7762711864406779,0.7576995309817839,0.5402250200667876,0.498132,0.04209302006678761
REMIND,2024,g2,125,37250,0.864,0.4625252780586451,0.4034325238205492,0.341179,0.06225352382054922
REMIND,2024,g3,200,37250,0.735,0.5555461771303518,0.5787332189269364,0.597641,-0.018907781073063568
REMIND,31337,g0,305,37250,0.8,0.7953204058702398,0.47881558690998766,0.468332,0.01048358690998763
REMIND,31337,g1,295,37250,0.7932203389830509,0.7572651125824806,0.49289733857800394,0.498132,-0.0052346614219960785
REMIND,31337,g2,125,37250,0.896,0.47222222222222227,0.34527290021628143,0.341179,0.004093900216281421
REMIND,31337,g3,200,37250,0.735,0.5761667499167499,0.5506113212183118,0.597641,-0.04702967878168818
REMIND,11,g0,305,37250,0.7508196721311475,0.7427465706813363,0.5261665688491747,0.468332,0.05783456884917465
REMIND,11,g1,295,37250,0.7966101694915254,0.7695903107866752,0.5159393224896769,0.498132,0.01780732248967687
REMIND,11,g2,125,37250,0.912,0.47695035460992913,0.3447715319544077,0.341179,0.003592531954407674
REMIND,11,g3,200,37250,0.715,0.5101621662651074,0.5482537675648927,0.597641,-0.04938723243510723
REMIND,22,g0,305,37250,0.7868852459016393,0.781643750932266,0.5041916619231505,0.468332,0.03585966192315043
REMIND,22,g1,295,37250,0.7864406779661017,0.7578514359526342,0.5431755084070866,0.498132,0.0450435084070866
REMIND,22,g2,125,37250,0.888,0.4700059101654847,0.4312882325355895,0.341179,0.0901092325355895
REMIND,22,g3,200,37250,0.73,0.5575091351301029,0.5845303202606738,0.597641,-0.013110679739326225
REMIND,33,g0,305,37250,0.7737704918032787,0.7680854077834202,0.48971847264844254,0.468332,0.02138647264844251
REMIND,33,g1,295,37250,0.8033898305084746,0.7788363793849026,0.5255268182479224,0.498132,0.027394818247922337
REMIND,33,g2,125,37250,0.912,0.476950354609929,0.348376153409481,0.341179,0.007197153409481016
REMIND,33,g3,200,37250,0.745,0.5627924625126117,0.5419164164271205,0.597641,-0.05572458357287946
REMIND,44,g0,305,37250,0.7737704918032787,0.7668327052444086,0.4924755135825912,0.468332,0.024143513582591147
REMIND,44,g1,295,37250,0.7898305084745763,0.7645082385942665,0.4943835893961585,0.498132,-0.003748410603841512
REMIND,44,g2,125,37250,0.912,0.476950354609929,0.3396339318677783,0.341179,-0.0015450681322217164
REMIND,44,g3,200,37250,0.73,0.5642995964023357,0.5906826448440552,0.597641,-0.006958355155944784
REMIND,55,g0,305,37250,0.7868852459016393,0.780268950430508,0.48287793213723906,0.468332,0.014545932137239037
REMIND,55,g1,295,37250,0.8067796610169492,0.7801966517721312,0.48789560767048495,0.498132,-0.010236392329515065
REMIND,55,g2,125,37250,0.904,0.47463768115942023,0.35631320432573554,0.341179,0.015134204325735534
REMIND,55,g3,200,37250,0.735,0.5542590742590742,0.5886318158172071,0.597641,-0.00900918418279284
