method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,1,g1,276228,209,0.7272726893424988,0.6531171442936149,0.620619535446167,0.6846005644225315,-0.06398102897636448
regret_only,1,g2,276228,37,0.6486486792564392,0.2863485016648169,0.937506377696991,0.7024396780319512,0.2350666996650398
regret_only,1,g3,276228,128,0.6640625,0.5468164994840337,0.7320774793624878,0.7673795436520174,-0.035302064289529644
regret_only,1,g4,276228,14665,0.7740879654884338,0.6977656406903453,0.5284205079078674,0.6238109850217399,-0.0953904771138725
regret_only,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0739330053329468,0.8973705906662908,0.176562414666656
regret_only,1,g6,276228,10579,0.7759712338447571,0.7365745354019047,0.5221205949783325,0.5871916648544888,-0.0650710698761563
ours,1,g1,276228,209,0.7177033424377441,0.43848298940323477,0.7007699012756348,0.6846005644225315,0.01616933685310329
ours,1,g2,276228,37,0.6486486792564392,0.2918632075471698,1.014684796333313,0.7024396780319512,0.3122451183013618
ours,1,g3,276228,128,0.671875,0.5136111111111111,0.8232422471046448,0.7673795436520174,0.05586270345262734
ours,1,g4,276228,14665,0.745380163192749,0.650226041029637,0.6510438323020935,0.6238109850217399,0.027232847280353578
ours,1,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0382559299468994,0.8973705906662908,0.14088533928060865
ours,1,g6,276228,10579,0.7567822933197021,0.6951541676364829,0.626767635345459,0.5871916648544888,0.03957597049097017
