metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,4.203347663879395,0.496125,0.7395859631406211,0.2210268025670064,"[0.7812121212121212, 0.2210268025670064]","[0.8197492163009404, 0.8667625209681284, 0.8499789296249474, 0.7510118632240056, 0.8228621291448517, 0.43843313533472467, 0.8499276410998553, 0.857652711050103, 0.512401604039804, 0.5486459378134403]","[[0.9643241580808858, 0.9658954125986359, 0.8471927162367223, 0.7951342530781783, 0.8370174346201743, 0.46186369017419243, 0.9065781346510191, 0.851588568112578, 0.5363424124513618, 0.5838670326319], [0.004336513443191674, 0.01380897583429229, 0.8846880907372401, 0.049528301886792456, 0.6216814159292036, 0.0, 0.004608294930875576, 0.9642857142857143, 0.012987012987012988, 0.0]]","[0.06323955953121185, 0.936760425567627]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,3.105872133255005,0.842375,0.8316362310303235,0.18403171007927518,"[0.8836212121212121, 0.18403171007927518]","[0.8258881922675027, 0.8734723220704529, 0.8815844922039612, 0.7849267271458479, 0.8973240255962769, 0.7526087654519185, 0.9031837916063676, 0.8756348661633494, 0.832615476013664, 0.6730190571715146]","[[0.9715515915731201, 0.9743212518389729, 0.874051593323217, 0.8334075063047026, 0.9540784557907845, 0.7926602401488246, 0.9627856701667696, 0.872334252139852, 0.8680155642023346, 0.7162244586764257], [0.004336513443191674, 0.005753739930955121, 0.9754253308128544, 0.014150943396226415, 0.09070796460176991, 0.0031645569620253164, 0.013824884792626729, 0.9336734693877551, 0.09415584415584416, 0.0]]","[0.0264462660998106, 0.9735537767410278]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,2.7996350631713867,0.908,0.8659148924233498,0.0658739146847867,"[0.9301363636363637, 0.0658739146847867]","[0.8077324973876698, 0.8780254013898874, 0.8716111813456946, 0.8267969295184927, 0.8827806864456079, 0.9014288007705892, 0.8924746743849493, 0.9052848318462594, 0.8687063716025546, 0.8312079094426136]","[[0.9501768414577887, 0.9769961214390799, 0.929742033383915, 0.8777629431835039, 0.9357098381070984, 0.9480805005919161, 0.951667696108709, 0.9351516030755839, 0.9080155642023346, 0.8845684659957304], [0.004336513443191674, 0.026467203682393557, 0.14744801512287334, 0.01650943396226415, 0.13053097345132744, 0.028481012658227847, 0.009216589861751152, 0.38010204081632654, 0.048701298701298704, 0.0]]","[0.017411159351468086, 0.9825888872146606]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,2.662962760925293,0.93575,0.8862380431428651,0.0677614194035485,"[0.951939393939394, 0.0677614194035485]","[0.8298066875653083, 0.8745506829618979, 0.8912768647281921, 0.9017445917655269, 0.8976148923792903, 0.9031947343072725, 0.9118668596237337, 0.8947151681537405, 0.9037576117629585, 0.8635907723169508]","[[0.9760110718130094, 0.9744549953189782, 0.9433990895295903, 0.9577214063195372, 0.959838107098381, 0.9507864028411973, 0.9723594811612106, 0.9283330915421442, 0.9355642023346303, 0.9190301921317475], [0.005203816131830009, 0.014959723820483314, 0.24196597353497165, 0.01179245283018868, 0.01327433628318584, 0.012658227848101266, 0.009216589861751152, 0.30357142857142855, 0.24025974025974026, 0.0]]","[0.00959080271422863, 0.990409255027771]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",5,2.5903346557617186,0.948,0.8900249656371848,0.07172517931294828,"[0.9557121212121212, 0.07172517931294828]","[0.831765935214211, 0.8734723220704529, 0.8751229105211407, 0.8693649685973482, 0.912739965095986, 0.9186065179001445, 0.924891461649783, 0.9078929306794784, 0.919946532006535, 0.8802120647657258]","[[0.978317699523297, 0.972850073558914, 0.9347496206373292, 0.923305147604213, 0.9747820672478207, 0.9666835785557246, 0.9856392835083385, 0.9321050340925576, 0.9537743190661478, 0.9367185117413845], [0.005203816131830009, 0.018411967779056387, 0.1323251417769376, 0.01179245283018868, 0.030973451327433628, 0.0189873417721519, 0.018433179723502304, 0.48214285714285715, 0.21428571428571427, 0.0]]","[0.003575412090867758, 0.9964246153831482]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",6,2.5368734283447267,0.96025,0.8955650929899857,0.07285768214420536,"[0.9616060606060606, 0.07285768214420536]","[0.8407784743991641, 0.8983944404505152, 0.8874841972187105, 0.8926727145847871, 0.904304828388598, 0.9333761438433136, 0.9134587554269175, 0.9063829787234042, 0.8799940591118373, 0.9071500214930506]","[[0.9887744118099339, 0.9836832954393473, 0.9490136570561457, 0.9480789200415368, 0.9666874221668742, 0.9807204464738711, 0.9718962322421247, 0.9422602640359785, 0.9195330739299611, 0.9652333028362305], [0.006071118820468344, 0.16455696202531644, 0.12098298676748583, 0.01179245283018868, 0.017699115044247787, 0.04746835443037975, 0.041474654377880185, 0.2755102040816326, 0.05519480519480519, 0.0023752969121140144]]","[0.001729910378344357, 0.9982700347900391]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",7,2.5054837951660156,0.967125,0.903223091811832,0.11853529633824085,"[0.9662121212121212, 0.11853529633824085]","[0.8341170323928945, 0.8909657320872274, 0.8831296530411574, 0.899930216329379, 0.9205933682373473, 0.9314496708942045, 0.9321273516642548, 0.9431708991077556, 0.9171246101292143, 0.8915317380713569]","[[0.9809318775949561, 0.9864919085194597, 0.9294385432473444, 0.9557929090639371, 0.9844333748443338, 0.975985117537629, 0.9800802964793082, 0.9676483388945307, 0.9514396887159533, 0.9487648673376029], [0.006071118820468344, 0.06904487917146145, 0.30623818525519847, 0.01179245283018868, 0.01327433628318584, 0.0981012658227848, 0.21658986175115208, 0.5127551020408163, 0.2012987012987013, 0.0]]","[0.0006244061514735222, 0.999375581741333]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",8,2.4733805389404298,0.9725,0.9074868860276586,0.128161570403926,"[0.9700454545454545, 0.128161570403926]","[0.8384273772204807, 0.8844955667385574, 0.9023739289226015, 0.901884159106769, 0.9419720767888308, 0.9338577620805908, 0.9321273516642548, 0.9448181194234729, 0.9061339670280707, 0.9021349763576444]","[[0.9860064585575888, 0.9846194997993848, 0.9581183611532625, 0.9578697522622757, 0.9844333748443338, 0.9791983764586504, 0.9819332921556516, 0.9601044537937038, 0.9480155642023347, 0.9600487953644404], [0.006071118820468344, 0.023014959723820484, 0.20793950850661624, 0.01179245283018868, 0.33849557522123896, 0.08544303797468354, 0.1889400921658986, 0.6760204081632653, 0.032467532467532464, 0.0]]","[0.00029936456121504307, 0.9997006058692932]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",9,2.4534812450408934,0.975875,0.9115262700215995,0.17667044167610418,"[0.9705151515151516, 0.17667044167610418]","[0.8356844305120167, 0.9073807812125569, 0.9289226014889732, 0.9046755059316121, 0.9009598603839442, 0.938834483865789, 0.9377713458755427, 0.9427590940288264, 0.9304916084954701, 0.8981229402493194]","[[0.9827771797631862, 0.97900227363916, 0.9673748103186647, 0.960836671117045, 0.9613947696139477, 0.9829189920514121, 0.9735948116121063, 0.9698244595966923, 0.9719844357976654, 0.9557792009759073], [0.006071118820468344, 0.2911392405063291, 0.4499054820415879, 0.01179245283018868, 0.0420353982300885, 0.11392405063291139, 0.4032258064516129, 0.46683673469387754, 0.06493506493506493, 0.0]]","[0.0001381149049848318, 0.9998618364334106]"
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 8000, ""class_counts"": [800, 800, 800, 800, 800, 800, 800, 800, 800, 800], ""group_counts"": [4000, 4000], ""group_class_counts"": [[400, 400, 400, 400, 400, 400, 400, 400, 400, 400], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 71298, ""class_counts"": [7656, 8346, 7119, 7165, 6876, 6229, 6910, 7285, 6733, 6979], ""group_counts"": [66000, 5298], ""group_class_counts"": [[6503, 7477, 6590, 6741, 6424, 5913, 6476, 6893, 6425, 6558], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",10,2.436586307525635,0.97925,0.9118769109932957,0.1887504718761797,"[0.9699242424242425, 0.1887504718761797]","[0.838166144200627, 0.887491013659238, 0.9119258322798146, 0.8997906489881368, 0.9204479348458406, 0.9161984267137582, 0.9476121562952243, 0.9508579272477694, 0.9425219070251003, 0.9163203897406506]","[[0.9856989081962171, 0.9842182693593687, 0.9453717754172989, 0.9556445631211986, 0.9824097135740971, 0.9570438017926602, 0.9789993823347746, 0.9705498331640795, 0.9617120622568094, 0.9751448612381823], [0.006071118820468344, 0.05523590333716916, 0.4952741020793951, 0.01179245283018868, 0.03982300884955752, 0.1518987341772152, 0.4792626728110599, 0.6045918367346939, 0.5422077922077922, 0.0]]","[6.82951431372203e-05, 0.9999316930770874]"
