metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,balanced_acc,per_group_acc,per_group_loss,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",1,1.1587627413159325,0.6430952382087708,0.3927002050653812,0.3694842406876791,0.5340248685507101,"[0.3694842406876791, 0.698565496413741]","[1.6340843536591632, 0.9685886742652803]","[0.6248097412480974, 0.06589689759738745, 0.901456376752416, 0.16799675368591913, 0.03434684684684685, 0.027806537494453484, 0.8273313625369524, 0.8545477804784444, 0.05629731589814178, 0.3271202236719478]","[[0.5871426498331157, 0.0, 0.9191745485812554, 0.1399915836723243, 0.0017615971814445098, 0.00843277645186953, 0.8154205607476636, 0.8576737783895388, 0.00029424746211563924, 0.35353535353535354], [0.8862034239677744, 0.7968970380818053, 0.5663956639566395, 0.9242424242424242, 0.7945205479452054, 0.28361344537815125, 0.9646464646464646, 0.8134057971014492, 0.8696581196581197, 0.012048192771084338]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",2,0.33635295669237775,0.9130952379817054,0.7074089855921596,0.7032378223495702,0.73280048912873,"[0.7032378223495702, 0.7623631559078897]","[0.9173898364751291, 0.7147958035762377]","[0.8381532217148655, 0.7968276183811523, 0.9051313461276712, 0.8545921817935885, 0.11402027027027027, 0.21771927229699747, 0.9281107229239451, 0.8806447486247921, 0.7826565726083964, 0.6600985221674877]","[[0.8232477144101001, 0.7796567069294342, 0.9002579535683577, 0.8785243372141955, 0.08338226658837346, 0.20143198090692124, 0.9258177570093458, 0.8763936682725396, 0.8183021921435928, 0.6685425685425685], [0.9415911379657603, 0.9873060648801129, 0.997289972899729, 0.20833333333333334, 0.8287671232876712, 0.4327731092436975, 0.9545454545454546, 0.9365942028985508, 0.26495726495726496, 0.5593803786574871]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",3,0.19163378193264916,0.9540476189340864,0.7940690830647953,0.5173650434126086,0.6662183383252155,"[0.8150716332378224, 0.5173650434126086]","[0.5659962763703921, 1.5401023024659974]","[0.8452562151192288, 0.8578259855376721, 0.7913434054716211, 0.739889084268903, 0.6304898648648649, 0.5938470640437805, 0.8634775597957538, 0.864653959319432, 0.8832759807295251, 0.8299826920516575]","[[0.919605282252213, 0.8469167196439924, 0.7803095442820293, 0.7503156122878384, 0.6233118027011156, 0.6241845664280031, 0.9021612149532711, 0.9055746730901583, 0.9270266293953214, 0.8474747474747475], [0.3293051359516616, 0.9788434414668548, 1.0, 0.4583333333333333, 0.797945205479452, 0.19327731092436976, 0.4175084175084175, 0.32608695652173914, 0.24786324786324787, 0.621342512908778]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",4,0.1360151708126068,0.970714285600753,0.8391302032011505,0.8338395415472779,0.8713365318155415,"[0.8338395415472779, 0.9088335220838052]","[0.5220358103624793, 0.3124361895591262]","[0.9009386098427195, 0.9287380452530908, 0.8618483734857765, 0.6443933450561342, 0.6623029279279279, 0.811566336340778, 0.9322762698199408, 0.8391966227452987, 0.8406056434962147, 0.9396884569298363]","[[0.898273109853432, 0.92269548633185, 0.8599885353969619, 0.6341702903633049, 0.6510569583088667, 0.8135242641209228, 0.9287383177570093, 0.8338609772883689, 0.8433132264234221, 0.943001443001443], [0.919436052366566, 0.995768688293371, 0.8970189701897019, 0.9204545454545454, 0.9246575342465754, 0.7857142857142857, 0.9730639730639731, 0.9094202898550725, 0.8012820512820513, 0.9001721170395869]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",5,0.0960755983988444,0.9819047617912292,0.8602492742816054,0.8551432664756446,0.8913315426375958,"[0.8551432664756446, 0.927519818799547]","[0.46700256073877233, 0.26562117664943036]","[0.8867326230339929, 0.9182411943083741, 0.8961480876548251, 0.7120248884079534, 0.8108108108108109, 0.8075728442538086, 0.9854877721042731, 0.8910067800946655, 0.8304198210598761, 0.843962188789775]","[[0.8712813815121172, 0.9148124602670057, 0.8932358842075093, 0.7038855379436106, 0.8118027011156782, 0.8130469371519491, 0.9883177570093458, 0.8853406744666208, 0.8227159040753274, 0.837950937950938], [0.9939577039274925, 0.9562764456981664, 0.9512195121951219, 0.9318181818181818, 0.7876712328767124, 0.7352941176470589, 0.9528619528619529, 0.9655797101449275, 0.9423076923076923, 0.9156626506024096]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",6,0.0809198902902149,0.9864285715421041,0.872113771338784,0.86810888252149,0.8964930973573852,"[0.86810888252149, 0.9248773121932805]","[0.4248609608340336, 0.2540078286828918]","[0.9257990867579908, 0.9466993235362724, 0.8344902681366544, 0.7093196266738807, 0.7630912162162162, 0.8846324508208845, 0.9568664337543671, 0.8986823589612384, 0.8869924294562973, 0.8934895486619625]","[[0.9245392540995502, 0.9425301970756517, 0.8316136428776154, 0.699537101977837, 0.757046388725778, 0.881145584725537, 0.9598422897196262, 0.9079146593255334, 0.8803884066499926, 0.8906204906204906], [0.9345417925478349, 0.9929478138222849, 0.8888888888888888, 0.9734848484848485, 0.9041095890410958, 0.930672268907563, 0.9225589225589226, 0.7771739130434783, 0.9829059829059829, 0.927710843373494]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",7,0.06721069831933293,0.9909523809523809,0.8788116860635437,0.8749856733524355,0.9021021231994341,"[0.8749856733524355, 0.9292185730464326]","[0.39530654967143936, 0.2235107884708736]","[0.928462709284627, 0.9427338465127129, 0.8836259697835851, 0.7461111862572704, 0.829954954954955, 0.8782724449045999, 0.9785004031174416, 0.9522834847128054, 0.8615278733654508, 0.7678072160830781]","[[0.9227978522710782, 0.9378258105530832, 0.8786185153339066, 0.739093842053584, 0.8241338813857898, 0.8739856801909308, 0.9799941588785047, 0.9509979353062629, 0.8659702810063263, 0.7685425685425685], [0.9677744209466264, 0.997179125528914, 0.978319783197832, 0.9356060606060606, 0.9657534246575342, 0.9348739495798319, 0.9612794612794613, 0.9692028985507246, 0.7970085470085471, 0.7590361445783133]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",8,0.053487205824681694,0.9930952380952381,0.8867346667021758,0.8819627507163323,0.9157831873626963,"[0.8819627507163323, 0.9496036240090601]","[0.3779020894229609, 0.1682402114416931]","[0.9359462201927955, 0.9479822719850711, 0.865659452837893, 0.7543622345461923, 0.8175675675675675, 0.86348173347138, 0.9775597957538296, 0.9273378533964437, 0.8818995182381281, 0.8748502196778059]","[[0.92889275867073, 0.943674507310871, 0.8618515333906563, 0.7456866320662084, 0.8122431004110393, 0.8657120127287192, 0.9785338785046729, 0.925671025464556, 0.8815653964984552, 0.8681096681096682], [0.9848942598187311, 0.995768688293371, 0.9376693766937669, 0.9886363636363636, 0.9417808219178082, 0.8340336134453782, 0.9663299663299664, 0.9492753623188406, 0.8867521367521367, 0.955249569707401]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",9,0.04482196338119961,0.9959523809523809,0.8907161309222615,0.8854727793696275,0.9226344644300006,"[0.8854727793696275, 0.9597961494903737]","[0.36865229182143694, 0.12759921942083602]","[0.9402587519025876, 0.9496151154653604, 0.8559956444807404, 0.7810090626268091, 0.8065878378378378, 0.8702854607306612, 0.9758129535071217, 0.932326979659716, 0.8911218169304886, 0.8833710557848489]","[[0.9345523146132637, 0.9455816910362365, 0.8496703926626541, 0.7737410576518445, 0.80079271873165, 0.8671439936356404, 0.9757593457943925, 0.9300757054370269, 0.8859791084301898, 0.8828282828282829], [0.9798590130916415, 0.9943582510578279, 0.975609756097561, 0.9772727272727273, 0.9417808219178082, 0.9117647058823529, 0.9764309764309764, 0.9619565217391305, 0.9658119658119658, 0.8898450946643718]]",
1.0,,,,,20,64,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",10,0.03955181632013548,0.9971428571428571,0.8904498122453328,0.8864899713467048,0.9145549139481731,"[0.8864899713467048, 0.9426198565496414]","[0.3640019145061073, 0.16820778297642566]","[0.9386098427194317, 0.9514812222999767, 0.8709677419354839, 0.7641011767888544, 0.8177083333333334, 0.8646649903860376, 0.9747379736629939, 0.9217090955609569, 0.8846524432209222, 0.8952203434962056]","[[0.9331011464228705, 0.94723458359822, 0.8690169102894812, 0.7556459531491093, 0.813270698766882, 0.8577565632458234, 0.9779497663551402, 0.9189263592567103, 0.8902456966308666, 0.8933621933621934], [0.9768378650553877, 0.998589562764457, 0.907859078590786, 0.9924242424242424, 0.9212328767123288, 0.9558823529411765, 0.9377104377104377, 0.9583333333333334, 0.8034188034188035, 0.9173838209982789]]",
