method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
Reweigh,42,g0,533,52482,0.6979362101313321,0.5828021916582802,0.5904350956189184,0.306561,0.2838740956189184
Reweigh,42,g1,530,52482,0.9,0.4736842105263158,0.5735726654529572,0.270789,0.3027836654529571
Reweigh,42,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6550853948393268,0.264331,0.3907543948393268
Reweigh,1337,g0,533,52482,0.7523452157598499,0.6057692307692308,0.5186685454962812,0.306561,0.2121075454962812
Reweigh,1337,g1,530,52482,0.9,0.4736842105263158,0.5623466014862061,0.270789,0.2915576014862061
Reweigh,1337,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.5633442209662282,0.264331,0.2990132209662282
Reweigh,7,g0,533,52482,0.6941838649155723,0.5729355610938245,0.6363570933158398,0.306561,0.3297960933158398
Reweigh,7,g1,530,52482,0.9,0.4736842105263158,0.5716091334819794,0.270789,0.3008201334819794
Reweigh,7,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6320139740755458,0.264331,0.3676829740755458
Reweigh,2024,g0,533,52482,0.7279549718574109,0.5915708812260536,0.5175077651863448,0.306561,0.2109467651863448
Reweigh,2024,g1,530,52482,0.9,0.4736842105263158,0.5616666853427887,0.270789,0.2908776853427887
Reweigh,2024,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.622068404106119,0.264331,0.357737404106119
Reweigh,31337,g0,533,52482,0.7335834896810507,0.6038709542352301,0.5396551218603612,0.306561,0.2330941218603612
Reweigh,31337,g1,530,52482,0.9,0.4736842105263158,0.5811897277832031,0.270789,0.3104007277832031
Reweigh,31337,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6654289690881228,0.264331,0.4010979690881228
Reweigh,11,g0,533,52482,0.7392120075046904,0.6159006662000673,0.4937378919974325,0.306561,0.1871768919974326
Reweigh,11,g1,530,52482,0.9,0.4736842105263158,0.6013071000576019,0.270789,0.3305181000576019
Reweigh,11,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6443436544251503,0.264331,0.3800126544251503
Reweigh,22,g0,533,52482,0.7485928705440901,0.6055079315982502,0.5852409885040462,0.306561,0.2786799885040462
Reweigh,22,g1,530,52482,0.9,0.4736842105263158,0.5519718170166016,0.270789,0.2811828170166016
Reweigh,22,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6072966949464522,0.264331,0.3429656949464522
Reweigh,33,g0,533,52482,0.7373358348968105,0.6143430083519392,0.4421963719389005,0.306561,0.1356353719389005
Reweigh,33,g1,530,52482,0.9,0.4736842105263158,0.5085328906774521,0.270789,0.2377438906774521
Reweigh,33,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.5449460031539585,0.264331,0.2806150031539585
Reweigh,44,g0,533,52482,0.7223264540337712,0.6044090507903394,0.4878454159344171,0.306561,0.1812844159344171
Reweigh,44,g1,530,52482,0.9,0.4736842105263158,0.6004196047782898,0.270789,0.3296306047782898
Reweigh,44,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.6399852428760561,0.264331,0.3756542428760561
Reweigh,55,g0,533,52482,0.7148217636022514,0.5913236481033091,0.5963984361519808,0.306561,0.2898374361519809
Reweigh,55,g1,530,52482,0.9,0.4736842105263158,0.5854076504707336,0.270789,0.3146186504707336
Reweigh,55,g2,2338,52482,0.8969204448246364,0.4728297632468997,0.628665212513138,0.264331,0.364334212513138
FlexMoE,42,g0,533,536354,0.8555347091932458,0.6410774410774411,0.6712195323063777,0.306561,0.3646585323063777
FlexMoE,42,g1,530,536354,0.9,0.4736842105263158,0.6793634593486786,0.270789,0.4085744593486786
FlexMoE,42,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6645549101845845,0.264331,0.4002239101845845
FlexMoE,1337,g0,533,536354,0.8799249530956847,0.468063872255489,0.6404457923171668,0.306561,0.3338847923171668
FlexMoE,1337,g1,530,536354,0.9,0.4736842105263158,0.6443348050117492,0.270789,0.3735458050117492
FlexMoE,1337,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6439603009317756,0.264331,0.3796293009317756
FlexMoE,7,g0,533,536354,0.7185741088180112,0.5942942394349044,0.9587003589897926,0.306561,0.6521393589897926
FlexMoE,7,g1,530,536354,0.9,0.4736842105263158,0.6077016532421112,0.270789,0.3369126532421112
FlexMoE,7,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6653402238905787,0.264331,0.4010092238905787
FlexMoE,2024,g0,533,536354,0.6866791744840526,0.5672544472480299,0.6385715187928276,0.306561,0.3320105187928276
FlexMoE,2024,g1,530,536354,0.9,0.4736842105263158,0.6039248824119567,0.270789,0.3331358824119567
FlexMoE,2024,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6564820844766113,0.264331,0.3921510844766113
FlexMoE,31337,g0,533,536354,0.6791744840525328,0.5639362144938352,0.6070541224417402,0.306561,0.3004931224417402
FlexMoE,31337,g1,530,536354,0.9,0.4736842105263158,0.6054106593132019,0.270789,0.3346216593132019
FlexMoE,31337,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6522818931001593,0.264331,0.3879508931001593
FlexMoE,11,g0,533,536354,0.7429643527204502,0.544145831382464,0.6885673325459908,0.306561,0.3820063325459908
FlexMoE,11,g1,530,536354,0.9,0.4736842105263158,0.6839609861373901,0.270789,0.4131719861373901
FlexMoE,11,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6853013584203859,0.264331,0.4209703584203859
FlexMoE,22,g0,533,536354,0.7279549718574109,0.6066380622273798,0.6051666717281545,0.306561,0.2986056717281545
FlexMoE,22,g1,530,536354,0.9,0.4736842105263158,0.6231212854385376,0.270789,0.3523322854385376
FlexMoE,22,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.65365124314743,0.264331,0.3893202431474299
FlexMoE,33,g0,533,536354,0.6716697936210131,0.5605728688196359,0.6947246282608107,0.306561,0.3881636282608107
FlexMoE,33,g1,530,536354,0.9,0.4736842105263158,0.6164024293422699,0.270789,0.3456134293422698
FlexMoE,33,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6608739835365498,0.264331,0.3965429835365498
FlexMoE,44,g0,533,536354,0.8780487804878049,0.4675324675324675,0.6541622697076923,0.306561,0.3476012697076923
FlexMoE,44,g1,530,536354,0.9,0.4736842105263158,0.6500411212444306,0.270789,0.3792521212444306
FlexMoE,44,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6683431299350728,0.264331,0.4040121299350728
FlexMoE,55,g0,533,536354,0.8799249530956847,0.4831515151515151,0.6832028142059497,0.306561,0.3766418142059498
FlexMoE,55,g1,530,536354,0.9,0.4736842105263158,0.6679992973804474,0.270789,0.3972102973804474
FlexMoE,55,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6751980279071195,0.264331,0.4108670279071195
REMIND,42,g0,533,53250,0.6848030018761726,0.5792105263157895,0.5345448011938242,0.281962,0.252583
REMIND,42,g1,530,53250,0.9,0.4736842105263158,0.5591560065746307,0.289713,0.269443
REMIND,42,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6228589292414888,0.287719,0.33514
REMIND,1337,g0,533,53250,0.7335834896810507,0.6013168984407922,0.4780934513799888,0.281962,0.196131
REMIND,1337,g1,530,53250,0.9,0.4736842105263158,0.6147927463054657,0.289713,0.32508
REMIND,1337,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6135337339750817,0.287719,0.325815
REMIND,7,g0,533,53250,0.7204502814258912,0.5718598545497674,0.6194152823132543,0.281962,0.337453
REMIND,7,g1,530,53250,0.9,0.4736842105263158,0.5537250697612762,0.289713,0.264012
REMIND,7,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6102507300770518,0.287719,0.322532
REMIND,2024,g0,533,53250,0.7110694183864915,0.5834754191531686,0.5178412023799253,0.281962,0.235879
REMIND,2024,g1,530,53250,0.9,0.4736842105263158,0.5875475168228149,0.289713,0.297835
REMIND,2024,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6269708047369997,0.287719,0.339252
REMIND,31337,g0,533,53250,0.7110694183864915,0.5930894308943089,0.5299037044512839,0.281962,0.247942
REMIND,31337,g1,530,53250,0.9,0.4736842105263158,0.5624085606269117,0.289713,0.272696
REMIND,31337,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6186774838062512,0.287719,0.330958
REMIND,11,g0,533,53250,0.7354596622889306,0.6151624548736462,0.4988404363108342,0.281962,0.216878
REMIND,11,g1,530,53250,0.9,0.4736842105263158,0.6105075657367707,0.289713,0.320795
REMIND,11,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6633582528428811,0.287719,0.375639
REMIND,22,g0,533,53250,0.7335834896810507,0.5960569574313651,0.5707938914401467,0.281962,0.288832
REMIND,22,g1,530,53250,0.9,0.4736842105263158,0.558846527338028,0.289713,0.269134
REMIND,22,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6422671338398299,0.287719,0.354548
REMIND,33,g0,533,53250,0.7354596622889306,0.6151624548736462,0.4541097373455259,0.281962,0.172148
REMIND,33,g1,530,53250,0.9,0.4736842105263158,0.5184237867593765,0.289713,0.228711
REMIND,33,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.5805508201197745,0.287719,0.292832
REMIND,44,g0,533,53250,0.6960600375234521,0.5857989868754316,0.4979723754355738,0.281962,0.21601
REMIND,44,g1,530,53250,0.9,0.4736842105263158,0.5883679151535034,0.289713,0.298655
REMIND,44,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6464266435930727,0.287719,0.358708
REMIND,55,g0,533,53250,0.7223264540337712,0.6089430894308943,0.5130349502565232,0.281962,0.231073
REMIND,55,g1,530,53250,0.9,0.4736842105263158,0.6079637168713335,0.289713,0.318251
REMIND,55,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6447775047033438,0.287719,0.357059
