method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
erm,0,g1,230916,209,0.7177033424377441,0.4300372229497066,0.6429588198661804,0.6936986927645726,-0.0507398728983922
erm,0,g2,230916,44,0.6136363744735718,0.3042105263157895,1.4738720655441284,0.8323753733494013,0.6414966921947272
erm,0,g3,230916,141,0.7092198729515076,0.5970169211319654,0.8087705969810486,0.7560479911507585,0.05272260583029
erm,0,g6,230916,10700,0.7009345889091492,0.6014484371750664,0.6819864511489868,0.7647273839580779,-0.0827409328090911
anchors_only,0,g1,230916,209,0.7320573925971985,0.3868741976893453,0.7173020839691162,0.6936986927645726,0.0236033912045435
anchors_only,0,g2,230916,44,0.6136363744735718,0.3060344827586207,1.029486894607544,0.8323753733494013,0.1971115212581426
anchors_only,0,g3,230916,141,0.6453900933265686,0.471269014253204,0.8604279160499573,0.7560479911507585,0.1043799248991987
anchors_only,0,g6,230916,10700,0.6802803874015808,0.5419395848810751,0.8029935956001282,0.7647273839580779,0.0382662116420502
groupdro,0,g1,230916,209,0.7224880456924438,0.3819045106831971,0.6944183111190796,0.6936986927645726,0.0007196183545069
groupdro,0,g2,230916,44,0.6136363744735718,0.2854838709677419,1.0267192125320437,0.8323753733494013,0.1943438391826422
groupdro,0,g3,230916,141,0.6453900933265686,0.3841725214676034,0.7639497518539429,0.7560479911507585,0.0079017607031843
groupdro,0,g6,230916,10700,0.7042056322097778,0.609360659326172,0.6718011498451233,0.7647273839580779,-0.0929262341129546
align_only,0,g1,230916,209,0.7272727489471436,0.3834319526627219,0.7472183704376221,0.6936986927645726,0.0535196776730494
align_only,0,g2,230916,44,0.5909090638160706,0.300438596491228,1.030481457710266,0.8323753733494013,0.1981060843608648
align_only,0,g3,230916,141,0.6382978558540344,0.3896960056557087,0.846600353717804,0.7560479911507585,0.0905523625670454
align_only,0,g6,230916,10700,0.7131775617599487,0.5914795714539721,0.6932789087295532,0.7647273839580779,-0.0714484752285247
ours,0,g1,230916,209,0.7320573925971985,0.415931215233205,0.702447772026062,0.6936986927645726,0.0087490792614893
ours,0,g2,230916,44,0.5909090638160706,0.2897301349325337,1.0365716218948364,0.8323753733494013,0.2041962485454351
ours,0,g3,230916,141,0.6382978558540344,0.3896960056557087,0.8467261791229248,0.7560479911507585,0.0906781879721663
ours,0,g6,230916,10700,0.71355140209198,0.5922369546726723,0.692315399646759,0.7647273839580779,-0.0724119843113189
group_only,0,g1,230916,209,0.7224880456924438,0.381547619047619,0.7153576016426086,0.6936986927645726,0.02165890887803601
group_only,0,g2,230916,44,0.6590909361839294,0.328030303030303,0.9440631866455078,0.8323753733494013,0.11168781329610655
group_only,0,g3,230916,141,0.6241135001182556,0.3719540263657911,0.7691068053245544,0.7560479911507585,0.013058814173795952
group_only,0,g6,230916,10700,0.6641121506690979,0.490955563648794,0.7475276589393616,0.7647273839580779,-0.01719972501871636
erm,1,g1,230916,209,0.7224880456924438,0.4341592560719066,0.6517782807350159,0.6936986927645726,-0.0419204120295567
erm,1,g2,230916,44,0.6363636255264282,0.3146551724137931,1.5566010475158691,0.8323753733494013,0.7242256741664679
erm,1,g3,230916,141,0.6879432797431946,0.5958874458874459,0.8884648680686951,0.7560479911507585,0.1324168769179365
erm,1,g6,230916,10700,0.6967289447784424,0.5796425595271515,0.6784074306488037,0.7647273839580779,-0.0863199533092742
anchors_only,1,g1,230916,209,0.7320573925971985,0.4188480853735091,0.7084012031555176,0.6936986927645726,0.0147025103909449
anchors_only,1,g2,230916,44,0.5909090638160706,0.2897301349325337,1.0371674299240112,0.8323753733494013,0.2047920565746099
anchors_only,1,g3,230916,141,0.6382978558540344,0.4314331116162379,0.8775596022605896,0.7560479911507585,0.1215116111098311
anchors_only,1,g6,230916,10700,0.6739252209663391,0.5045988980216054,0.8051851987838745,0.7647273839580779,0.0404578148257965
groupdro,1,g1,230916,209,0.7177033424377441,0.3792041748206132,0.6981620788574219,0.6936986927645726,0.0044633860928492
groupdro,1,g2,230916,44,0.6136363744735718,0.296969696969697,1.005789279937744,0.8323753733494013,0.1734139065883428
groupdro,1,g3,230916,141,0.588652491569519,0.3150272274359865,0.833864688873291,0.7560479911507585,0.0778166977225325
groupdro,1,g6,230916,10700,0.7013084292411804,0.5885447015469298,0.6696839332580566,0.7647273839580779,-0.0950434507000212
align_only,1,g1,230916,209,0.7177033424377441,0.3792041748206132,0.7318073511123657,0.6936986927645726,0.038108658347793
align_only,1,g2,230916,44,0.5227272510528564,0.2416666666666667,1.072005033493042,0.8323753733494013,0.2396296601436407
align_only,1,g3,230916,141,0.6028369069099426,0.320718877849211,0.8658525943756104,0.7560479911507585,0.1098046032248518
align_only,1,g6,230916,10700,0.71355140209198,0.6199941733270342,0.6877551674842834,0.7647273839580779,-0.0769722164737944
ours,1,g1,230916,209,0.7224880456924438,0.3816353187042842,0.7326274514198303,0.6936986927645726,0.0389287586552576
ours,1,g2,230916,44,0.5227272510528564,0.2416666666666667,1.0406591892242432,0.8323753733494013,0.2082838158748419
ours,1,g3,230916,141,0.631205677986145,0.3339049195837275,0.8728223443031311,0.7560479911507585,0.1167743531523726
ours,1,g6,230916,10700,0.68588787317276,0.5451921200340842,0.7835718393325806,0.7647273839580779,0.0188444553745026
group_only,1,g1,230916,209,0.7224880456924438,0.3813377330819191,0.7086356282234192,0.6936986927645726,0.014936935458846556
group_only,1,g2,230916,44,0.6136363744735718,0.296969696969697,0.9285987615585328,0.8323753733494013,0.09622338820913157
group_only,1,g3,230916,141,0.6241135001182556,0.3325455182072829,0.8159492611885071,0.7560479911507585,0.05990127003774859
group_only,1,g6,230916,10700,0.6722429990768433,0.5479543795324154,0.7313418388366699,0.7647273839580779,-0.03338554512140801
erm,7,g1,230916,209,0.7416267991065979,0.4435731982901794,0.6540026068687439,0.6936986927645726,-0.0396960858958287
erm,7,g2,230916,44,0.6136363744735718,0.3114478114478115,1.683045506477356,0.8323753733494013,0.8506701331279547
erm,7,g3,230916,141,0.6808510422706604,0.5830458262276444,0.8653687238693237,0.7560479911507585,0.1093207327185652
erm,7,g6,230916,10700,0.7025233507156372,0.6038433446801117,0.6743345856666565,0.7647273839580779,-0.0903927982914214
anchors_only,7,g1,230916,209,0.7368420958518982,0.3872746553552492,0.7195587158203125,0.6936986927645726,0.0258600230557398
anchors_only,7,g2,230916,44,0.6136363744735718,0.3114478114478115,1.0166257619857788,0.8323753733494013,0.1842503886363775
anchors_only,7,g3,230916,141,0.6453900933265686,0.5036075036075036,0.8528892993927002,0.7560479911507585,0.0968413082419417
anchors_only,7,g6,230916,10700,0.6761682033538818,0.4701308400634096,0.7769989371299744,0.7647273839580779,0.0122715531718964
groupdro,7,g1,230916,209,0.7368420958518982,0.3882719143211374,0.6867616176605225,0.6936986927645726,-0.0069370751040501
groupdro,7,g2,230916,44,0.5909090638160706,0.2755659640905542,0.9618225693702698,0.8323753733494013,0.1294471960208685
groupdro,7,g3,230916,141,0.6382978558540344,0.3796522105345634,0.7855597734451294,0.7560479911507585,0.0295117822943709
groupdro,7,g6,230916,10700,0.7057943940162659,0.6135003589675694,0.6644597053527832,0.7647273839580779,-0.1002676786052947
align_only,7,g1,230916,209,0.7320573925971985,0.3852779023450896,0.7210204005241394,0.6936986927645726,0.0273217077595667
align_only,7,g2,230916,44,0.5681818127632141,0.2659090909090909,0.982431948184967,0.8323753733494013,0.1500565748355657
align_only,7,g3,230916,141,0.631205677986145,0.4286938534278959,0.8328744173049927,0.7560479911507585,0.0768264261542341
align_only,7,g6,230916,10700,0.7104672789573669,0.6204686778236591,0.6900559663772583,0.7647273839580779,-0.0746714175808196
ours,7,g1,230916,209,0.7416267991065979,0.4221291866028708,0.6874129176139832,0.6936986927645726,-0.0062857751505894
ours,7,g2,230916,44,0.5454545617103577,0.2564480471628592,0.9871549606323242,0.8323753733494013,0.1547795872829229
ours,7,g3,230916,141,0.631205677986145,0.4286938534278959,0.8325626254081726,0.7560479911507585,0.0765146342574141
ours,7,g6,230916,10700,0.7112149596214294,0.622177357701259,0.6888158321380615,0.7647273839580779,-0.0759115518200164
group_only,7,g1,230916,209,0.7416267991065979,0.3903234358430541,0.696751058101654,0.6936986927645726,0.0030523653370814197
group_only,7,g2,230916,44,0.6590909361839294,0.328030303030303,0.9351119995117188,0.8323753733494013,0.10273662616231749
group_only,7,g3,230916,141,0.631205677986145,0.3755296610169492,0.8000298142433167,0.7560479911507585,0.04398182309255816
group_only,7,g6,230916,10700,0.6774766445159912,0.504183431014025,0.7268867492675781,0.7647273839580779,-0.03784063469049981
erm,11,g1,230916,209,0.7320573925971985,0.4950684091788386,0.6324974894523621,0.6936986927645726,-0.0612012033122105
erm,11,g2,230916,44,0.6363636255264282,0.3146551724137931,1.4662123918533323,0.8323753733494013,0.6338370185039313
erm,11,g3,230916,141,0.673758864402771,0.58894280852837,0.982239842414856,0.7560479911507585,0.2261918512640974
