method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,0,g1,276228,209,0.7177033424377441,0.5759733659350028,0.6259114146232605,0.6846005644225315,-0.05868914979927098
regret_only,0,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9068818092346191,0.7024396780319512,0.20444213120266796
regret_only,0,g3,276228,128,0.71875,0.6153797368003805,0.7356909513473511,0.7673795436520174,-0.03168859230466636
regret_only,0,g4,276228,14665,0.7704057693481445,0.6994899058367081,0.5313303470611572,0.6238109850217399,-0.0924806379605827
regret_only,0,g5,276228,14,0.7142857313156128,0.41428571428571426,0.9762970805168152,0.8973705906662908,0.07892648985052442
regret_only,0,g6,276228,10579,0.7799413800239563,0.7110293793006286,0.5141797661781311,0.5871916648544888,-0.07301189867635771
ours,0,g1,276228,209,0.703349232673645,0.40125118783655367,0.7356436848640442,0.6846005644225315,0.05104312044151271
ours,0,g2,276228,37,0.5945945978164673,0.26522187822497423,0.9765599966049194,0.7024396780319512,0.27412031857296826
ours,0,g3,276228,128,0.7109375,0.5248803009575923,0.7873274683952332,0.7673795436520174,0.019947924743215717
ours,0,g4,276228,14665,0.743811845779419,0.6070330290922674,0.6401073336601257,0.6238109850217399,0.016296348638385805
ours,0,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0247052907943726,0.8973705906662908,0.1273347001280818
ours,0,g6,276228,10579,0.7560260891914368,0.7004041023808323,0.6301431059837341,0.5871916648544888,0.042951441129245316
