method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
ERM,42,g0,533,0.68668,0.57414,0.48119,0.28166,0.19952
ERM,42,g1,530,0.74906,0.59783,0.40055,0.2431,0.15746
ERM,42,g2,2338,0.71386,0.58437,0.45071,0.2644,0.18632
ERM,1337,g0,533,0.72608,0.59781,0.55171,0.28166,0.27004
ERM,1337,g1,530,0.7566,0.607,0.52647,0.2431,0.28337
ERM,1337,g2,2338,0.72327,0.57759,0.55668,0.2644,0.29228
ERM,7,g0,533,0.68293,0.57348,0.59351,0.28166,0.31184
ERM,7,g1,530,0.73962,0.60422,0.55415,0.2431,0.31105
ERM,7,g2,2338,0.68477,0.56168,0.60226,0.2644,0.33786
ERM,2024,g0,533,0.69418,0.5865,0.52003,0.28166,0.23836
ERM,2024,g1,530,0.73585,0.58726,0.44725,0.2431,0.20416
ERM,2024,g2,2338,0.69632,0.57034,0.49894,0.2644,0.23454
ERM,31337,g0,533,0.71482,0.59132,0.52962,0.28166,0.24795
ERM,31337,g1,530,0.77925,0.63526,0.47656,0.2431,0.23346
ERM,31337,g2,2338,0.72498,0.58021,0.53274,0.2644,0.26834
ERM,11,g0,533,0.69794,0.58944,0.49053,0.28166,0.20886
ERM,11,g1,530,0.7434,0.60186,0.41969,0.2431,0.1766
ERM,11,g2,2338,0.70659,0.57874,0.47721,0.2644,0.21281
ERM,22,g0,533,0.68293,0.57348,0.49228,0.28166,0.21061
ERM,22,g1,530,0.73962,0.5988,0.41617,0.2431,0.17307
ERM,22,g2,2338,0.69461,0.56792,0.47538,0.2644,0.21098
ERM,33,g0,533,0.69606,0.57437,0.5833,0.28166,0.30164
ERM,33,g1,530,0.74528,0.60059,0.54741,0.2431,0.30432
ERM,33,g2,2338,0.70188,0.56876,0.59084,0.2644,0.32644
ERM,44,g0,533,0.68293,0.57985,0.51843,0.28166,0.23677
ERM,44,g1,530,0.73585,0.60633,0.42708,0.2431,0.18398
ERM,44,g2,2338,0.6805,0.55905,0.49944,0.2644,0.23504
ERM,55,g0,533,0.70544,0.59317,0.56394,0.28166,0.28227
ERM,55,g1,530,0.76038,0.62426,0.52423,0.2431,0.28113
ERM,55,g2,2338,0.70787,0.57449,0.57636,0.2644,0.31196
PerGroupOnly,42,g0,533,0.66792,0.56834,0.53351,0.28166,0.25185
PerGroupOnly,42,g1,530,0.73396,0.59697,0.46646,0.2431,0.22336
PerGroupOnly,42,g2,2338,0.69589,0.56889,0.52632,0.2644,0.26192
