method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss,job
regret_only,1,g3,276228,128,0.6875,0.5869080414534961,0.7527343034744263,0.7673795436520174,-0.0146452401775911,g2.0
regret_only,1,g4,276228,14665,0.7560177445411682,0.6699546345634099,0.5696857571601868,0.6238109850217399,-0.0541252278615531,g2.0
regret_only,1,g5,276228,14,0.7142857313156128,0.4142857142857142,1.3762325048446655,0.8973705906662908,0.4788619141783747,g2.0
regret_only,1,g6,276228,10579,0.7648170590400696,0.682975326225256,0.543320894241333,0.5871916648544888,-0.0438707706131558,g2.0
ours,1,g1,276228,209,0.7224879860877991,0.5418032551184725,0.6151268482208252,0.6846005644225315,-0.0694737162017062,g2.0
ours,1,g2,276228,37,0.6216216087341309,0.2805429864253393,0.9291954040527344,0.7024396780319512,0.2267557260207832,g2.0
ours,1,g3,276228,128,0.703125,0.4945178952991453,0.7982618808746338,0.7673795436520174,0.0308823372226163,g2.0
ours,1,g4,276228,14665,0.771087646484375,0.6868722848073221,0.5406505465507507,0.6238109850217399,-0.0831604384709892,g2.0
ours,1,g5,276228,14,0.6428571939468384,0.3666666666666666,1.1103228330612185,0.8973705906662908,0.2129522423949275,g2.0
ours,1,g6,276228,10579,0.7799413800239563,0.7288606735873506,0.5248817801475525,0.5871916648544888,-0.0623098847069363,g2.0
groupdro,7,g1,276228,209,0.7272726893424988,0.5617821148616222,0.6280444860458374,0.6846005644225315,-0.056556078376694,g2.0
groupdro,7,g2,276228,37,0.6216216087341309,0.29,0.8416034579277039,0.7024396780319512,0.1391637798957526,g2.0
groupdro,7,g3,276228,128,0.734375,0.6132628923844985,0.6840994358062744,0.7673795436520174,-0.083280107845743,g2.0
groupdro,7,g4,276228,14665,0.7723832726478577,0.704632893532054,0.5296651124954224,0.6238109850217399,-0.0941458725263175,g2.0
groupdro,7,g5,276228,14,0.7142857313156128,0.4142857142857142,0.997511386871338,0.8973705906662908,0.1001407962050471,g2.0
groupdro,7,g6,276228,10579,0.7774837017059326,0.7243150878933708,0.5130187273025513,0.5871916648544888,-0.0741729375519375,g2.0
regret_only,7,g1,276228,209,0.7224879860877991,0.5465787198400476,0.6335693001747131,0.6846005644225315,-0.0510312642478183,g2.0
regret_only,7,g2,276228,37,0.6216216087341309,0.2756410256410256,1.1125071048736572,0.7024396780319512,0.410067426841706,g2.0
regret_only,7,g3,276228,128,0.71875,0.5454970671521036,0.6611576676368713,0.7673795436520174,-0.1062218760151461,g2.0
regret_only,7,g4,276228,14665,0.7576543092727661,0.6618998359934603,0.5681808590888977,0.6238109850217399,-0.0556301259328422,g2.0
regret_only,7,g5,276228,14,0.7142857313156128,0.4142857142857142,1.3608992099761963,0.8973705906662908,0.4635286193099055,g2.0
regret_only,7,g6,276228,10579,0.7624539136886597,0.7100087989223319,0.553492546081543,0.5871916648544888,-0.0336991187729458,g2.0
ours,7,g1,276228,209,0.6985645890235901,0.3649924959892356,0.7490989565849304,0.6846005644225315,0.0644983921623989,g2.0
ours,7,g2,276228,37,0.6216216087341309,0.29,0.9549880027770996,0.7024396780319512,0.2525483247451484,g2.0
ours,7,g3,276228,128,0.703125,0.3792452830188679,0.7888426184654236,0.7673795436520174,0.0214630748134061,g2.0
ours,7,g4,276228,14665,0.7473576664924622,0.6264982150806069,0.6468449234962463,0.6238109850217399,0.0230339384745064,g2.0
ours,7,g5,276228,14,0.7142857313156128,0.4142857142857142,1.0006186962127686,0.8973705906662908,0.1032481055464777,g2.0
ours,7,g6,276228,10579,0.7591454386711121,0.6984711975098827,0.6127535104751587,0.5871916648544888,0.0255618456206698,g2.0
groupdro,0,g1,276228,209,0.703349232673645,0.486199779856907,0.6286150813102722,0.6846005644225315,-0.0559854831122592,g2.0
groupdro,0,g2,276228,37,0.5945945978164673,0.2652218782249742,0.8338903188705444,0.7024396780319512,0.1314506408385932,g2.0
groupdro,0,g3,276228,128,0.734375,0.6109218462159639,0.7206053137779236,0.7673795436520174,-0.0467742298740938,g2.0
groupdro,0,g4,276228,14665,0.7639277577400208,0.689387728818095,0.5463289618492126,0.6238109850217399,-0.0774820231725272,g2.0
groupdro,0,g5,276228,14,0.7142857313156128,0.4142857142857142,1.016101956367493,0.8973705906662908,0.1187313657012019,g2.0
groupdro,0,g6,276228,10579,0.7755931615829468,0.7219291578516036,0.5257583260536194,0.5871916648544888,-0.0614333388008694,g2.0
regret_only,0,g1,276228,209,0.7081339359283447,0.4746663059163059,0.6221750974655151,0.6846005644225315,-0.0624254669570163,g2.0
regret_only,0,g2,276228,37,0.5945945978164673,0.2652218782249742,1.0148921012878418,0.7024396780319512,0.3124524232558906,g2.0
regret_only,0,g3,276228,128,0.75,0.6186391223155929,0.6797595620155334,0.7673795436520174,-0.0876199816364839,g2.0
regret_only,0,g4,276228,14665,0.7546539306640625,0.6568967693046678,0.5726615786552429,0.6238109850217399,-0.051149406366497,g2.0
regret_only,0,g5,276228,14,0.6428571939468384,0.3666666666666666,1.159671664237976,0.8973705906662908,0.2623010735716853,g2.0
regret_only,0,g6,276228,10579,0.7620757818222046,0.7105138210828171,0.553777813911438,0.5871916648544888,-0.0334138509430508,g2.0
ours,0,g1,276228,209,0.7129186391830444,0.3732281841142209,0.7506600618362427,0.6846005644225315,0.0660594974137112,g2.0
ours,0,g2,276228,37,0.6486486792564392,0.2863485016648169,0.88459312915802,0.7024396780319512,0.1821534511260688,g2.0
ours,0,g3,276228,128,0.6640625,0.3591711711711711,0.8214899301528931,0.7673795436520174,0.0541103865008756,g2.0
ours,0,g4,276228,14665,0.740402340888977,0.5890897718410814,0.6518975496292114,0.6238109850217399,0.0280865646074714,g2.0
ours,0,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0191220045089722,0.8973705906662908,0.1217514138426814,g2.0
ours,0,g6,276228,10579,0.7569713592529297,0.7013722109208247,0.6304073929786682,0.5871916648544888,0.0432157281241794,g2.0
groupdro,2024,g1,276228,209,0.7081339359283447,0.5303026171512524,0.6409385800361633,0.6846005644225315,-0.0436619843863681,g2.0
groupdro,2024,g2,276228,37,0.6216216087341309,0.2756410256410256,0.793502151966095,0.7024396780319512,0.0910624739341438,g2.0
groupdro,2024,g3,276228,128,0.7265625,0.6549823741596983,0.7196543216705322,0.7673795436520174,-0.0477252219814852,g2.0
groupdro,2024,g4,276228,14665,0.7767474055290222,0.7000540404481759,0.5232564210891724,0.6238109850217399,-0.1005545639325675,g2.0
groupdro,2024,g5,276228,14,0.7142857313156128,0.4142857142857142,0.9623233675956726,0.8973705906662908,0.0649527769293818,g2.0
groupdro,2024,g6,276228,10579,0.7817373871803284,0.7287366829597975,0.5086783766746521,0.5871916648544888,-0.0785132881798367,g2.0
regret_only,2024,g1,276228,209,0.703349232673645,0.4270582812249479,0.6335024237632751,0.6846005644225315,-0.0510981406592563,g2.0
regret_only,2024,g2,276228,37,0.6486486792564392,0.2863485016648169,0.961429476737976,0.7024396780319512,0.2589897987060249,g2.0
regret_only,2024,g3,276228,128,0.734375,0.6282229427203952,0.6750417351722717,0.7673795436520174,-0.0923378084797457,g2.0
regret_only,2024,g4,276228,14665,0.7528810501098633,0.6098141278878841,0.5731545686721802,0.6238109850217399,-0.0506564163495597,g2.0
regret_only,2024,g5,276228,14,0.6428571939468384,0.3666666666666666,1.3487931489944458,0.8973705906662908,0.451422558328155,g2.0
regret_only,2024,g6,276228,10579,0.7568768262863159,0.6968400490001567,0.5625496506690979,0.5871916648544888,-0.0246420141853909,g2.0
ours,2024,g1,276228,209,0.7129186391830444,0.5374610329429607,0.656176745891571,0.6846005644225315,-0.0284238185309604,g2.0
ours,2024,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8719404339790344,0.7024396780319512,0.1695007559470832,g2.0
ours,2024,g3,276228,128,0.734375,0.6456714077216648,0.7065670490264893,0.7673795436520174,-0.0608124946255281,g2.0
ours,2024,g4,276228,14665,0.7702012062072754,0.6836380573348205,0.5429438948631287,0.6238109850217399,-0.0808670901586112,g2.0
ours,2024,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0698102712631226,0.8973705906662908,0.1724396805968318,g2.0
ours,2024,g6,276228,10579,0.78239905834198,0.7319358518302236,0.523556649684906,0.5871916648544888,-0.0636350151695828,g2.0
groupdro,31337,g1,276228,209,0.6985645890235901,0.5654540310847325,0.661808967590332,0.6846005644225315,-0.0227915968321994,g2.0
groupdro,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,0.8141140341758728,0.7024396780319512,0.1116743561439216,g2.0
groupdro,31337,g3,276228,128,0.6796875,0.5602502017756255,0.7333164215087891,0.7673795436520174,-0.0340631221432283,g2.0
groupdro,31337,g4,276228,14665,0.7757245302200317,0.7009068099292985,0.5231122970581055,0.6238109850217399,-0.1006986879636344,g2.0
groupdro,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0072952508926392,0.8973705906662908,0.1099246602263483,g2.0
groupdro,31337,g6,276228,10579,0.7787125110626221,0.7251874278605841,0.5137881636619568,0.5871916648544888,-0.073403501192532,g2.0
regret_only,31337,g1,276228,209,0.703349232673645,0.5357039315035088,0.6513879895210266,0.6846005644225315,-0.0332125749015048,g2.0
regret_only,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0650672912597656,0.7024396780319512,0.3626276132278144,g2.0
regret_only,31337,g3,276228,128,0.703125,0.5782623638175757,0.7270130515098572,0.7673795436520174,-0.0403664921421602,g2.0
regret_only,31337,g4,276228,14665,0.7543811798095703,0.6490193937587467,0.5677669048309326,0.6238109850217399,-0.0560440801908073,g2.0
regret_only,31337,g5,276228,14,0.7142857313156128,0.4142857142857142,1.3421941995620728,0.8973705906662908,0.444823608895782,g2.0
regret_only,31337,g6,276228,10579,0.7626429796218872,0.7121027189362874,0.5499094128608704,0.5871916648544888,-0.0372822519936184,g2.0
ours,31337,g1,276228,209,0.6698564291000366,0.5129994621942474,0.6695932149887085,0.6846005644225315,-0.0150073494338229,g2.0
ours,31337,g2,276228,37,0.6216216087341309,0.2952631578947368,1.141771674156189,0.7024396780319512,0.4393319961242378,g2.0
ours,31337,g3,276228,128,0.703125,0.4402584204413473,0.8050259351730347,0.7673795436520174,0.0376463915210172,g2.0
ours,31337,g4,276228,14665,0.7704739570617676,0.6751816192329592,0.5420787334442139,0.6238109850217399,-0.081732251577526,g2.0
ours,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,1.0232436656951904,0.8973705906662908,0.1258730750288996,g2.0
ours,31337,g6,276228,10579,0.7793742418289185,0.7219837794244885,0.5191356539726257,0.5871916648544888,-0.068056010881863,g2.0
groupdro,22,g1,276228,209,0.7368420958518982,0.6084768492377188,0.6228434443473816,0.6846005644225315,-0.0617571200751498,g2.0
groupdro,22,g2,276228,37,0.6216216087341309,0.2756410256410256,0.8742728233337402,0.7024396780319512,0.171833145301789,g2.0
groupdro,22,g3,276228,128,0.703125,0.6011460761460762,0.7153420448303223,0.7673795436520174,-0.0520374988216951,g2.0
groupdro,22,g4,276228,14665,0.7756563425064087,0.6986843097979023,0.5243663787841797,0.6238109850217399,-0.0994446062375602,g2.0
groupdro,22,g5,276228,14,0.7142857313156128,0.4142857142857142,0.9971581101417542,0.8973705906662908,0.0997875194754633,g2.0
groupdro,22,g6,276228,10579,0.7778617739677429,0.7259121825073269,0.5117829442024231,0.5871916648544888,-0.0754087206520657,g2.0
regret_only,22,g1,276228,209,0.7320573925971985,0.5675909675909676,0.6267293095588684,0.6846005644225315,-0.057871254863663,g2.0
regret_only,22,g2,276228,37,0.5675675868988037,0.255,1.3831324577331543,0.7024396780319512,0.6806927797012031,g2.0
regret_only,22,g3,276228,128,0.703125,0.5967783490719271,0.7434011697769165,0.7673795436520174,-0.0239783738751009,g2.0
regret_only,22,g4,276228,14665,0.7564268708229065,0.6534609221170342,0.5602005124092102,0.6238109850217399,-0.0636104726125297,g2.0
regret_only,22,g5,276228,14,0.7142857313156128,0.4142857142857142,1.5263937711715698,0.8973705906662908,0.6290231805052791,g2.0
regret_only,22,g6,276228,10579,0.7692598700523376,0.706983945555043,0.5415832996368408,0.5871916648544888,-0.0456083652176479,g2.0
ours,22,g1,276228,209,0.7129186391830444,0.4616527113237639,0.7127293348312378,0.6846005644225315,0.0281287704087063,g2.0
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,1.0008387565612793,0.7024396780319512,0.2983990785293281,g2.0
ours,22,g3,276228,128,0.71875,0.5091993512603377,0.7013501524925232,0.7673795436520174,-0.0660293911594942,g2.0
ours,22,g4,276228,14665,0.7709512710571289,0.6878623951996006,0.5493199825286865,0.6238109850217399,-0.0744910024930534,g2.0
ours,22,g5,276228,14,0.7142857313156128,0.4142857142857142,1.006787896156311,0.8973705906662908,0.1094173054900202,g2.0
ours,22,g6,276228,10579,0.778239905834198,0.7259135733298906,0.5284757018089294,0.5871916648544888,-0.0587159630455593,g2.0
regret_only,33,g1,276228,209,0.7081339359283447,0.5378246753246754,0.6468027830123901,0.6197604544748685,0.0270423285375216,e0.5
regret_only,33,g2,276228,37,0.5675675868988037,0.255,1.6224864721298218,0.5163686878792164,1.1061177842506054,e0.5
regret_only,33,g3,276228,128,0.6796875,0.4798474945533769,0.910635769367218,0.6679350422097774,0.2427007271574406,e0.5
regret_only,33,g4,276228,14665,0.7441527843475342,0.6204227309082863,0.5835939049720764,0.6161864866198075,-0.032592581647731,e0.5
regret_only,33,g5,276228,14,0.6428571939468384,0.3666666666666666,2.65606427192688,0.2442009753838933,2.4118632965429865,e0.5
regret_only,33,g6,276228,10579,0.7555534243583679,0.6756471076448141,0.5615652799606323,0.578504104579699,-0.0169388246190667,e0.5
ours,33,g1,276228,209,0.7129186391830444,0.421233302267785,0.7479423880577087,0.6197604544748685,0.1281819335828402,e0.5
ours,33,g2,276228,37,0.6216216087341309,0.2805429864253393,1.0128949880599976,0.5163686878792164,0.4965263001807811,e0.5
ours,33,g3,276228,128,0.6953125,0.5132252992493407,0.8406684994697571,0.6679350422097774,0.1727334572599796,e0.5
ours,33,g4,276228,14665,0.7376065850257874,0.5979642345366969,0.6580169200897217,0.6161864866198075,0.0418304334699142,e0.5
ours,33,g5,276228,14,0.5714285969734192,0.325,1.4298737049102783,0.2442009753838933,1.185672729526385,e0.5
ours,33,g6,276228,10579,0.7464788556098938,0.6633381048674645,0.6420547962188721,0.578504104579699,0.063550691639173,e0.5
regret_only,1337,g1,276228,209,0.7177033424377441,0.4788552464084379,0.650991678237915,0.6197604544748685,0.0312312237630465,e0.5
regret_only,1337,g2,276228,37,0.5945945978164673,0.2652218782249742,1.7588475942611694,0.5163686878792164,1.242478906381953,e0.5
regret_only,1337,g3,276228,128,0.65625,0.5034508646577612,0.9539296627044678,0.6679350422097774,0.2859946204946904,e0.5
regret_only,1337,g4,276228,14665,0.753903865814209,0.6447758759378184,0.5703015327453613,0.6161864866198075,-0.0458849538744461,e0.5
regret_only,1337,g5,276228,14,0.7142857313156128,0.4142857142857142,2.3212523460388184,0.2442009753838933,2.077051370654925,e0.5
regret_only,1337,g6,276228,10579,0.7592399716377258,0.689713145369742,0.558294415473938,0.578504104579699,-0.020209689105761,e0.5
ours,1337,g1,276228,209,0.679425835609436,0.3539893617021276,0.7786732316017151,0.6197604544748685,0.1589127771268466,e0.5
ours,1337,g2,276228,37,0.6486486792564392,0.3013415892672859,1.0900979042053225,0.5163686878792164,0.5737292163261059,e0.5
ours,1337,g3,276228,128,0.703125,0.5326036829412942,0.8253442645072937,0.6679350422097774,0.1574092222975163,e0.5
ours,1337,g4,276228,14665,0.745380163192749,0.6016928627994735,0.6429161429405212,0.6161864866198075,0.0267296563207137,e0.5
ours,1337,g5,276228,14,0.5,0.2896825396825397,1.259244680404663,0.2442009753838933,1.0150437050207697,e0.5
ours,1337,g6,276228,10579,0.7532848119735718,0.6607864185281035,0.6190924048423767,0.578504104579699,0.0405883002626776,e0.5
regret_only,42,g1,276228,209,0.7224879860877991,0.5526020709265519,0.6377187967300415,0.6197604544748685,0.017958342255173,e0.5
regret_only,42,g2,276228,37,0.5675675868988037,0.255,1.7235513925552368,0.5163686878792164,1.2071827046760204,e0.5
regret_only,42,g3,276228,128,0.65625,0.480915933624912,0.9447787404060364,0.6679350422097774,0.276843698196259,e0.5
regret_only,42,g4,276228,14665,0.750767171382904,0.6185345857584866,0.5763031244277954,0.6161864866198075,-0.039883362192012,e0.5
regret_only,42,g5,276228,14,0.7142857313156128,0.4142857142857142,2.1620290279388428,0.2442009753838933,1.9178280525549496,e0.5
regret_only,42,g6,276228,10579,0.7617922425270081,0.7002411829402595,0.5514461994171143,0.578504104579699,-0.0270579051625847,e0.5
ours,42,g1,276228,209,0.6889951825141907,0.3891843253700454,0.7452506422996521,0.6197604544748685,0.1254901878247836,e0.5
ours,42,g2,276228,37,0.5945945978164673,0.2652218782249742,1.1030148267745972,0.5163686878792164,0.5866461388953808,e0.5
ours,42,g3,276228,128,0.6171875,0.4402100006287443,0.890472948551178,0.6679350422097774,0.2225379063414005,e0.5
ours,42,g4,276228,14665,0.7401295900344849,0.583489089036399,0.6553021669387817,0.6161864866198075,0.0391156803189742,e0.5
ours,42,g5,276228,14,0.5714285969734192,0.325,1.095309853553772,0.2442009753838933,0.8511088781698787,e0.5
ours,42,g6,276228,10579,0.7502599358558655,0.6918571602480499,0.6497599482536316,0.578504104579699,0.0712558436739325,e0.5
regret_only,11,g1,276228,209,0.7129186391830444,0.5429080438039005,0.6392086148262024,0.6197604544748685,0.0194481603513339,e0.5
regret_only,11,g2,276228,37,0.5945945978164673,0.2652218782249742,1.6562498807907104,0.5163686878792164,1.139881192911494,e0.5
regret_only,11,g3,276228,128,0.65625,0.55370670995671,0.9302456378936768,0.6679350422097774,0.2623105956838993,e0.5
regret_only,11,g4,276228,14665,0.7484487295150757,0.644089486980888,0.573442816734314,0.6161864866198075,-0.0427436698854934,e0.5
regret_only,11,g5,276228,14,0.6428571939468384,0.3666666666666666,2.34656286239624,0.2442009753838933,2.102361887012347,e0.5
regret_only,11,g6,276228,10579,0.7532848119735718,0.6950289606030325,0.5617481470108032,0.578504104579699,-0.0167559575688958,e0.5
ours,11,g1,276228,209,0.6746411323547363,0.4290509068990081,0.7132769823074341,0.6197604544748685,0.0935165278325655,e0.5
ours,11,g2,276228,37,0.6216216087341309,0.29,1.0659313201904297,0.5163686878792164,0.5495626323112133,e0.5
ours,11,g3,276228,128,0.7265625,0.5969298245614035,0.7835032343864441,0.6679350422097774,0.1155681921766667,e0.5
ours,11,g4,276228,14665,0.7426525950431824,0.6255189290999169,0.6332626342773438,0.6161864866198075,0.0170761476575362,e0.5
ours,11,g5,276228,14,0.5714285969734192,0.325,1.2685387134552002,0.2442009753838933,1.0243377380713068,e0.5
ours,11,g6,276228,10579,0.7562151551246643,0.6836645593203714,0.618218183517456,0.578504104579699,0.039714078937757,e0.5
regret_only,1,g1,276228,209,0.7272726893424988,0.5539637712166596,0.637077271938324,0.6197604544748685,0.0173168174634554,e0.5
regret_only,1,g2,276228,37,0.5405405759811401,0.2448979591836735,1.7063100337982178,0.5163686878792164,1.1899413459190014,e0.5
regret_only,1,g3,276228,128,0.65625,0.517094861660079,0.91683828830719,0.6679350422097774,0.2489032460974125,e0.5
regret_only,1,g4,276228,14665,0.7532901763916016,0.6669864514461129,0.5723536610603333,0.6161864866198075,-0.0438328255594742,e0.5
regret_only,1,g5,276228,14,0.6428571939468384,0.3666666666666666,2.1973698139190674,0.2442009753838933,1.953168838535174,e0.5
regret_only,1,g6,276228,10579,0.7589564323425293,0.6711945420189738,0.5517750978469849,0.578504104579699,-0.0267290067327141,e0.5
ours,1,g1,276228,209,0.7081339359283447,0.4343925070028011,0.702629804611206,0.6197604544748685,0.0828693501363375,e0.5
ours,1,g2,276228,37,0.6216216087341309,0.2805429864253393,1.0769660472869873,0.5163686878792164,0.5605973594077709,e0.5
ours,1,g3,276228,128,0.671875,0.5067938209331652,0.8412411212921143,0.6679350422097774,0.1733060790823368,e0.5
ours,1,g4,276228,14665,0.742107093334198,0.6438252223677512,0.6548157930374146,0.6161864866198075,0.038629306417607,e0.5
ours,1,g5,276228,14,0.5714285969734192,0.325,1.234917402267456,0.2442009753838933,0.9907164268835628,e0.5
ours,1,g6,276228,10579,0.7552698850631714,0.6945790415665727,0.6313013434410095,0.578504104579699,0.0527972388613104,e0.5
regret_only,7,g1,276228,209,0.7129186391830444,0.594490374662041,0.6716500520706177,0.6197604544748685,0.0518895975957491,e0.5
regret_only,7,g2,276228,37,0.5945945978164673,0.2652218782249742,1.6991868019104004,0.5163686878792164,1.182818114031184,e0.5
regret_only,7,g3,276228,128,0.703125,0.5740780406034642,0.8478100299835205,0.6679350422097774,0.1798749877737431,e0.5
regret_only,7,g4,276228,14665,0.7517899870872498,0.6484252971731068,0.5817535519599915,0.6161864866198075,-0.034432934659816,e0.5
regret_only,7,g5,276228,14,0.6428571939468384,0.3666666666666666,2.3238487243652344,0.2442009753838933,2.079647748981341,e0.5
regret_only,7,g6,276228,10579,0.7584837675094604,0.702504456254477,0.5603187084197998,0.578504104579699,-0.0181853961598992,e0.5
ours,7,g1,276228,209,0.703349232673645,0.4958775888939938,0.7218625545501709,0.6197604544748685,0.1021021000753024,e0.5
ours,7,g2,276228,37,0.5675675868988037,0.255,1.0239826440811155,0.5163686878792164,0.5076139562018993,e0.5
ours,7,g3,276228,128,0.6953125,0.5510581734778983,0.7831206917762756,0.6679350422097774,0.1151856495664982,e0.5
ours,7,g4,276228,14665,0.7428571581840515,0.630107075040677,0.6524137854576111,0.6161864866198075,0.0362272988378036,e0.5
ours,7,g5,276228,14,0.5714285969734192,0.325,1.2150230407714844,0.2442009753838933,0.9708220653875912,e0.5
ours,7,g6,276228,10579,0.7534738779067993,0.6855274521210755,0.6179352402687073,0.578504104579699,0.0394311356890082,e0.5
regret_only,0,g1,276228,209,0.703349232673645,0.4914205487137246,0.6301013231277466,0.6197604544748685,0.010340868652878,e0.5
regret_only,0,g2,276228,37,0.5405405759811401,0.2448979591836735,1.6632746458053589,0.5163686878792164,1.1469059579261425,e0.5
regret_only,0,g3,276228,128,0.7109375,0.5603591362029163,0.8565266132354736,0.6679350422097774,0.1885915710256962,e0.5
regret_only,0,g4,276228,14665,0.7508353590965271,0.6478418404945051,0.577179491519928,0.6161864866198075,-0.0390069950998794,e0.5
regret_only,0,g5,276228,14,0.6428571939468384,0.3666666666666666,2.2462868690490723,0.2442009753838933,2.002085893665179,e0.5
regret_only,0,g6,276228,10579,0.7582001686096191,0.7030550504265358,0.5619019269943237,0.578504104579699,-0.0166021775853753,e0.5
ours,0,g1,276228,209,0.6985645890235901,0.4246899173112829,0.746712863445282,0.6197604544748685,0.1269524089704135,e0.5
ours,0,g2,276228,37,0.5675675868988037,0.255,1.0410025119781494,0.5163686878792164,0.524633824098933,e0.5
ours,0,g3,276228,128,0.6953125,0.5089829501042209,0.788321852684021,0.6679350422097774,0.1203868104742436,e0.5
ours,0,g4,276228,14665,0.740402340888977,0.5923276266856523,0.6450162529945374,0.6161864866198075,0.0288297663747298,e0.5
ours,0,g5,276228,14,0.5714285969734192,0.325,1.1704586744308472,0.2442009753838933,0.926257699046954,e0.5
ours,0,g6,276228,10579,0.75186687707901,0.6942376066872676,0.6332468390464783,0.578504104579699,0.0547427344667792,e0.5
regret_only,2024,g1,276228,209,0.7129186391830444,0.502409798756962,0.6436474919319153,0.6197604544748685,0.0238870374570467,e0.5
regret_only,2024,g2,276228,37,0.5945945978164673,0.2652218782249742,1.615343689918518,0.5163686878792164,1.0989750020393017,e0.5
regret_only,2024,g3,276228,128,0.7109375,0.5544652128764278,0.8446161150932312,0.6679350422097774,0.1766810728834538,e0.5
regret_only,2024,g4,276228,14665,0.750630795955658,0.6070756589406132,0.5783379077911377,0.6161864866198075,-0.0378485788286697,e0.5
regret_only,2024,g5,276228,14,0.6428571939468384,0.3666666666666666,2.4584314823150635,0.2442009753838933,2.21423050693117,e0.5
regret_only,2024,g6,276228,10579,0.7502599358558655,0.6863086061864846,0.5739075541496277,0.578504104579699,-0.0045965504300713,e0.5
ours,2024,g1,276228,209,0.6889951825141907,0.3603236194699609,0.7315696477890015,0.6197604544748685,0.1118091933141329,e0.5
ours,2024,g2,276228,37,0.5945945978164673,0.2652218782249742,1.0111509561538696,0.5163686878792164,0.4947822682746532,e0.5
ours,2024,g3,276228,128,0.71875,0.6036591241360978,0.7778910398483276,0.6679350422097774,0.1099559976385502,e0.5
ours,2024,g4,276228,14665,0.7397204637527466,0.5833368165278789,0.641643226146698,0.6161864866198075,0.0254567395268905,e0.5
ours,2024,g5,276228,14,0.5,0.3035714285714286,1.3422024250030518,0.2442009753838933,1.0980014496191584,e0.5
ours,2024,g6,276228,10579,0.750449001789093,0.6645144750131022,0.6228507161140442,0.578504104579699,0.0443466115343451,e0.5
regret_only,31337,g1,276228,209,0.703349232673645,0.5311304876105489,0.6627382636070251,0.6197604544748685,0.0429778091321566,e0.5
regret_only,31337,g2,276228,37,0.5945945978164673,0.2652218782249742,1.6382265090942385,0.5163686878792164,1.121857821215022,e0.5
regret_only,31337,g3,276228,128,0.6796875,0.525209859278703,0.9120466709136964,0.6679350422097774,0.2441116287039189,e0.5
regret_only,31337,g4,276228,14665,0.7495397329330444,0.6366150389232837,0.5747498869895935,0.6161864866198075,-0.0414365996302139,e0.5
regret_only,31337,g5,276228,14,0.6428571939468384,0.3666666666666666,2.2947871685028076,0.2442009753838933,2.050586193118914,e0.5
regret_only,31337,g6,276228,10579,0.7556479573249817,0.7023717480926126,0.5585243105888367,0.578504104579699,-0.0199797939908623,e0.5
ours,31337,g1,276228,209,0.679425835609436,0.3569454583376785,0.7396921515464783,0.6197604544748685,0.1199316970716097,e0.5
ours,31337,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0657227039337158,0.5163686878792164,0.5493540160544994,e0.5
ours,31337,g3,276228,128,0.671875,0.4877642567406347,0.8368498682975769,0.6679350422097774,0.1689148260877995,e0.5
ours,31337,g4,276228,14665,0.7366518974304199,0.5873011027717501,0.6620879769325256,0.6161864866198075,0.0459014903127181,e0.5
ours,31337,g5,276228,14,0.5714285969734192,0.325,1.3280829191207886,0.2442009753838933,1.0838819437368952,e0.5
ours,31337,g6,276228,10579,0.74638432264328,0.6844073626130657,0.6486107110977173,0.578504104579699,0.0701066065180182,e0.5
regret_only,22,g1,276228,209,0.7177033424377441,0.5812177328843995,0.640914797782898,0.6197604544748685,0.0211543433080294,e0.5
regret_only,22,g2,276228,37,0.5675675868988037,0.255,1.8182401657104492,0.5163686878792164,1.3018714778312328,e0.5
regret_only,22,g3,276228,128,0.7265625,0.5834334668446818,0.8941991925239563,0.6679350422097774,0.2262641503141789,e0.5
regret_only,22,g4,276228,14665,0.7537674903869629,0.6469052349107826,0.5676190257072449,0.6161864866198075,-0.0485674609125625,e0.5
regret_only,22,g5,276228,14,0.7142857313156128,0.4142857142857142,2.316112756729126,0.2442009753838933,2.071911781345233,e0.5
regret_only,22,g6,276228,10579,0.7665185332298279,0.7011428595698536,0.5473917126655579,0.578504104579699,-0.0311123919141411,e0.5
ours,22,g1,276228,209,0.7177033424377441,0.462508416374899,0.737473726272583,0.6197604544748685,0.1177132717977145,e0.5
ours,22,g2,276228,37,0.6486486792564392,0.2863485016648169,1.0159152746200562,0.5163686878792164,0.4995465867408397,e0.5
ours,22,g3,276228,128,0.71875,0.5413515406162466,0.7793867588043213,0.6679350422097774,0.1114517165945438,e0.5
ours,22,g4,276228,14665,0.742175281047821,0.6395038336708895,0.6545933485031128,0.6161864866198075,0.0384068618833053,e0.5
ours,22,g5,276228,14,0.5714285969734192,0.325,1.1008944511413574,0.2442009753838933,0.8566934757574641,e0.5
