metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",1,2.3096867656707762,0.06690476196152824,0.09909717968521133,0.09810888252148997,"[0.09810888252148997, 0.11211778029445074]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",2,2.301700800941104,0.39952380918321156,0.10907081413619538,0.09810888252148997,"[0.09810888252148997, 0.2534918837297093]","[0.0017757483510908167, 0.07837648705388384, 0.03498026405335511, 0.0006763154335181928, 0.027730855855855857, 0.0005916284573287975, 0.9209889814565977, 0.023154662914161444, 0.0006882312456985547, 0.00026627612834509385]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0], [0.014098690835850957, 0.9478138222849083, 0.6964769647696477, 0.01893939393939394, 0.6746575342465754, 0.008403361344537815, 0.010101010101010102, 0.3278985507246377, 0.010683760683760684, 0.0034423407917383822]]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",3,2.2982773435683477,0.7752380951245625,0.10555540760073504,0.0992836676217765,"[0.0992836676217765, 0.18818422046055114]","[0.001902587519025875, 0.08199206904595288, 0.01864706682999864, 0.0006763154335181928, 0.0045045045045045045, 0.00029581422866439876, 0.0008062348830959419, 0.011129589356530639, 0.0008258774948382657, 0.9231793369724404]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0], [0.015105740181268883, 0.9915373765867419, 0.3712737127371274, 0.01893939393939394, 0.1095890410958904, 0.004201680672268907, 0.010101010101010102, 0.15760869565217392, 0.01282051282051282, 0.0068846815834767644]]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",4,2.289943559283302,0.8030952379817055,0.10451676476071267,0.0992836676217765,"[0.0992836676217765, 0.17346168365420914]","[0.0017757483510908167, 0.08234196407744343, 0.009391588403429971, 0.0006763154335181928, 0.004082207207207207, 0.00044372134299659814, 0.0009406073636119323, 0.009594473583216068, 0.0009635237439779766, 0.9231793369724404]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0], [0.014098690835850957, 0.995768688293371, 0.18699186991869918, 0.01893939393939394, 0.09931506849315068, 0.0063025210084033615, 0.011784511784511785, 0.1358695652173913, 0.014957264957264958, 0.0068846815834767644]]"
1.0,,,,,5,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4200, ""class_counts"": [572, 572, 572, 572, 572, 268, 268, 268, 268, 268], ""group_counts"": [200, 4000], ""group_class_counts"": [[12, 12, 12, 12, 12, 28, 28, 28, 28, 28], [560, 560, 560, 560, 560, 240, 240, 240, 240, 240]]}","{""total"": 75098, ""class_counts"": [7884, 8574, 7347, 7393, 7104, 6761, 7442, 7817, 7265, 7511], ""group_counts"": [69800, 5298], ""group_class_counts"": [[6891, 7865, 6978, 7129, 6812, 6285, 6848, 7265, 6797, 6930], [993, 709, 369, 264, 292, 476, 594, 552, 468, 581]]}",5,2.277219938550677,0.8226190473919823,0.10406402300993368,0.0992836676217765,"[0.0992836676217765, 0.16704416761041901]","[0.001902587519025875, 0.08257522743177047, 0.008166598611678236, 0.0005410523468145543, 0.0019707207207207205, 0.0005916284573287975, 0.0008062348830959419, 0.007931431495458616, 0.0009635237439779766, 0.923312475036613]","[[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0], [0.015105740181268883, 0.998589562764457, 0.16260162601626016, 0.015151515151515152, 0.04794520547945205, 0.008403361344537815, 0.010101010101010102, 0.11231884057971014, 0.014957264957264958, 0.008605851979345954]]"
