method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
ERM,42,g0,533,0.87992,0.46806,0.68,0.28196,0.39803
ERM,42,g1,530,0.9,0.47368,0.67929,0.28971,0.38958
ERM,42,g2,2338,0.89692,0.47283,0.6794,0.28772,0.39168
ERM,1337,g0,533,0.87992,0.46806,0.68083,0.28196,0.39887
ERM,1337,g1,530,0.9,0.47368,0.68017,0.28971,0.39046
ERM,1337,g2,2338,0.89692,0.47283,0.68027,0.28772,0.39255
ERM,7,g0,533,0.87992,0.46806,0.67887,0.28196,0.39691
ERM,7,g1,530,0.9,0.47368,0.6781,0.28971,0.38839
ERM,7,g2,2338,0.89692,0.47283,0.67822,0.28772,0.3905
ERM,2024,g0,533,0.87992,0.46806,0.68378,0.28196,0.40182
ERM,2024,g1,530,0.9,0.47368,0.68328,0.28971,0.39357
ERM,2024,g2,2338,0.89692,0.47283,0.68336,0.28772,0.39564
ERM,31337,g0,533,0.87992,0.46806,0.68993,0.28196,0.40797
ERM,31337,g1,530,0.9,0.47368,0.68976,0.28971,0.40005
ERM,31337,g2,2338,0.89692,0.47283,0.68979,0.28772,0.40207
ERM,11,g0,533,0.87992,0.46806,0.68815,0.28196,0.40619
ERM,11,g1,530,0.9,0.47368,0.68788,0.28971,0.39817
ERM,11,g2,2338,0.89692,0.47283,0.68793,0.28772,0.40021
ERM,22,g0,533,0.87992,0.46806,0.67503,0.28196,0.39307
ERM,22,g1,530,0.9,0.47368,0.67406,0.28971,0.38434
ERM,22,g2,2338,0.89692,0.47283,0.67421,0.28772,0.38649
ERM,33,g0,533,0.87992,0.46806,0.68401,0.28196,0.40204
ERM,33,g1,530,0.9,0.47368,0.68352,0.28971,0.39381
ERM,33,g2,2338,0.89692,0.47283,0.68359,0.28772,0.39588
ERM,44,g0,533,0.87992,0.46806,0.66269,0.28196,0.38073
ERM,44,g1,530,0.9,0.47368,0.66104,0.28971,0.37133
ERM,44,g2,2338,0.89692,0.47283,0.66129,0.28772,0.37357
ERM,55,g0,533,0.87992,0.46806,0.68244,0.28196,0.40048
ERM,55,g1,530,0.9,0.47368,0.68187,0.28971,0.39215
ERM,55,g2,2338,0.89692,0.47283,0.68195,0.28772,0.39424
PerGroupOnly,42,g0,533,0.73546,0.61037,0.4782,0.28196,0.19624
PerGroupOnly,42,g1,530,0.67925,0.49882,0.58531,0.28971,0.2956
PerGroupOnly,42,g2,2338,0.69247,0.5508,0.61513,0.28772,0.32741
PerGroupOnly,1337,g0,533,0.65291,0.55298,0.5311,0.28196,0.24914
PerGroupOnly,1337,g1,530,0.77547,0.5405,0.56797,0.28971,0.27826
PerGroupOnly,1337,g2,2338,0.74038,0.577,0.56569,0.28772,0.27798
PerGroupOnly,7,g0,533,0.71295,0.59914,0.48986,0.28196,0.2079
PerGroupOnly,7,g1,530,0.75849,0.53833,0.52632,0.28971,0.23661
PerGroupOnly,7,g2,2338,0.75406,0.58318,0.55465,0.28772,0.26693
PerGroupOnly,2024,g0,533,0.68293,0.57564,0.52854,0.28196,0.24658
PerGroupOnly,2024,g1,530,0.7717,0.55235,0.54372,0.28971,0.25401
PerGroupOnly,2024,g2,2338,0.74166,0.57652,0.60505,0.28772,0.31733
PerGroupOnly,31337,g0,533,0.66229,0.56606,0.55007,0.28196,0.2681
PerGroupOnly,31337,g1,530,0.68113,0.52932,0.60424,0.28971,0.31453
PerGroupOnly,31337,g2,2338,0.74123,0.57244,0.55523,0.28772,0.26751
PerGroupOnly,11,g0,533,0.67355,0.57263,0.51599,0.28196,0.23403
PerGroupOnly,11,g1,530,0.82642,0.56134,0.5874,0.28971,0.29769
PerGroupOnly,11,g2,2338,0.72113,0.56454,0.59951,0.28772,0.31179
PerGroupOnly,22,g0,533,0.69981,0.58652,0.50825,0.28196,0.22629
PerGroupOnly,22,g1,530,0.80566,0.49768,0.60966,0.28971,0.31995
PerGroupOnly,22,g2,2338,0.76476,0.58612,0.52321,0.28772,0.23549
PerGroupOnly,33,g0,533,0.66229,0.56205,0.54132,0.28196,0.25936
PerGroupOnly,33,g1,530,0.67925,0.51245,0.58178,0.28971,0.29207
PerGroupOnly,33,g2,2338,0.71685,0.56479,0.606,0.28772,0.31828
PerGroupOnly,44,g0,533,0.6773,0.56701,0.50739,0.28196,0.22542
PerGroupOnly,44,g1,530,0.66604,0.50068,0.59755,0.28971,0.30784
PerGroupOnly,44,g2,2338,0.6775,0.54008,0.6537,0.28772,0.36598
PerGroupOnly,55,g0,533,0.77111,0.62742,0.4547,0.28196,0.17274
PerGroupOnly,55,g1,530,0.67736,0.50792,0.58302,0.28971,0.2933
PerGroupOnly,55,g2,2338,0.73139,0.57157,0.60073,0.28772,0.31301
Shared_GDRO,42,g0,533,0.87992,0.46806,0.66018,0.28196,0.37821
