metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,3.018884811946324,0.7462142857142857,0.8576832368525835,0.16515666289165723,"[0.9188333333333333, 0.16515666289165723]","[0.8212868480725624, 0.8654789568809709, 0.8768215984046633, 0.8587966488956588, 0.9002549394518802, 0.8243027180671523, 0.881933438985737, 0.8596858638743455, 0.850154899722811, 0.8364947483931651]","[[0.9811960020328646, 0.9735349716446124, 0.9260434056761269, 0.9013190034196384, 0.9380151098901099, 0.859966120835686, 0.9462219196732471, 0.864293659621802, 0.8918454935622318, 0.8954347096341054], [0.0026019080659150044, 0.010356731875719217, 0.31947069943289225, 0.2429245283018868, 0.413716814159292, 0.22468354430379747, 0.01152073732718894, 0.7857142857142857, 0.06168831168831169, 0.0023752969121140144]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,2.351658529826573,0.9352142857142857,0.8852951085791295,0.05889014722536806,"[0.9582666666666667, 0.05889014722536806]","[0.8268140589569161, 0.8773560547379292, 0.857646878355576, 0.8817974105102818, 0.8988209050350542, 0.9184579854325813, 0.9282091917591125, 0.9259536275243081, 0.8690689711397358, 0.8794481893713748]","[[0.9878028121294257, 0.9847317144103533, 0.9283806343906511, 0.9408891060087934, 0.9675480769230769, 0.9642386598908338, 0.9828114363512593, 0.9683775623708882, 0.9134763948497854, 0.9409197717354817], [0.0026019080659150044, 0.02761795166858458, 0.05671077504725898, 0.025943396226415096, 0.01327433628318584, 0.14873417721518986, 0.1889400921658986, 0.24489795918367346, 0.02922077922077922, 0.009501187648456057]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,2.23559224319458,0.9608571428571429,0.8965818248644675,0.07568893922234805,"[0.9690666666666666, 0.07568893922234805]","[0.8222789115646258, 0.8974954815388587, 0.8938487498082528, 0.9095201827875096, 0.8852772466539197, 0.9113519275182093, 0.9187004754358161, 0.9133881824981301, 0.9114625794880157, 0.9114281235303339]","[[0.9823818397425038, 0.9767340410062527, 0.9637729549248748, 0.9716658524670249, 0.9524381868131868, 0.9651797477884434, 0.9823008849557522, 0.9597965993961545, 0.95931330472103, 0.9756629741524001], [0.0026019080659150044, 0.27042577675489066, 0.10207939508506617, 0.009433962264150943, 0.01991150442477876, 0.006329113924050633, 0.0576036866359447, 0.1683673469387755, 0.006493506493506494, 0.0023752969121140144]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,2.175806292942592,0.972,0.9012374039021104,0.06946017365043412,"[0.9746833333333333, 0.06946017365043412]","[0.8279478458049887, 0.8854892847921508, 0.8904739990796134, 0.9146991622239147, 0.9160293180369662, 0.9262746491383905, 0.9244057052297939, 0.9261032161555722, 0.9070601663133866, 0.9073522495688979]","[[0.9891580552261562, 0.9888032572342591, 0.9559265442404007, 0.9772024100309396, 0.986092032967033, 0.9781667607754564, 0.9836623553437712, 0.9637692674400127, 0.9524463519313304, 0.9704598858677409], [0.0026019080659150044, 0.06789413118527042, 0.14933837429111532, 0.009433962264150943, 0.01327433628318584, 0.05379746835443038, 0.12211981566820276, 0.32142857142857145, 0.048701298701298704, 0.014251781472684086]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",5,2.1395592853001184,0.9792142857142857,0.9064596159147293,0.09456398640996602,"[0.97815, 0.09456398640996602]","[0.8296485260770975, 0.8971081848696101, 0.8956895229329652, 0.9086062452399086, 0.9149139579349904, 0.9285841179605614, 0.9136291600633915, 0.9549738219895288, 0.929398336866134, 0.9037466687568585]","[[0.9911909198712519, 0.9901119674276574, 0.9632721202003339, 0.9706888128969223, 0.9848901098901099, 0.9798607189911538, 0.9778761061946902, 0.9814079135547433, 0.9733905579399141, 0.967438737831487], [0.0026019080659150044, 0.1611047180667434, 0.13043478260869565, 0.009433962264150943, 0.01327433628318584, 0.06645569620253164, 0.04377880184331797, 0.5306122448979592, 0.09740259740259741, 0.0023752969121140144]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",6,2.1101347906930106,0.9838571428571429,0.9069649912707893,0.12287655719139298,"[0.9762, 0.12287655719139298]","[0.8312074829931972, 0.9150529305447973, 0.8874060438717595, 0.9101294744859101, 0.917144678138942, 0.925386391899094, 0.9324881141045959, 0.9543754674644727, 0.8956465025273113, 0.9073522495688979]","[[0.9930543791292563, 0.994328922495274, 0.9597662771285476, 0.9723172121804267, 0.9872939560439561, 0.9785431959345002, 0.9918311776718857, 0.9783886858414111, 0.9354506437768241, 0.9682779456193353], [0.0026019080659150044, 0.28768699654775604, 0.06805293005671077, 0.009433962264150943, 0.01327433628318584, 0.03164556962025317, 0.12903225806451613, 0.5688775510204082, 0.14285714285714285, 0.04513064133016627]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",7,2.0897738622937885,0.9858571428571429,0.9127232074489264,0.1430728576821442,"[0.9806833333333334, 0.1430728576821442]","[0.8327664399092971, 0.8866511747998967, 0.9107225034514496, 0.9192688499619193, 0.9125239005736138, 0.9273405578255463, 0.9419968304278923, 0.9522812266267764, 0.9386923202347953, 0.9200501646026022]","[[0.9949178383872607, 0.9906936164025011, 0.9671118530884808, 0.9820876078814526, 0.9823145604395604, 0.9770374552983249, 0.9857045609257998, 0.9729858573017639, 0.9721888412017168, 0.9803625377643505], [0.0026019080659150044, 0.06329113924050633, 0.2722117202268431, 0.009433962264150943, 0.01327433628318584, 0.09177215189873418, 0.35023041474654376, 0.6198979591836735, 0.3051948051948052, 0.0665083135391924]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",8,2.0664766374315535,0.9897142856461661,0.9224478544518975,0.2570781426953567,"[0.9812, 0.2570781426953567]","[0.8231292517006803, 0.9867028143557965, 0.9091885258475226, 0.9128712871287129, 0.90710643722116, 0.9310712382305916, 0.959904912836767, 0.9539267015706806, 0.9266264470895157, 0.9111145947640696]","[[0.9833982720650517, 0.9914206776210557, 0.9831385642737897, 0.9752483308907344, 0.9764766483516484, 0.98437794089968, 0.9879169503063309, 0.9820435404417607, 0.9730472103004292, 0.9736488754615643], [0.0026019080659150044, 0.9493670886075949, 0.07183364839319471, 0.009433962264150943, 0.01327433628318584, 0.03481012658227848, 0.5806451612903226, 0.5025510204081632, 0.048701298701298704, 0.026128266033254157]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",9,2.048876530783517,0.9907857143538339,0.922187509571503,0.23820309550773877,"[0.9825833333333334, 0.23820309550773877]","[0.8259637188208617, 0.9675961786728634, 0.9144040497008744, 0.9151561309977152, 0.9130019120458891, 0.921833362941908, 0.9543581616481775, 0.9485415108451758, 0.9391814772541986, 0.9222448659664524]","[[0.9867863798068779, 0.9885124327468373, 0.9779632721202003, 0.9776909298159909, 0.9828296703296703, 0.9745906267645398, 0.9925119128658951, 0.9807722866677261, 0.9812875536480686, 0.9815374286673381], [0.0026019080659150044, 0.8020713463751439, 0.1947069943289225, 0.009433962264150943, 0.01327433628318584, 0.03481012658227848, 0.4377880184331797, 0.43112244897959184, 0.14285714285714285, 0.0831353919239905]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",10,2.029319464274815,0.9922857142857143,0.9248215871849061,0.2725556813892035,"[0.9824166666666667, 0.2725556813892035]","[0.8319160997732427, 0.9881229021430415, 0.9114894922534131, 0.9086062452399086, 0.9118865519439133, 0.9401314620714158, 0.9568938193343899, 0.9415108451757667, 0.9338007500407631, 0.9224016303495846]","[[0.9939014060647129, 0.9930202123018759, 0.9754590984974958, 0.9706888128969223, 0.9816277472527473, 0.9875776397515528, 0.9828114363512593, 0.9806133799459718, 0.9776824034334763, 0.9801946962067808], [0.0026019080659150044, 0.9493670886075949, 0.18714555765595464, 0.009433962264150943, 0.01327433628318584, 0.14240506329113925, 0.6059907834101382, 0.3137755102040816, 0.1038961038961039, 0.10451306413301663]]"
