metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",11,2.0099357002803258,0.9945714285714286,0.9218812214769212,0.23820309550773877,"[0.98225, 0.23820309550773877]","[0.8317743764172335, 0.9213787761425252, 0.9223807332412947, 0.9157654226961157, 0.9217654557042703, 0.9419079765500089, 0.972107765451664, 0.9386686611817502, 0.9326593836621555, 0.9327480796363067]","[[0.9937320006776216, 0.9920023265958994, 0.9787979966611018, 0.9783422895293926, 0.9895260989010989, 0.9877658573310747, 0.9840027229407761, 0.9858573017638647, 0.9579399141630901, 0.973313192346425], [0.0026019080659150044, 0.3624856156501726, 0.2835538752362949, 0.009433962264150943, 0.048672566371681415, 0.17088607594936708, 0.8110599078341014, 0.18112244897959184, 0.45454545454545453, 0.3586698337292161]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",12,1.9908162449428013,0.9960714285714286,0.924438727066679,0.2627406568516421,"[0.9828666666666667, 0.2627406568516421]","[0.8249716553287982, 0.9593338497288924, 0.9302040190213223, 0.9148514851485149, 0.9161886551943913, 0.9351572215313555, 0.9671949286846275, 0.9409124906507106, 0.9417903146910158, 0.9184825207712808]","[[0.9856005420972387, 0.9952013959575396, 0.9764607679465777, 0.97736524995929, 0.9862637362637363, 0.9875776397515528, 0.9901293396868618, 0.9802955665024631, 0.9703004291845494, 0.9783484390735147], [0.0026019080659150044, 0.6754890678941312, 0.4064272211720227, 0.009433962264150943, 0.01327433628318584, 0.05379746835443038, 0.6566820276497696, 0.3086734693877551, 0.4025974025974026, 0.07125890736342043]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",13,1.9743363981246949,0.9960714285714286,0.92391803730589,0.24858437146092865,"[0.98355, 0.24858437146092865]","[0.8300736961451247, 0.9562354763749031, 0.915631231784016, 0.9137852246763137, 0.9182600382409177, 0.9321371469177474, 0.958161648177496, 0.9471952131637995, 0.942116419370618, 0.9299263207399279]","[[0.9916991360325258, 0.9934564490330086, 0.9771285475792988, 0.976225370460837, 0.9879807692307693, 0.9819311123658949, 0.9882573179033356, 0.9823613538852694, 0.9715021459227468, 0.9835515273581739], [0.0026019080659150044, 0.6616800920598389, 0.21928166351606806, 0.009433962264150943, 0.01991150442477876, 0.0949367088607595, 0.5506912442396313, 0.3826530612244898, 0.38636363636363635, 0.171021377672209]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",14,1.9547655775887625,0.9965,0.9318049557413703,0.3405058512646282,"[0.9840166666666667, 0.3405058512646282]","[0.8255385487528345, 0.9537825974696618, 0.9260622794907194, 0.9195734958111196, 0.91427660930529, 0.9454610055071949, 0.9724247226624406, 0.9570680628272251, 0.9548345018751019, 0.9575168521711868]","[[0.986278163645604, 0.9888032572342591, 0.9806343906510852, 0.9824132877381534, 0.9842032967032966, 0.9849425936382458, 0.9889380530973452, 0.9866518353726362, 0.976480686695279, 0.9800268546492111], [0.0026019080659150044, 0.6766398158803222, 0.30812854442344045, 0.009433962264150943, 0.01327433628318584, 0.28164556962025317, 0.7488479262672811, 0.48214285714285715, 0.5454545454545454, 0.6389548693586699]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",15,1.93598979813712,0.9975,0.9252963337315079,0.2602869007172518,"[0.9840166666666667, 0.2602869007172518]","[0.826672335600907, 0.8938807126258714, 0.9180855959502991, 0.9221629855293222, 0.9219247928616954, 0.9451057026114763, 0.9838351822503962, 0.9510845175766641, 0.9545083971954997, 0.9559492083398652]","[[0.9876334067423344, 0.9909844408899229, 0.9757929883138564, 0.9851815665201107, 0.9884958791208791, 0.9832486354225485, 0.9865554799183118, 0.9863340219291276, 0.9747639484978541, 0.9798590130916415], [0.0026019080659150044, 0.12543153049482164, 0.2646502835538752, 0.009433962264150943, 0.06415929203539823, 0.3037974683544304, 0.9470046082949308, 0.3852040816326531, 0.5714285714285714, 0.6175771971496437]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",16,1.914445058277675,0.9982142857142857,0.9305644889583142,0.32087580218950545,"[0.9844, 0.32087580218950545]","[0.8282312925170068, 0.9504260263361735, 0.9338855652707471, 0.9194211728865194, 0.9153919694072657, 0.946171611298632, 0.9814580031695721, 0.937621540762902, 0.9582586010109245, 0.9445054083712181]","[[0.9894968660003388, 0.989094081721681, 0.9829716193656094, 0.982250447809803, 0.9845467032967034, 0.9877658573310747, 0.9867256637168141, 0.9779119656761481, 0.9778540772532189, 0.9853977844914401], [0.0026019080659150044, 0.6444188722669736, 0.3780718336483932, 0.009433962264150943, 0.024336283185840708, 0.2468354430379747, 0.9101382488479263, 0.29081632653061223, 0.5876623376623377, 0.3657957244655582]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",17,1.8925714468274797,0.9985000000681196,0.9311311219332905,0.3318233295583239,"[0.98405, 0.3318233295583239]","[0.8302154195011338, 0.928866511747999, 0.9114894922534131, 0.9227722772277228, 0.9166666666666666, 0.9546988807958785, 0.973851030110935, 0.9657442034405386, 0.9605413337681395, 0.9608089042169619]","[[0.9918685414196171, 0.9928748000581649, 0.9687813021702838, 0.9858329262335125, 0.986092032967033, 0.9892715979672502, 0.9840027229407761, 0.9876052757031623, 0.9759656652360515, 0.977173548170527], [0.0026019080659150044, 0.4223245109321059, 0.2627599243856333, 0.009433962264150943, 0.022123893805309734, 0.37341772151898733, 0.836405529953917, 0.6147959183673469, 0.6688311688311688, 0.7292161520190024]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",18,1.8821765365600587,0.9985714285714286,0.9307635762197923,0.3282370705926765,"[0.9839666666666667, 0.3282370705926765]","[0.8289399092970522, 0.8799380325329202, 0.9650253106304648, 0.9277989337395278, 0.9212874442319949, 0.936045478770652, 0.9778129952456418, 0.9609573672400897, 0.9638023805641611, 0.9678633014579088]","[[0.9903438929357954, 0.9880761960157045, 0.9772954924874792, 0.9912066438690766, 0.9884958791208791, 0.9826839826839827, 0.9899591558883595, 0.9718735102494835, 0.9737339055793991, 0.9857334676065794], [0.0026019080659150044, 0.024165707710011506, 0.8260869565217391, 0.009433962264150943, 0.05530973451327434, 0.1518987341772152, 0.8133640552995391, 0.7857142857142857, 0.775974025974026, 0.7149643705463183]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",19,1.8755668937138148,0.9986428571428572,0.9298140831265889,0.30218950547376366,"[0.9852333333333333, 0.30218950547376366]","[0.8273809523809523, 0.8830364058869093, 0.9251418929283632, 0.9252094440213252, 0.9193753983428936, 0.9504352460472553, 0.9851030110935024, 0.9784592370979805, 0.9708136311756074, 0.9564195014892617]","[[0.9884804336777909, 0.9895303184528137, 0.9771285475792988, 0.9884383650871194, 0.9883241758241759, 0.9811782420478072, 0.9902995234853642, 0.984109327824567, 0.9807725321888412, 0.9830480026854649], [0.0026019080659150044, 0.04027617951668585, 0.33648393194706994, 0.009433962264150943, 0.030973451327433628, 0.43354430379746833, 0.9147465437788018, 0.8877551020408163, 0.7824675324675324, 0.5795724465558195]]"
1.0,,,,,20,128,1337,"[""mnist28"", ""usps16""]","{""total"": 14000, ""class_counts"": [1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400, 1400], ""group_counts"": [10000, 4000], ""group_class_counts"": [[1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000, 1000], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 65298, ""class_counts"": [7056, 7746, 6519, 6565, 6276, 5629, 6310, 6685, 6133, 6379], ""group_counts"": [60000, 5298], ""group_class_counts"": [[5903, 6877, 5990, 6141, 5824, 5313, 5876, 6293, 5825, 5958], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",20,1.8722274066380091,0.9992857142857143,0.9310851787191032,0.3189882974707437,"[0.9851333333333333, 0.3189882974707437]","[0.8299319727891157, 0.9011102504518461, 0.9757631538579536, 0.9265803503427266, 0.9179413639260675, 0.9397761591756972, 0.9730586370839936, 0.9518324607329843, 0.9536931354964944, 0.9586142028531117]","[[0.9915297306454345, 0.9915660898647666, 0.9803005008347245, 0.9899039244422733, 0.9833447802197802, 0.9851308112177677, 0.9908100748808714, 0.9815668202764977, 0.9721888412017168, 0.9838872104733132], [0.0026019080659150044, 0.1852704257767549, 0.9243856332703214, 0.009433962264150943, 0.0752212389380531, 0.17721518987341772, 0.7327188940092166, 0.4744897959183674, 0.6038961038961039, 0.6009501187648456]]"
