metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,train_dataset_summary,test_dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,balanced_acc,per_group_acc,per_class_acc,per_group_by_class_acc,train_group_weights
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",1,2.2551884103662827,0.2047058823599535,0.12773158511885727,0.12078853046594983,0.16996391415709722,"[0.12078853046594983, 0.21913929784824462]","[0.29137093761673516, 0.010319917440660475, 0.0, 0.0011936339522546418, 0.0, 0.00015142337976983646, 0.9383665065202471, 0.0009138381201044386, 0.04262802476083286, 0.0]","[[0.1728700203547543, 0.011462047885888945, 0.0, 0.0, 0.0, 0.00015903307888040714, 0.9978105386075026, 0.000825536598789213, 0.04455882352941176, 0.0], [0.9982653946227233, 0.0, 0.0, 0.02122641509433962, 0.0, 0.0, 0.0, 0.002551020408163265, 0.0, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",2,1.7134171958250157,0.6096470589357263,0.25636925700884766,0.11325028312570781,0.1902452132474417,"[0.2672401433691756, 0.11325028312570781]","[0.6700286390237828, 0.00022933149868134388, 0.27061649319455566, 0.6580901856763925, 0.00013791201213625708, 0.16565717746820108, 0.35854495538778314, 0.028720626631853787, 0.413618458075408, 0.0]","[[0.7822041291072986, 0.0, 0.27968413496051686, 0.6954749859471613, 0.0, 0.12833969465648856, 0.38125821048022185, 0.000550357732526142, 0.4323529411764706, 0.0], [0.0008673026886383347, 0.0023014959723820483, 0.15122873345935728, 0.030660377358490566, 0.0022123893805309734, 0.9082278481012658, 0.0, 0.5510204081632653, 0.0, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",3,0.8673997700354632,0.7807058822407442,0.2796077177273212,0.1591166477916195,0.22393825221122193,"[0.2887598566308244, 0.1591166477916195]","[0.8438550616361599, 0.034514390551542255, 0.5116092874299439, 0.23461538461538461, 0.01834229761412219, 0.03513022410660206, 0.33150308853809196, 0.20365535248041775, 0.44794597636465955, 0.10592874626053848]","[[0.985024716487351, 0.0380794701986755, 0.5083991385498923, 0.19744238336143902, 0.01926753934402118, 0.029262086513994912, 0.35133557144942346, 0.19785360484314804, 0.46794117647058825, 0.11236117121015433], [0.0017346053772766695, 0.0023014959723820483, 0.553875236294896, 0.8584905660377359, 0.004424778761061947, 0.1518987341772152, 0.018433179723502304, 0.3112244897959184, 0.006493506493506494, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",4,0.6926755789027494,0.8352941177312065,0.2923462317450165,0.19950924877312193,0.24945354911774376,"[0.2993978494623656, 0.19950924877312193]","[0.8533183912339684, 0.3923861942437794, 0.43101147584734456, 0.11485411140583554, 0.008826368776720453, 0.021653543307086614, 0.12807137954701442, 0.48172323759791125, 0.06921778277996624, 0.30554800108784336]","[[0.9960744402442571, 0.43555781966377993, 0.40559942569992824, 0.07476110174255199, 0.009266068539491102, 0.0, 0.13560064224200846, 0.4856906989543203, 0.07147058823529412, 0.3241021202942449], [0.0017346053772766695, 0.0023014959723820483, 0.7655954631379962, 0.7877358490566038, 0.0022123893805309734, 0.4525316455696203, 0.009216589861751152, 0.40816326530612246, 0.01948051948051948, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",5,0.6098266376607558,0.8517647057982052,0.31990192943183027,0.21611929029822574,0.2719521182673924,"[0.3277849462365591, 0.21611929029822574]","[0.8499564188768522, 0.2443527118449719, 0.5787296503869762, 0.05490716180371353, 0.38311956971452216, 0.02225923682616596, 0.28949897048730266, 0.31057441253263707, 0.20554305008441193, 0.1939080772368779]","[[0.9921488804885141, 0.27114111054508405, 0.5544867193108399, 0.04300168634064081, 0.40829533754963965, 0.0, 0.3075463435994745, 0.28247110621904237, 0.20294117647058824, 0.20568296552718882], [0.0017346053772766695, 0.0023014959723820483, 0.8979206049149339, 0.25471698113207547, 0.004424778761061947, 0.4651898734177215, 0.004608294930875576, 0.8316326530612245, 0.262987012987013, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",6,0.5565286259651184,0.8788235292434693,0.4715781899584266,0.2081917704794262,0.3498879999350536,"[0.491584229390681, 0.2081917704794262]","[0.8478396214668161, 0.6213736956771012, 0.5390979450226848, 0.21949602122015915, 0.26037787891325337, 0.019533615990308905, 0.4856554564172958, 0.6195822454308094, 0.43204839617332585, 0.5569757954854501]","[[0.9896772317534167, 0.6898879266428936, 0.512275664034458, 0.19069702079820125, 0.27754081482570964, 0.0007951653944020356, 0.5161290322580645, 0.6257567418822234, 0.4510294117647059, 0.5907976345016588], [0.0017346053772766695, 0.0023014959723820483, 0.8922495274102079, 0.7028301886792453, 0.0022123893805309734, 0.3924050632911392, 0.004608294930875576, 0.5051020408163265, 0.012987012987012988, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",7,0.5317721688887652,0.8842352941737456,0.47668159044877945,0.2285768214420536,0.36205185158124187,"[0.49552688172043013, 0.2285768214420536]","[0.84696799900386, 0.6949891067538126, 0.5842006938884441, 0.35915119363395226, 0.1747345193766377, 0.03815869170199879, 0.45175017158544956, 0.7075718015665796, 0.19231851435002814, 0.5749252107696492]","[[0.9886594940389648, 0.771650534895568, 0.5586503948312993, 0.3589094997189432, 0.1862038535078688, 0.00715648854961832, 0.47438330170777987, 0.7085855806274078, 0.19411764705882353, 0.6098370113947786], [0.0017346053772766695, 0.0023014959723820483, 0.9206049149338374, 0.3632075471698113, 0.0022123893805309734, 0.6550632911392406, 0.0944700460829493, 0.6887755102040817, 0.1525974025974026, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",8,0.5003451344405904,0.9032941177031573,0.5853720285683829,0.22140430351075877,0.4172111123288561,"[0.6130179211469534, 0.22140430351075877]","[0.8309052421865272, 0.7827084049994266, 0.7514011208967174, 0.4259946949602122, 0.742518273341608, 0.14900060569351908, 0.6761839396019218, 0.7028720626631854, 0.26730444569499157, 0.40943704106608647]","[[0.9699040418726373, 0.869077941925624, 0.7418521177315147, 0.4328274311410905, 0.7917340785409619, 0.11561704834605598, 0.7143482703255, 0.7043203082003302, 0.27676470588235297, 0.4342997259483629], [0.0017346053772766695, 0.0023014959723820483, 0.8771266540642723, 0.3113207547169811, 0.0022123893805309734, 0.8132911392405063, 0.07373271889400922, 0.6760204081632653, 0.05844155844155844, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",9,0.47634651979278114,0.9077647057421068,0.5684628504423835,0.2399018497546244,0.416660602296667,"[0.5934193548387097, 0.2399018497546244]","[0.8351388370065994, 0.7397087489966747, 0.7586068855084067, 0.40649867374005305, 0.7222452075575783, 0.11947304663840097, 0.6061770761839396, 0.7171018276762402, 0.25619020821609456, 0.4076692956214305]","[[0.9748473393428322, 0.8213194090677535, 0.7447236180904523, 0.4190556492411467, 0.770113251948816, 0.08810432569974555, 0.6442855057655816, 0.71505228398459, 0.24544117647058825, 0.43242463579979806], [0.0017346053772766695, 0.0023014959723820483, 0.941398865784499, 0.1957547169811321, 0.0022123893805309734, 0.7436708860759493, 0.004608294930875576, 0.7551020408163265, 0.4935064935064935, 0.0]]",
1.0,,,,,15,128,1337,"[""mnist28"", ""usps16""]","{""total"": 4250, ""class_counts"": [425, 425, 425, 425, 425, 425, 425, 425, 425, 425], ""group_counts"": [250, 4000], ""group_class_counts"": [[25, 25, 25, 25, 25, 25, 25, 25, 25, 25], [400, 400, 400, 400, 400, 400, 400, 400, 400, 400]]}","{""total"": 75048, ""class_counts"": [8031, 8721, 7494, 7540, 7251, 6604, 7285, 7660, 7108, 7354], ""group_counts"": [69750, 5298], ""group_class_counts"": [[6878, 7852, 6965, 7116, 6799, 6288, 6851, 7268, 6800, 6933], [1153, 869, 529, 424, 452, 316, 434, 392, 308, 421]]}",10,0.4591914054505965,0.9122352939493515,0.6333946274384394,0.2434881087202718,0.4532494307042219,"[0.663010752688172, 0.2434881087202718]","[0.8294110322500311, 0.7428047242288728, 0.7324526287696824, 0.4586206896551724, 0.6826644600744725, 0.4809206541490006, 0.7133836650652025, 0.6263707571801567, 0.4625773776027012, 0.5493608920315475]","[[0.9681593486478628, 0.8247580234335201, 0.7173007896625987, 0.4647273749297358, 0.7279011619355787, 0.4710559796437659, 0.7555101445044519, 0.622041827187672, 0.46455882352941175, 0.5827203230924564], [0.0017346053772766695, 0.0023014959723820483, 0.9319470699432892, 0.3561320754716981, 0.0022123893805309734, 0.6772151898734177, 0.04838709677419355, 0.7066326530612245, 0.41883116883116883, 0.0]]",
