method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
Reweigh,42,g0,533,52482,0.8630393996247655,0.5781993603989376,0.3506233412239484,0.306561,0.04406234122394842
Reweigh,42,g1,530,52482,0.7943396226415095,0.6088031149483664,0.36330831952147047,0.270789,0.09251931952147047
Reweigh,42,g2,2338,52482,0.7412318220701454,0.6031844219398346,0.42708555626196165,0.264331,0.16275455626196167
Reweigh,1337,g0,533,52482,0.874296435272045,0.5195290951900436,0.3344096369083838,0.306561,0.02784863690838385
Reweigh,1337,g1,530,52482,0.8226415094339623,0.6308973447131342,0.39121521478343124,0.270789,0.12042621478343124
Reweigh,1337,g2,2338,52482,0.795551753635586,0.6236960594563217,0.44543402087679523,0.264331,0.18110302087679525
Reweigh,7,g0,533,52482,0.8405253283302064,0.5857449823983907,0.4842790518830485,0.306561,0.1777180518830485
Reweigh,7,g1,530,52482,0.7924528301886793,0.5951388888888889,0.38686861174341997,0.270789,0.11607961174341996
Reweigh,7,g2,2338,52482,0.7574850299401198,0.6028101941446499,0.4632032011372077,0.264331,0.19887220113720772
Reweigh,2024,g0,533,52482,0.8030018761726079,0.6036613434368471,0.3668161305453887,0.306561,0.060255130545388724
Reweigh,2024,g1,530,52482,0.8075471698113208,0.608306283329469,0.3968627006166948,0.270789,0.12607370061669482
Reweigh,2024,g2,2338,52482,0.781437125748503,0.6188507631962201,0.460328538730817,0.264331,0.19599753873081704
Reweigh,31337,g0,533,52482,0.8574108818011257,0.626750700280112,0.41557024333699855,0.306561,0.10900924333699857
Reweigh,31337,g1,530,52482,0.7716981132075472,0.6004137303649425,0.3813763034014901,0.270789,0.11058730340149009
Reweigh,31337,g2,2338,52482,0.7331052181351583,0.5947790843399196,0.45623659357756485,0.264331,0.19190559357756487
Reweigh,11,g0,533,52482,0.8649155722326454,0.5446606549596583,0.3302133206145289,0.306561,0.023652320614528932
Reweigh,11,g1,530,52482,0.8603773584905661,0.6523049645390071,0.38465418160524006,0.270789,0.11386518160524006
Reweigh,11,g2,2338,52482,0.7835757057313943,0.613861993691379,0.4890230394058548,0.264331,0.2246920394058548
Reweigh,22,g0,533,52482,0.8799249530956847,0.468063872255489,0.33745662448665664,0.306561,0.03089562448665667
Reweigh,22,g1,530,52482,0.8811320754716981,0.6213384139080733,0.3520315159779956,0.270789,0.08124251597799559
Reweigh,22,g2,2338,52482,0.80196749358426,0.6303708775026933,0.4430886682495794,0.264331,0.1787576682495794
Reweigh,33,g0,533,52482,0.8273921200750469,0.6306640154254037,0.38619004055358797,0.306561,0.07962904055358799
Reweigh,33,g1,530,52482,0.7886792452830189,0.6219011949349028,0.4035673520931939,0.270789,0.13277835209319389
Reweigh,33,g2,2338,52482,0.7455089820359282,0.6029306028384078,0.4692553484753026,0.264331,0.2049243484753026
Reweigh,44,g0,533,52482,0.8386491557223265,0.5962121212121212,0.3712696014347837,0.306561,0.06470860143478374
Reweigh,44,g1,530,52482,0.809433962264151,0.6410538385714573,0.39051804139524837,0.270789,0.11972904139524837
Reweigh,44,g2,2338,52482,0.7365269461077845,0.5950285688576955,0.46074263218525796,0.264331,0.19641163218525798
Reweigh,55,g0,533,52482,0.8555347091932458,0.6303711509190961,0.35772105576359103,0.306561,0.05116005576359106
Reweigh,55,g1,530,52482,0.7981132075471699,0.5868394786498518,0.3517221870252265,0.270789,0.0809331870252265
Reweigh,55,g2,2338,52482,0.7686056458511549,0.6128327448648665,0.4069989701435034,0.264331,0.1426679701435034
FlexMoE,42,g0,533,536354,0.8686679174484052,0.5916513440154102,0.6595408279050359,0.306561,0.3529798279050359
FlexMoE,42,g1,530,536354,0.8584905660377359,0.596737377119031,0.6718037768354955,0.270789,0.4010147768354955
FlexMoE,42,g2,2338,536354,0.8229255774165953,0.5937680991544075,0.6826027938195841,0.264331,0.4182717938195841
FlexMoE,1337,g0,533,536354,0.8799249530956847,0.468063872255489,0.6376916505606045,0.306561,0.33113065056060453
FlexMoE,1337,g1,530,536354,0.9,0.4736842105263158,0.6440797915998495,0.270789,0.3732907915998495
FlexMoE,1337,g2,2338,536354,0.8969204448246364,0.4728297632468997,0.6439320878966228,0.264331,0.37960108789662284
FlexMoE,7,g0,533,536354,0.797373358348968,0.6325076608784475,0.8757108699385847,0.306561,0.5691498699385847
FlexMoE,7,g1,530,536354,0.8169811320754717,0.5984189846819613,0.7566195660403425,0.270789,0.4858305660403425
FlexMoE,7,g2,2338,536354,0.7596236099230111,0.6003379903323571,0.5125270181967984,0.264331,0.24819601819679837
FlexMoE,2024,g0,533,536354,0.7223264540337712,0.5897441231537341,0.5368820233989483,0.306561,0.23032102339894833
FlexMoE,2024,g1,530,536354,0.7660377358490567,0.6056547619047619,0.4137586754151754,0.270789,0.1429696754151754
FlexMoE,2024,g2,2338,536354,0.7074422583404619,0.5855319016592284,0.49721107116176994,0.264331,0.23288007116176995
FlexMoE,31337,g0,533,536354,0.801125703564728,0.602014652014652,1.6699815976421633,0.306561,1.3634205976421634
FlexMoE,31337,g1,530,536354,0.7773584905660378,0.570100910115758,0.8272268818328585,0.270789,0.5564378818328586
FlexMoE,31337,g2,2338,536354,0.7643284858853722,0.6056762336793742,0.5433786567989053,0.264331,0.2790476567989053
FlexMoE,11,g0,533,536354,0.8123827392120075,0.6284782245023142,1.4801988449682788,0.306561,1.1736378449682787
FlexMoE,11,g1,530,536354,0.7660377358490567,0.5813906086779281,0.6648270767311506,0.270789,0.3940380767311506
FlexMoE,11,g2,2338,536354,0.7835757057313943,0.6161876100636275,0.4931929331195892,0.264331,0.22886193311958924
FlexMoE,22,g0,533,536354,0.799249530956848,0.5679109622771594,0.8469925547348193,0.306561,0.5404315547348193
FlexMoE,22,g1,530,536354,0.7358490566037735,0.5750870441634598,0.5930363179411284,0.270789,0.32224731794112843
FlexMoE,22,g2,2338,536354,0.7587681779298546,0.6100000354913241,0.4813909658674092,0.264331,0.21705996586740922
FlexMoE,33,g0,533,536354,0.7673545966228893,0.5855781289189868,1.5252287495905277,0.306561,1.2186677495905278
FlexMoE,33,g1,530,536354,0.8150943396226416,0.5967391304347825,0.5761266795719758,0.270789,0.30533767957197583
FlexMoE,33,g2,2338,536354,0.7540633019674936,0.599303733046004,0.5001333015103607,0.264331,0.23580230151036075
FlexMoE,44,g0,533,536354,0.874296435272045,0.5073597373394584,0.6623243283599224,0.306561,0.3557633283599224
FlexMoE,44,g1,530,536354,0.9,0.4736842105263158,0.6567828993752317,0.270789,0.3859938993752317
FlexMoE,44,g2,2338,536354,0.8849443969204448,0.5311041741377472,0.6656010003045035,0.264331,0.40127000030450355
FlexMoE,55,g0,533,536354,0.8217636022514071,0.5866024411152386,0.6459386324681216,0.306561,0.3393776324681216
FlexMoE,55,g1,530,536354,0.7905660377358491,0.580609517020139,0.6496993884163083,0.270789,0.37891038841630825
FlexMoE,55,g2,2338,536354,0.7681779298545766,0.5687086813988695,0.675332182079834,0.264331,0.41100118207983405
REMIND,42,g0,533,52482,0.8236397748592871,0.6312341753518225,0.43490091503545525,0.306561,0.12833991503545528
REMIND,42,g1,530,52482,0.7962264150943397,0.5759246088193457,0.3997138337665105,0.270789,0.12892483376651048
REMIND,42,g2,2338,52482,0.742087254063302,0.5956473292711084,0.46883113670261606,0.264331,0.20450013670261608
REMIND,1337,g0,533,52482,0.8086303939962477,0.5590325092466419,1.0021470020923393,0.306561,0.6955860020923393
REMIND,1337,g1,530,52482,0.7867924528301887,0.5684256797169437,0.7169929097375927,0.270789,0.44620390973759266
REMIND,1337,g2,2338,52482,0.7523524379811805,0.6006499569438926,0.5652959845055602,0.264331,0.3009649845055602
REMIND,7,g0,533,52482,0.7954971857410882,0.6092086234150608,0.4053959958867673,0.306561,0.09883499588676731
REMIND,7,g1,530,52482,0.8037735849056604,0.5821203299369239,0.36644524569240977,0.270789,0.09565624569240977
REMIND,7,g2,2338,52482,0.7532078699743371,0.6060321190069631,0.4346507783539309,0.264331,0.17031977835393092
REMIND,2024,g0,533,52482,0.7729831144465291,0.5825398572066619,0.7242191918685924,0.306561,0.41765819186859243
REMIND,2024,g1,530,52482,0.8226415094339623,0.5984977918184455,0.5838123651025288,0.270789,0.31302336510252876
REMIND,2024,g2,2338,52482,0.7416595380667237,0.5946494899218665,0.48126813484403325,0.264331,0.21693713484403326
REMIND,31337,g0,533,52482,0.8217636022514071,0.5919461032001225,0.5712496318834003,0.306561,0.2646886318834003
REMIND,31337,g1,530,52482,0.8113207547169812,0.5981926249393498,0.4447771147570298,0.270789,0.1739881147570298
REMIND,31337,g2,2338,52482,0.739093242087254,0.5912831059022047,0.47979876907135127,0.264331,0.2154677690713513
REMIND,11,g0,533,52482,0.8030018761726079,0.6272305222702537,0.39378074320788037,0.306561,0.0872197432078804
REMIND,11,g1,530,52482,0.8169811320754717,0.621258444514841,0.34982007065840626,0.270789,0.07903107065840626
REMIND,11,g2,2338,52482,0.7557741659538066,0.6068358247021151,0.4225873002145914,0.264331,0.15825630021459142
REMIND,22,g0,533,52482,0.8030018761726079,0.5547201336675021,0.7179160966074694,0.306561,0.4113550966074694
REMIND,22,g1,530,52482,0.7924528301886793,0.5865951894712956,0.5779270871431968,0.270789,0.30713808714319685
REMIND,22,g2,2338,52482,0.7536355859709153,0.6003347637956516,0.46429972980164763,0.264331,0.19996872980164765
REMIND,33,g0,533,52482,0.8105065666041276,0.6146224828010795,0.8613755772528121,0.306561,0.5548145772528121
REMIND,33,g1,530,52482,0.8,0.6016280916723395,0.5431854692300865,0.270789,0.2723964692300865
REMIND,33,g2,2338,52482,0.7801539777587682,0.6213882083698796,0.46570812658316557,0.264331,0.2013771265831656
REMIND,44,g0,533,52482,0.7879924953095685,0.5779711729134698,0.8524665339872084,0.306561,0.5459055339872084
REMIND,44,g1,530,52482,0.779245283018868,0.5758869031741798,0.5801968244912968,0.270789,0.30940782449129683
REMIND,44,g2,2338,52482,0.7433704020530368,0.5927018489268792,0.5114903368484639,0.264331,0.24715933684846392
REMIND,55,g0,533,52482,0.8330206378986866,0.6075467639588659,1.0782912526842476,0.306561,0.7717302526842477
REMIND,55,g1,530,52482,0.809433962264151,0.5917822635379888,0.7111036582245608,0.270789,0.4403146582245608
REMIND,55,g2,2338,52482,0.7459366980325064,0.5899553571428572,0.613811531901796,0.264331,0.34948053190179607
