method,seed,group,n,n_params,accuracy,macro_f1,loss,R_star,excess_loss
REMIND,42,g0,533,53250,0.6848030018761726,0.5792105263157895,0.5345448011938242,0.306561,0.22798380119382422
REMIND,42,g1,530,53250,0.9,0.4736842105263158,0.5591560065746307,0.270789,0.2883670065746307
REMIND,42,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6228589292414888,0.264331,0.3585279292414888
REMIND,1337,g0,533,53250,0.7335834896810507,0.6013168984407922,0.4780934513799888,0.306561,0.17153245137998885
REMIND,1337,g1,530,53250,0.9,0.4736842105263158,0.6147927463054657,0.270789,0.34400374630546565
REMIND,1337,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6135337339750817,0.264331,0.3492027339750817
REMIND,7,g0,533,53250,0.7204502814258912,0.5718598545497674,0.6194152823132543,0.306561,0.3128542823132543
REMIND,7,g1,530,53250,0.9,0.4736842105263158,0.5537250697612762,0.270789,0.2829360697612762
REMIND,7,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6102507300770518,0.264331,0.3459197300770518
REMIND,2024,g0,533,53250,0.7110694183864915,0.5834754191531686,0.5178412023799253,0.306561,0.21128020237992529
REMIND,2024,g1,530,53250,0.9,0.4736842105263158,0.5875475168228149,0.270789,0.3167585168228149
REMIND,2024,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6269708047369997,0.264331,0.36263980473699975
REMIND,31337,g0,533,53250,0.7110694183864915,0.5930894308943089,0.5299037044512839,0.306561,0.2233427044512839
REMIND,31337,g1,530,53250,0.9,0.4736842105263158,0.5624085606269117,0.270789,0.2916195606269117
REMIND,31337,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6186774838062512,0.264331,0.3543464838062512
REMIND,11,g0,533,53250,0.7354596622889306,0.6151624548736462,0.4988404363108342,0.306561,0.19227943631083422
REMIND,11,g1,530,53250,0.9,0.4736842105263158,0.6105075657367707,0.270789,0.3397185657367707
REMIND,11,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6633582528428811,0.264331,0.3990272528428811
REMIND,22,g0,533,53250,0.7335834896810507,0.5960569574313651,0.5707938914401467,0.306561,0.2642328914401467
REMIND,22,g1,530,53250,0.9,0.4736842105263158,0.558846527338028,0.270789,0.288057527338028
REMIND,22,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6422671338398299,0.264331,0.37793613383982994
REMIND,33,g0,533,53250,0.7354596622889306,0.6151624548736462,0.45410973734552595,0.306561,0.14754873734552598
REMIND,33,g1,530,53250,0.9,0.4736842105263158,0.5184237867593765,0.270789,0.2476347867593765
REMIND,33,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.5805508201197745,0.264331,0.31621982011977456
REMIND,44,g0,533,53250,0.6960600375234521,0.5857989868754316,0.4979723754355738,0.306561,0.19141137543557385
REMIND,44,g1,530,53250,0.9,0.4736842105263158,0.5883679151535034,0.270789,0.3175789151535034
REMIND,44,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6464266435930727,0.264331,0.3820956435930727
REMIND,55,g0,533,53250,0.7223264540337712,0.6089430894308943,0.5130349502565232,0.306561,0.20647395025652326
REMIND,55,g1,530,53250,0.9,0.4736842105263158,0.6079637168713335,0.270789,0.33717471687133355
REMIND,55,g2,2338,53250,0.8969204448246364,0.4728297632468997,0.6447775047033438,0.264331,0.38044650470334385
