config,dataset_info,groupdro_config,start_time,epoch,train_loss,train_acc,learning_rate,test_overall_acc,test_balanced_acc,test_worst_group_acc,test_best_group_acc,test_worst_group_bal_acc,test_per_group_bal_acc,test_per_group_acc,test_per_group_loss,test_per_class_acc,test_per_group_per_class_acc,test_per_group_counts,test_overall_auroc,test_per_group_sensitivity,test_per_group_specificity,test_per_group_f1,test_per_group_auroc,groupdro_weights,groupdro_pi
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,1,1.4319827900244613,0.5725111440953315,0.001,0.6689209056159953,0.6543439107534111,0.6358490566037736,0.6817792985457656,0.7138364779874213,"[0.7377898454157783, 0.7138364779874213, 0.7179373022515865]","[0.6454033771106942, 0.6358490566037736, 0.6817792985457656]","[0.6064382192956573, 0.6347946620774719, 0.5775730038512661]","[0.654945777193559, 0.7877094972067039]","[[0.6162046908315565, 0.859375], [0.6163522012578616, 0.8113207547169812], [0.6723891273247496, 0.7634854771784232]]","[533, 530, 2338]",0.7749923351881872,"[0.859375, 0.8113207547169812, 0.7634854771784232]","[0.6162046908315565, 0.6163522012578616, 0.6723891273247496]","[0.36789297658862874, 0.30824372759856633, 0.33093525179856115]","[0.7749866737739872, 0.7375103832918002, 0.7822318783799025]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,2,0.673122175150782,0.6890044576168769,0.001,0.6177594825051456,0.612147823719618,0.5816135084427767,0.6320754716981132,0.7144132004424419,"[0.7150353144989339, 0.728511530398323, 0.7144132004424419]","[0.5816135084427767, 0.6320754716981132, 0.6227544910179641]","[0.6502282722568311, 0.598538698241958, 0.6121037865027313]","[0.5911929017417022, 0.8435754189944135]","[[0.5394456289978679, 0.890625], [0.6079664570230608, 0.8490566037735849], [0.5989508822126848, 0.8298755186721992]]","[533, 530, 2338]",0.7974337108520884,"[0.890625, 0.8490566037735849, 0.8298755186721992]","[0.5394456289978679, 0.6079664570230608, 0.5989508822126848]","[0.33827893175074186, 0.31578947368421056, 0.31201248049922]","[0.795109275053305, 0.7759186741030812, 0.8026819582212882]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,3,0.5646301598286735,0.68506686480226,0.001,0.6915613054983828,0.6838106696747445,0.6416510318949343,0.7113207547169811,0.7054507337526206,"[0.7424040511727079, 0.7054507337526206, 0.7327450596287524]","[0.6416510318949343, 0.7113207547169811, 0.6984602224123182]","[0.6138254069700474, 0.5070680593544582, 0.5266129756617217]","[0.6809069996713769, 0.7821229050279329]","[[0.6098081023454158, 0.875], [0.7127882599580713, 0.6981132075471698], [0.6895565092989986, 0.7759336099585062]]","[533, 530, 2338]",0.8029982724340321,"[0.875, 0.6981132075471698, 0.7759336099585062]","[0.6098081023454158, 0.7127882599580713, 0.6895565092989986]","[0.36963696369636967, 0.32599118942731276, 0.3466172381835032]","[0.8021888326226013, 0.7813377635378347, 0.8090455244302768]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,4,0.5069055170130765,0.6969539375928677,0.001,0.6157012643340194,0.6320066097608114,0.6013686911890505,0.6830188679245283,0.6897274633123689,"[0.7320928837953091, 0.6897274633123689, 0.7208539367640395]","[0.6116322701688556, 0.6830188679245283, 0.6013686911890505]","[0.6438150680650159, 0.5262051264070114, 0.6615407282010142]","[0.5882352941176471, 0.8491620111731844]","[[0.5735607675906184, 0.890625], [0.6813417190775681, 0.6981132075471698], [0.5703385789222699, 0.8713692946058091]]","[533, 530, 2338]",0.8000099137685723,"[0.890625, 0.6981132075471698, 0.8713692946058091]","[0.5735607675906184, 0.6813417190775681, 0.5703385789222699]","[0.3551401869158878, 0.30578512396694213, 0.3106508875739645]","[0.8012393390191898, 0.7800719908231479, 0.8102743100695124]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,5,0.481262613237347,0.6961367013195826,0.001,0.6830344016465746,0.673747737226578,0.6396226415094339,0.6911890504704876,0.7243186582809225,"[0.736390591684435, 0.7243186582809225, 0.7360366617396518]","[0.6904315196998124, 0.6396226415094339, 0.6911890504704876]","[0.5194621096927792, 0.6220885938736347, 0.535539941627204]","[0.6694051922444956, 0.7988826815642458]","[[0.67590618336887, 0.796875], [0.6184486373165619, 0.8301886792452831], [0.6795422031473534, 0.7925311203319502]]","[533, 530, 2338]",0.802481930320894,"[0.796875, 0.8301886792452831, 0.7925311203319502]","[0.67590618336887, 0.6184486373165619, 0.6795422031473534]","[0.3820224719101124, 0.3154121863799283, 0.34601449275362317]","[0.7900453091684434, 0.7828013132391914, 0.8126171155394885]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,6,0.4596935602920725,0.7031203565944711,0.001,0.7247868274037048,0.6912624254129004,0.5909943714821764,0.7544910179640718,0.7064989517819706,"[0.7203658049040511, 0.7064989517819706, 0.7382726162844767]","[0.5909943714821764, 0.7283018867924528, 0.7544910179640718]","[0.680384387704238, 0.4509355973777414, 0.4494113598396911]","[0.7226421294774893, 0.7430167597765364]","[[0.5501066098081023, 0.890625], [0.7337526205450734, 0.6792452830188679], [0.7587029089175011, 0.7178423236514523]]","[533, 530, 2338]",0.8015414992188318,"[0.890625, 0.6792452830188679, 0.7178423236514523]","[0.5501066098081023, 0.7337526205450734, 0.7587029089175011]","[0.3433734939759036, 0.3333333333333333, 0.3760869565217391]","[0.7937266791044775, 0.7850955262845616, 0.8132423913237048]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,7,0.4436421599731757,0.7061664190547428,0.001,0.7262569832402235,0.7074007096228644,0.6641651031894934,0.7429426860564585,0.7159329140461216,"[0.7214652185501066, 0.7159329140461216, 0.7373436068519145]","[0.6641651031894934, 0.7150943396226415, 0.7429426860564585]","[0.5479497120455327, 0.47423566620937496, 0.4718181583858107]","[0.7246138678935261, 0.7402234636871509]","[[0.6460554371002132, 0.796875], [0.7148846960167715, 0.7169811320754716], [0.7443967572722937, 0.7302904564315352]]","[533, 530, 2338]",0.8039313600038186,"[0.796875, 0.7169811320754716, 0.7302904564315352]","[0.6460554371002132, 0.7148846960167715, 0.7443967572722937]","[0.36298932384341637, 0.3348017621145375, 0.36935991605456453]","[0.7912113539445629, 0.779953324631146, 0.8137034332785228]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,8,0.42934112191023127,0.7126300148411279,0.001,0.661570126433402,0.6828792928194677,0.6428571428571429,0.7603773584905661,0.7075471698113207,"[0.7242970415778252, 0.7075471698113207, 0.7439822152571249]","[0.6454033771106942, 0.7603773584905661, 0.6428571428571429]","[0.5749528828692075, 0.42491953335219185, 0.6024979929188967]","[0.6418008544199802, 0.8296089385474861]","[[0.6204690831556503, 0.828125], [0.7735849056603774, 0.6415094339622641], [0.6165951359084406, 0.8713692946058091]]","[533, 530, 2338]",0.7965951712603522,"[0.828125, 0.6415094339622641, 0.8713692946058091]","[0.6204690831556503, 0.7735849056603774, 0.6165951359084406]","[0.359322033898305, 0.3487179487179487, 0.33466135458167334]","[0.7783515458422176, 0.7793204382738025, 0.8123203074140691]",,
"{""run_name"": ""nhanes_disjoint_pergroup_gdro"", ""seed"": 1337, ""run_dir"": ""runs/matrix_nhanes_disjoint/AnchorsOnly_s1337"", ""feature_mode"": ""disjoint"", ""use_nhanes"": true, ""num_classes"": 2, ""stratified_batching"": true, ""train_frac"": 0.8, ""use_post_pandemic"": true, ""data_split_seed"": 100, ""batch_size"": 128, ""num_workers"": 0, ""epochs"": 100, ""early_stopping_patience"": 25, ""lr"": 0.001, ""weight_decay"": 0.0001, ""optimizer"": ""adam"", ""grad_clip"": 1.0, ""lr_scheduler"": ""cosine"", ""lr_min"": 1e-05, ""latent_dim"": 64, ""head_hidden"": 32, ""common_encoder"": false, ""groups"": [{""name"": ""survey_only"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""exam"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}, {""name"": ""vitals_labs"", ""encoder"": ""mlp_tabular_ln"", ""input_dim"": 15, ""hidden_dim"": 64, ""dropout"": 0.1}], ""anchor_eps"": 0.0001, ""sep_samples_per_class"": 4, ""sep_method"": ""classifier"", ""sep_margin"": 1.0, ""lambda_fit"": 0.1, ""lambda_sep"": 0.1, ""groupdro_enabled"": false, ""groupdro_eta"": 1.0, ""groupdro_gamma"": 0.9, ""groupdro_update_mode"": ""softmax"", ""groupdro_objective"": ""weighted"", ""groupdro_kl_lambda"": 0.0, ""groupdro_uniform_init"": false, ""log_interval"": 20, ""save_every"": 10, ""use_regret"": false}","{""num_groups"": 3, ""num_classes"": 2, ""train_total"": 13604, ""test_total"": 3401, ""train_group_counts"": [2133, 2118, 9353], ""test_group_counts"": [533, 530, 2338], ""train_class_counts"": [12174, 1430], ""test_class_counts"": [3043, 358], ""train_group_class_counts"": [[1876, 257], [1908, 210], [8390, 963]], ""test_group_class_counts"": [[469, 64], [477, 53], [2097, 241]], ""group_proportions"": [0.15679211996471626, 0.15568950308732726, 0.6875183769479565], ""group_names"": [""survey_only"", ""exam"", ""vitals_labs""], ""group_feature_counts"": {""0"": 15, ""1"": 15, ""2"": 15}, ""max_features"": 25, ""feature_mode"": ""disjoint""}",,2026-09-08T03:45:44.492823,9,0.4162722186737571,0.7101783061098379,0.001,0.6718612172890326,0.6727851095016443,0.649155722326454,0.6981132075471698,0.6981132075471698,"[0.7331756396588487, 0.6981132075471698, 0.7395201997716556]","[0.649155722326454, 0.6981132075471698, 0.6710863986313088]","[0.5957048513129787, 0.5116125745654879, 0.5574255992892063]","[0.655603023332238, 0.8100558659217877]","[[0.6226012793176973, 0.84375], [0.6981132075471698, 0.6981132075471698], [0.6533142584644731, 0.8257261410788381]]","[533, 530, 2338]",0.8024956994439111,"[0.84375, 0.6981132075471698, 0.8257261410788381]","[0.6226012793176973, 0.6981132075471698, 0.6533142584644731]","[0.36610169491525424, 0.3162393162393162, 0.3410454155955442]","[0.7909781449893389, 0.7661089355642579, 0.8157197498105375]",,
