method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
Shared_Anchors,31337,g0,533,0.69043,0.58568,0.52518,0.27883,0.24634
Shared_Anchors,31337,g1,530,0.73774,0.5945,0.45615,0.23939,0.21677
Shared_Anchors,31337,g2,2338,0.69247,0.56855,0.52162,0.25011,0.27151
Shared_Anchors,11,g0,533,0.69794,0.58944,0.52152,0.27883,0.24268
Shared_Anchors,11,g1,530,0.73585,0.58726,0.46524,0.23939,0.22586
Shared_Anchors,11,g2,2338,0.70145,0.57424,0.52355,0.25011,0.27343
Shared_Anchors,22,g0,533,0.70544,0.58866,0.48432,0.27883,0.20548
Shared_Anchors,22,g1,530,0.76038,0.60715,0.41461,0.23939,0.17522
Shared_Anchors,22,g2,2338,0.72498,0.58464,0.47415,0.25011,0.22404
Shared_Anchors,33,g0,533,0.71857,0.60589,0.51049,0.27883,0.23166
Shared_Anchors,33,g1,530,0.76604,0.62081,0.45622,0.23939,0.21684
Shared_Anchors,33,g2,2338,0.7207,0.58558,0.50934,0.25011,0.25923
Shared_Anchors,44,g0,533,0.71107,0.60202,0.4777,0.27883,0.19887
Shared_Anchors,44,g1,530,0.7566,0.60097,0.41439,0.23939,0.17501
Shared_Anchors,44,g2,2338,0.71814,0.58117,0.46979,0.25011,0.21968
Shared_Anchors,55,g0,533,0.71295,0.60135,0.48355,0.27883,0.20472
Shared_Anchors,55,g1,530,0.76226,0.60873,0.42137,0.23939,0.18198
Shared_Anchors,55,g2,2338,0.71685,0.58139,0.47761,0.25011,0.2275
AnchorsOnly,42,g0,533,0.70356,0.59388,0.49297,0.27883,0.21414
AnchorsOnly,42,g1,530,0.75283,0.60091,0.44051,0.23939,0.20113
AnchorsOnly,42,g2,2338,0.70659,0.57874,0.49552,0.25011,0.2454
AnchorsOnly,1337,g0,533,0.77861,0.64499,0.43615,0.27883,0.15732
AnchorsOnly,1337,g1,530,0.7717,0.61675,0.4368,0.23939,0.19742
AnchorsOnly,1337,g2,2338,0.7053,0.57889,0.48334,0.25011,0.23323
AnchorsOnly,7,g0,533,0.68668,0.57635,0.51296,0.27883,0.23412
AnchorsOnly,7,g1,530,0.76981,0.62972,0.41391,0.23939,0.17453
AnchorsOnly,7,g2,2338,0.69889,0.57782,0.51334,0.25011,0.26323
AnchorsOnly,2024,g0,533,0.69981,0.58426,0.50641,0.27883,0.22757
AnchorsOnly,2024,g1,530,0.79245,0.60715,0.3879,0.23939,0.14852
AnchorsOnly,2024,g2,2338,0.68092,0.56207,0.56378,0.25011,0.31367
AnchorsOnly,31337,g0,533,0.67355,0.56848,0.50887,0.27883,0.23004
AnchorsOnly,31337,g1,530,0.73019,0.54707,0.48994,0.23939,0.25055
AnchorsOnly,31337,g2,2338,0.70488,0.57968,0.53004,0.25011,0.27993
AnchorsOnly,11,g0,533,0.7167,0.59521,0.48626,0.27883,0.20743
AnchorsOnly,11,g1,530,0.79245,0.59514,0.3818,0.23939,0.14242
AnchorsOnly,11,g2,2338,0.69333,0.5703,0.5227,0.25011,0.27259
AnchorsOnly,22,g0,533,0.72795,0.58615,0.47812,0.27883,0.19929
AnchorsOnly,22,g1,530,0.74151,0.59176,0.52609,0.23939,0.28671
AnchorsOnly,22,g2,2338,0.74251,0.60667,0.48504,0.25011,0.23493
AnchorsOnly,33,g0,533,0.70544,0.58866,0.55509,0.27883,0.27626
AnchorsOnly,33,g1,530,0.7566,0.59466,0.50405,0.23939,0.26466
AnchorsOnly,33,g2,2338,0.70445,0.57596,0.51877,0.25011,0.26866
AnchorsOnly,44,g0,533,0.70356,0.58946,0.51143,0.27883,0.2326
AnchorsOnly,44,g1,530,0.74717,0.60213,0.48373,0.23939,0.24434
AnchorsOnly,44,g2,2338,0.70873,0.58266,0.49274,0.25011,0.24263
AnchorsOnly,55,g0,533,0.69981,0.58426,0.51375,0.27883,0.23492
AnchorsOnly,55,g1,530,0.76604,0.59227,0.41569,0.23939,0.1763
AnchorsOnly,55,g2,2338,0.71386,0.58263,0.53599,0.25011,0.28588
Shared_Anchors_GDRO,42,g0,533,0.77674,0.63519,0.41563,0.27883,0.13679
Shared_Anchors_GDRO,42,g1,530,0.82264,0.63903,0.34754,0.23939,0.10815
Shared_Anchors_GDRO,42,g2,2338,0.78571,0.61095,0.39726,0.25011,0.14715
Shared_Anchors_GDRO,1337,g0,533,0.80488,0.62897,0.39653,0.27883,0.1177
Shared_Anchors_GDRO,1337,g1,530,0.84528,0.60902,0.32985,0.23939,0.09047
Shared_Anchors_GDRO,1337,g2,2338,0.82635,0.63252,0.36635,0.25011,0.11624
Shared_Anchors_GDRO,7,g0,533,0.74484,0.61567,0.463,0.27883,0.18416
Shared_Anchors_GDRO,7,g1,530,0.81132,0.63568,0.36195,0.23939,0.12257
Shared_Anchors_GDRO,7,g2,2338,0.77459,0.61655,0.41973,0.25011,0.16962
Shared_Anchors_GDRO,2024,g0,533,0.76923,0.64169,0.45318,0.27883,0.17435
Shared_Anchors_GDRO,2024,g1,530,0.79434,0.60489,0.38831,0.23939,0.14893
Shared_Anchors_GDRO,2024,g2,2338,0.77374,0.61723,0.44044,0.25011,0.19033
Shared_Anchors_GDRO,31337,g0,533,0.76923,0.62293,0.46637,0.27883,0.18754
Shared_Anchors_GDRO,31337,g1,530,0.81509,0.63555,0.38251,0.23939,0.14312
Shared_Anchors_GDRO,31337,g2,2338,0.7793,0.61016,0.42527,0.25011,0.17516
Shared_Anchors_GDRO,11,g0,533,0.86867,0.62056,0.44361,0.27883,0.16478
Shared_Anchors_GDRO,11,g1,530,0.88868,0.59651,0.41228,0.23939,0.17289
Shared_Anchors_GDRO,11,g2,2338,0.8657,0.59791,0.43703,0.25011,0.18692
Shared_Anchors_GDRO,22,g0,533,0.80113,0.65187,0.40057,0.27883,0.12173
Shared_Anchors_GDRO,22,g1,530,0.83396,0.64221,0.33322,0.23939,0.09383
Shared_Anchors_GDRO,22,g2,2338,0.80539,0.62524,0.3734,0.25011,0.12329
Shared_Anchors_GDRO,33,g0,533,0.78612,0.64367,0.48845,0.27883,0.20962
Shared_Anchors_GDRO,33,g1,530,0.80943,0.63016,0.4557,0.23939,0.21632
Shared_Anchors_GDRO,33,g2,2338,0.77545,0.6061,0.49137,0.25011,0.24126
Shared_Anchors_GDRO,44,g0,533,0.80675,0.64129,0.39535,0.27883,0.11652
Shared_Anchors_GDRO,44,g1,530,0.84717,0.64254,0.32472,0.23939,0.08533
Shared_Anchors_GDRO,44,g2,2338,0.81437,0.62195,0.37171,0.25011,0.1216
Shared_Anchors_GDRO,55,g0,533,0.7636,0.62092,0.43897,0.27883,0.16014
Shared_Anchors_GDRO,55,g1,530,0.81698,0.60325,0.34948,0.23939,0.1101
Shared_Anchors_GDRO,55,g2,2338,0.79812,0.62842,0.39231,0.25011,0.1422
Ours_GDRO,42,g0,533,0.70732,0.5878,0.50704,0.27883,0.2282
Ours_GDRO,42,g1,530,0.77358,0.61525,0.44541,0.23939,0.20603
Ours_GDRO,42,g2,2338,0.7083,0.57833,0.52026,0.25011,0.27015
Ours_GDRO,1337,g0,533,0.79925,0.6408,0.40983,0.27883,0.13099
Ours_GDRO,1337,g1,530,0.77547,0.61366,0.50645,0.23939,0.26706
Ours_GDRO,1337,g2,2338,0.716,0.58012,0.51664,0.25011,0.26653
Ours_GDRO,7,g0,533,0.77111,0.57712,0.60553,0.27883,0.32669
Ours_GDRO,7,g1,530,0.84717,0.59883,0.35003,0.23939,0.11064
Ours_GDRO,7,g2,2338,0.74722,0.59512,0.61033,0.25011,0.36022
Ours_GDRO,2024,g0,533,0.79737,0.65415,0.43148,0.27883,0.15265
Ours_GDRO,2024,g1,530,0.88868,0.5427,0.52676,0.23939,0.28737
Ours_GDRO,2024,g2,2338,0.69803,0.56821,0.56967,0.25011,0.31956
Ours_GDRO,31337,g0,533,0.65103,0.56135,0.58565,0.27883,0.30681
Ours_GDRO,31337,g1,530,0.82453,0.60529,0.44025,0.23939,0.20086
Ours_GDRO,31337,g2,2338,0.68734,0.56742,0.53602,0.25011,0.28591
Ours_GDRO,11,g0,533,0.72983,0.60577,0.48491,0.27883,0.20608
Ours_GDRO,11,g1,530,0.79434,0.61998,0.43808,0.23939,0.19869
Ours_GDRO,11,g2,2338,0.7237,0.59268,0.51916,0.25011,0.26905
Ours_GDRO,22,g0,533,0.82927,0.6368,0.44886,0.27883,0.17003
Ours_GDRO,22,g1,530,0.80566,0.60228,0.40806,0.23939,0.16867
Ours_GDRO,22,g2,2338,0.75192,0.60822,0.47783,0.25011,0.22771
Ours_GDRO,33,g0,533,0.803,0.64108,0.44751,0.27883,0.16868
Ours_GDRO,33,g1,530,0.86038,0.61854,0.52383,0.23939,0.28444
Ours_GDRO,33,g2,2338,0.77673,0.56658,0.63001,0.25011,0.3799
Ours_GDRO,44,g0,533,0.7242,0.60121,0.50493,0.27883,0.22609
Ours_GDRO,44,g1,530,0.81509,0.61519,0.45153,0.23939,0.21215
Ours_GDRO,44,g2,2338,0.69076,0.56837,0.537,0.25011,0.28689
Ours_GDRO,55,g0,533,0.74859,0.62619,0.45385,0.27883,0.17502
Ours_GDRO,55,g1,530,0.80755,0.6427,0.41102,0.23939,0.17163
Ours_GDRO,55,g2,2338,0.76219,0.61684,0.45373,0.25011,0.20362
RegretDRO,42,g0,533,0.73546,0.60023,0.46678,0.27883,0.18794
RegretDRO,42,g1,530,0.77736,0.62166,0.4493,0.23939,0.20992
RegretDRO,42,g2,2338,0.71856,0.58392,0.50041,0.25011,0.2503
RegretDRO,1337,g0,533,0.77861,0.61897,0.40791,0.27883,0.12907
RegretDRO,1337,g1,530,0.81887,0.61426,0.43832,0.23939,0.19893
RegretDRO,1337,g2,2338,0.75577,0.60278,0.48292,0.25011,0.23281
RegretDRO,7,g0,533,0.75422,0.61838,0.45843,0.27883,0.17959
RegretDRO,7,g1,530,0.79245,0.6183,0.41616,0.23939,0.17678
RegretDRO,7,g2,2338,0.71985,0.58963,0.47048,0.25011,0.22037
RegretDRO,2024,g0,533,0.76735,0.62415,0.42856,0.27883,0.14973
RegretDRO,2024,g1,530,0.83962,0.6346,0.41538,0.23939,0.17599
RegretDRO,2024,g2,2338,0.73653,0.59249,0.47191,0.25011,0.2218
RegretDRO,31337,g0,533,0.75985,0.62317,0.45658,0.27883,0.17774
RegretDRO,31337,g1,530,0.80566,0.62664,0.42851,0.23939,0.18913
RegretDRO,31337,g2,2338,0.73653,0.60178,0.4839,0.25011,0.23378
RegretDRO,11,g0,533,0.73921,0.6059,0.48962,0.27883,0.21079
RegretDRO,11,g1,530,0.79434,0.63037,0.42495,0.23939,0.18556
RegretDRO,11,g2,2338,0.72797,0.59371,0.4728,0.25011,0.22269
RegretDRO,22,g0,533,0.75422,0.60441,0.42757,0.27883,0.14873
RegretDRO,22,g1,530,0.80566,0.59325,0.37595,0.23939,0.13657
RegretDRO,22,g2,2338,0.75192,0.61013,0.45815,0.25011,0.20804
RegretDRO,33,g0,533,0.74484,0.62061,0.46448,0.27883,0.18565
RegretDRO,33,g1,530,0.82453,0.61961,0.42739,0.23939,0.188
RegretDRO,33,g2,2338,0.73695,0.59537,0.46703,0.25011,0.21692
RegretDRO,44,g0,533,0.74296,0.61157,0.48063,0.27883,0.20179
RegretDRO,44,g1,530,0.82075,0.6067,0.40262,0.23939,0.16324
RegretDRO,44,g2,2338,0.76689,0.61208,0.4642,0.25011,0.21409
RegretDRO,55,g0,533,0.77674,0.62656,0.44804,0.27883,0.16921
RegretDRO,55,g1,530,0.79245,0.63194,0.40959,0.23939,0.17021
RegretDRO,55,g2,2338,0.73952,0.59994,0.46381,0.25011,0.2137
Ours_Regret,42,g0,533,0.80488,0.57753,0.54974,0.27883,0.2709
Ours_Regret,42,g1,530,0.76604,0.61191,0.47866,0.23939,0.23927
Ours_Regret,42,g2,2338,0.79769,0.61737,0.50915,0.25011,0.25904
Ours_Regret,1337,g0,533,0.78049,0.63573,0.45472,0.27883,0.17588
Ours_Regret,1337,g1,530,0.81132,0.59819,0.40707,0.23939,0.16769
Ours_Regret,1337,g2,2338,0.7237,0.5855,0.51514,0.25011,0.26502
Ours_Regret,7,g0,533,0.76548,0.58038,0.60139,0.27883,0.32256
Ours_Regret,7,g1,530,0.84906,0.60066,0.34932,0.23939,0.10994
Ours_Regret,7,g2,2338,0.73653,0.5899,0.60271,0.25011,0.3526
Ours_Regret,2024,g0,533,0.7242,0.59631,0.46911,0.27883,0.19028
Ours_Regret,2024,g1,530,0.79245,0.65018,0.39893,0.23939,0.15954
Ours_Regret,2024,g2,2338,0.66809,0.55971,0.52234,0.25011,0.27223
Ours_Regret,31337,g0,533,0.65666,0.56373,0.61764,0.27883,0.3388
Ours_Regret,31337,g1,530,0.74717,0.60772,0.4283,0.23939,0.18891
Ours_Regret,31337,g2,2338,0.67494,0.56282,0.50784,0.25011,0.25773
Ours_Regret,11,g0,533,0.72045,0.59333,0.48709,0.27883,0.20826
Ours_Regret,11,g1,530,0.80566,0.61494,0.37745,0.23939,0.13807
Ours_Regret,11,g2,2338,0.73353,0.59635,0.49367,0.25011,0.24356
Ours_Regret,22,g0,533,0.78799,0.61373,0.48134,0.27883,0.2025
Ours_Regret,22,g1,530,0.80943,0.60115,0.40099,0.23939,0.1616
Ours_Regret,22,g2,2338,0.75235,0.60857,0.48447,0.25011,0.23435
Ours_Regret,33,g0,533,0.80863,0.65292,0.49539,0.27883,0.21655
Ours_Regret,33,g1,530,0.84528,0.62555,0.42563,0.23939,0.18624
Ours_Regret,33,g2,2338,0.76604,0.60274,0.60081,0.25011,0.3507
Ours_Regret,44,g0,533,0.7242,0.60121,0.50248,0.27883,0.22364
Ours_Regret,44,g1,530,0.77736,0.612,0.44548,0.23939,0.20609
Ours_Regret,44,g2,2338,0.69889,0.57674,0.52736,0.25011,0.27725
Ours_Regret,55,g0,533,0.74672,0.59533,0.51499,0.27883,0.23616
Ours_Regret,55,g1,530,0.80943,0.63751,0.38875,0.23939,0.14936
Ours_Regret,55,g2,2338,0.7485,0.60854,0.46157,0.25011,0.21146
