method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
regret_only,2024,g1,276228,209,0.7177033424377441,0.4578412848370335,0.6673213839530945,0.6846005644225315,-0.017279180469436994
regret_only,2024,g2,276228,37,0.6486486792564392,0.2863485016648169,0.7912164926528931,0.7024396780319512,0.08877681462094189
regret_only,2024,g3,276228,128,0.6953125,0.43520499108734406,0.7214964628219604,0.7673795436520174,-0.04588308083005699
regret_only,2024,g4,276228,14665,0.7712922096252441,0.6904918676731435,0.5331515669822693,0.6238109850217399,-0.09065941803947064
regret_only,2024,g5,276228,14,0.7142857313156128,0.41428571428571426,1.002037525177002,0.8973705906662908,0.10466693451071118
regret_only,2024,g6,276228,10579,0.7798468470573425,0.737225263033047,0.5171336531639099,0.5871916648544888,-0.0700580116905789
ours,2024,g1,276228,209,0.6985645890235901,0.48397714316738155,0.6699437499046326,0.6846005644225315,-0.014656814517898908
ours,2024,g2,276228,37,0.6486486792564392,0.2863485016648169,0.8712319135665894,0.7024396780319512,0.16879223553463818
ours,2024,g3,276228,128,0.71875,0.5794642857142858,0.7296711206436157,0.7673795436520174,-0.037708423008401715
ours,2024,g4,276228,14665,0.771155834197998,0.6884107772461455,0.5392484664916992,0.6238109850217399,-0.08456251853004071
ours,2024,g5,276228,14,0.6428571939468384,0.36666666666666664,1.0689384937286377,0.8973705906662908,0.17156790306234693
ours,2024,g6,276228,10579,0.7803195118904114,0.7283222532088042,0.52188640832901,0.5871916648544888,-0.0653052565254788
