method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,42,g1,276228,209,0.7081339359283447,0.4697809425760696,0.6960825324058533,0.6846005644225315,0.011481967983321795
anchors_only,42,g2,276228,37,0.5405405759811401,0.2448979591836735,1.44717538356781,0.7024396780319512,0.7447357055358589
anchors_only,42,g3,276228,128,0.6015625,0.4479166666666667,1.010740041732788,0.7673795436520174,0.24336049808077065
anchors_only,42,g4,276228,14665,0.7379475235939026,0.5862102417154396,0.6206053495407104,0.6238109850217399,-0.0032056354810294785
anchors_only,42,g5,276228,14,0.5714285969734192,0.325,1.3126754760742188,0.8973705906662908,0.415304885407928
anchors_only,42,g6,276228,10579,0.7488420605659485,0.685376646778783,0.5942543745040894,0.5871916648544888,0.00706270964960054
align_only,42,g1,276228,209,0.7272726893424988,0.5344054580896686,0.6492611169815063,0.6846005644225315,-0.03533944744102513
align_only,42,g2,276228,37,0.6216216087341309,0.2756410256410256,0.9887949824333191,0.7024396780319512,0.2863553044013679
align_only,42,g3,276228,128,0.671875,0.4247658079625293,0.8133914470672607,0.7673795436520174,0.046011903415243305
align_only,42,g4,276228,14665,0.7667235136032104,0.6702395571637985,0.5489743947982788,0.6238109850217399,-0.07483659022346112
align_only,42,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0509803295135498,0.8973705906662908,0.15360973884725904
align_only,42,g6,276228,10579,0.7724737524986267,0.7117345864928964,0.5278351306915283,0.5871916648544888,-0.059356534162960495
ours,42,g1,276228,209,0.7368420958518982,0.5995254914004913,0.6378381848335266,0.6846005644225315,-0.046762379589004865
ours,42,g2,276228,37,0.6756756901741028,0.2974537037037037,0.9699961543083191,0.7024396780319512,0.2675564762763679
ours,42,g3,276228,128,0.6796875,0.4738304093567251,0.7502173781394958,0.7673795436520174,-0.017162165512521588
ours,42,g4,276228,14665,0.7671326398849487,0.6904785737820565,0.5447391867637634,0.6238109850217399,-0.0790717982579765
ours,42,g5,276228,14,0.7142857313156128,0.41428571428571426,1.0015941858291626,0.8973705906662908,0.10422359516287183
ours,42,g6,276228,10579,0.7780508399009705,0.7257767334299841,0.5225101709365845,0.5871916648544888,-0.06468149391790434
