method,seed,group,n_params,n,acc,macro_f1,loss,R_star,excess_loss
anchors_only,2024,g1,276228,209,0.684210479259491,0.434054198371379,0.6795175075531006,0.6846005644225315,-0.005083056869430891
anchors_only,2024,g2,276228,37,0.5675675868988037,0.255,1.3296517133712769,0.7024396780319512,0.6272120353393257
anchors_only,2024,g3,276228,128,0.671875,0.5742163009404389,0.8643476963043213,0.7673795436520174,0.09696815265230385
anchors_only,2024,g4,276228,14665,0.7423798441886902,0.6012644044191283,0.6052889823913574,0.6238109850217399,-0.018522002630382506
anchors_only,2024,g5,276228,14,0.5714285969734192,0.325,1.7496337890625,0.8973705906662908,0.8522631983962092
anchors_only,2024,g6,276228,10579,0.7516778111457825,0.6625205599990032,0.5865350365638733,0.5871916648544888,-0.0006566282906155241
align_only,2024,g1,276228,209,0.7129186391830444,0.43084733893557425,0.66347736120224,0.6846005644225315,-0.021123203220291487
align_only,2024,g2,276228,37,0.5675675868988037,0.255,0.9847926497459412,0.7024396780319512,0.28235297171399
align_only,2024,g3,276228,128,0.7265625,0.6532589725137928,0.6903961896896362,0.7673795436520174,-0.0769833539623812
align_only,2024,g4,276228,14665,0.7734742760658264,0.6891150293511131,0.5334103107452393,0.6238109850217399,-0.09040067427650067
align_only,2024,g5,276228,14,0.6428571939468384,0.36666666666666664,1.1432212591171265,0.8973705906662908,0.2458506684508357
align_only,2024,g6,276228,10579,0.7811702489852905,0.7282460438845507,0.5175225734710693,0.5871916648544888,-0.06966909138341948
ours,2024,g1,276228,209,0.7320573925971985,0.561587163833443,0.6510425209999084,0.6846005644225315,-0.03355804342262303
ours,2024,g2,276228,37,0.6216216087341309,0.2756410256410256,1.0125402212142944,0.7024396780319512,0.31010054318234326
ours,2024,g3,276228,128,0.7421875,0.6628035010796645,0.6444432735443115,0.7673795436520174,-0.12293627010770591
ours,2024,g4,276228,14665,0.7736106514930725,0.6903916617867798,0.5332337617874146,0.6238109850217399,-0.09057722323432538
ours,2024,g5,276228,14,0.6428571939468384,0.36666666666666664,1.150742530822754,0.8973705906662908,0.25337194015646314
ours,2024,g6,276228,10579,0.7826826572418213,0.7290482529589342,0.5153540372848511,0.5871916648544888,-0.07183762756963774
