method,seed,group,n,accuracy,macro_f1,loss,R_star,excess_loss
ERM,42,g0,533,0.6773,0.57551,0.49949,0.3002,0.19929
ERM,42,g1,530,0.74717,0.60495,0.42899,0.28288,0.14611
ERM,42,g2,2338,0.69033,0.56968,0.49428,0.26518,0.22911
ERM,1337,g0,533,0.67917,0.57695,0.49005,0.3002,0.18985
ERM,1337,g1,530,0.74528,0.60616,0.43402,0.28288,0.15114
ERM,1337,g2,2338,0.70017,0.57495,0.48432,0.26518,0.21914
ERM,7,g0,533,0.6848,0.5813,0.5133,0.3002,0.2131
ERM,7,g1,530,0.73774,0.60268,0.44385,0.28288,0.16098
ERM,7,g2,2338,0.69932,0.57652,0.50921,0.26518,0.24404
ERM,2024,g0,533,0.69043,0.58357,0.47627,0.3002,0.17607
ERM,2024,g1,530,0.73962,0.60154,0.41053,0.28288,0.12765
ERM,2024,g2,2338,0.70915,0.58129,0.46696,0.26518,0.20179
ERM,31337,g0,533,0.70732,0.59465,0.48697,0.3002,0.18678
ERM,31337,g1,530,0.74906,0.59783,0.41582,0.28288,0.13295
ERM,31337,g2,2338,0.71257,0.58046,0.47822,0.26518,0.21305
ERM,11,g0,533,0.69043,0.58776,0.54029,0.3002,0.24009
ERM,11,g1,530,0.73396,0.59697,0.47174,0.28288,0.18886
ERM,11,g2,2338,0.68435,0.56409,0.54117,0.26518,0.276
ERM,22,g0,533,0.69231,0.58715,0.47798,0.3002,0.17779
ERM,22,g1,530,0.73962,0.5988,0.4172,0.28288,0.13433
ERM,22,g2,2338,0.69333,0.56468,0.47189,0.26518,0.20671
ERM,33,g0,533,0.70732,0.59241,0.49734,0.3002,0.19715
ERM,33,g1,530,0.7566,0.60993,0.43016,0.28288,0.14729
ERM,33,g2,2338,0.70659,0.57817,0.48906,0.26518,0.22389
ERM,44,g0,533,0.68856,0.57557,0.50964,0.3002,0.20945
ERM,44,g1,530,0.73019,0.58569,0.43933,0.28288,0.15645
ERM,44,g2,2338,0.69376,0.56728,0.49757,0.26518,0.2324
ERM,55,g0,533,0.71295,0.59914,0.48423,0.3002,0.18403
ERM,55,g1,530,0.7566,0.61279,0.42233,0.28288,0.13946
ERM,55,g2,2338,0.71001,0.57731,0.47841,0.26518,0.21323
PerGroupOnly,42,g0,533,0.76548,0.6168,0.70367,0.3002,0.40348
PerGroupOnly,42,g1,530,0.82642,0.57989,0.58572,0.28288,0.30285
PerGroupOnly,42,g2,2338,0.75021,0.59823,0.46637,0.26518,0.20119
PerGroupOnly,1337,g0,533,0.76923,0.60772,0.5908,0.3002,0.2906
PerGroupOnly,1337,g1,530,0.83774,0.58376,0.52197,0.28288,0.23909
PerGroupOnly,1337,g2,2338,0.76005,0.60974,0.43805,0.26518,0.17287
PerGroupOnly,7,g0,533,0.77111,0.60931,0.65903,0.3002,0.35883
PerGroupOnly,7,g1,530,0.83208,0.60191,0.55778,0.28288,0.2749
PerGroupOnly,7,g2,2338,0.75406,0.6074,0.46332,0.26518,0.19814
PerGroupOnly,2024,g0,533,0.73171,0.59456,0.54384,0.3002,0.24365
PerGroupOnly,2024,g1,530,0.78679,0.59039,0.47044,0.28288,0.18757
PerGroupOnly,2024,g2,2338,0.73011,0.58804,0.46209,0.26518,0.19691
PerGroupOnly,31337,g0,533,0.72983,0.58762,0.70178,0.3002,0.40158
PerGroupOnly,31337,g1,530,0.79245,0.57759,0.57944,0.28288,0.29657
PerGroupOnly,31337,g2,2338,0.74936,0.60221,0.46121,0.26518,0.19603
PerGroupOnly,11,g0,533,0.69981,0.57481,0.56773,0.3002,0.26754
PerGroupOnly,11,g1,530,0.72075,0.57554,0.53327,0.28288,0.25039
PerGroupOnly,11,g2,2338,0.68306,0.56421,0.48704,0.26518,0.22186
PerGroupOnly,22,g0,533,0.75797,0.61613,0.57143,0.3002,0.27123
PerGroupOnly,22,g1,530,0.82075,0.58627,0.51029,0.28288,0.22741
PerGroupOnly,22,g2,2338,0.74594,0.60264,0.45121,0.26518,0.18603
PerGroupOnly,33,g0,533,0.68105,0.58045,0.57629,0.3002,0.27609
