metrics_version,mnist_size,usps_size,mnist28_size,mnist32_size,num_epochs,batch_size,seed,groups,dataset_summary,epoch,train_loss,train_acc,test_acc,worst_group_acc,per_group_acc,per_class_acc,per_group_by_class_acc
1.0,30000,1000,,,1,128,1337,"[""mnist28"", ""usps16""]","{""total"": 31000, ""class_counts"": [4825, 4895, 4846, 4887, 4747, 1360, 1360, 1360, 1360, 1360], ""group_counts"": [30000, 1000], ""group_class_counts"": [[4785, 4855, 4806, 4847, 4707, 1200, 1200, 1200, 1200, 1200], [40, 40, 40, 40, 40, 160, 160, 160, 160, 160]]}",1,0.40056189206530973,0.9124516129032259,0.8901017301551942,0.24008207934336526,"[0.9692628071636818, 0.24008207934336526]","[0.8412921348314607, 0.8612903225806452, 0.9462285287528006, 0.8933038999264165, 0.8930769230769231, 0.8771929824561403, 0.8709187547456341, 0.9363241678726484, 0.93984375, 0.8476118271417741]","[[0.9907172995780591, 0.9896219421793921, 0.9798657718120806, 0.9894050529747351, 0.9923011120615911, 0.967741935483871, 0.96875, 0.9385474860335196, 0.9342442356959864, 0.9394957983193277], [0.100418410041841, 0.0, 0.673469387755102, 0.0, 0.007633587786259542, 0.0, 0.0, 0.9147286821705426, 1.0, 0.0]]"
